case,candidate,kind,first_period,second_period,Ms,cap,growth,zero_mode,N,failures,F,upper95,survivors,survivor_reservation_s
native_word_merged,163,4,0.2,0.2,0.05,20.0,3.0,1.0,2000,1619,0.8095,0.8238510176769704,381,115.58986016584683
native_word_merged,164,4,0.2,0.2,0.05,300.0,2.0,0.0,2000,1547,0.7735,0.7888411555924691,453,463.8902237313284
native_word_merged,165,4,0.2,0.2,0.05,300.0,2.0,1.0,2000,1547,0.7735,0.7888411555924691,453,463.72677554413184
native_word_merged,166,4,0.2,0.2,0.05,300.0,3.0,0.0,2000,1669,0.8345,0.8480494601837562,331,131.6400404881807
native_word_merged,167,4,0.2,0.2,0.05,300.0,3.0,1.0,2000,1673,0.8365,0.8499807442079279,327,110.82395195103926
native_word_merged,168,4,0.2,0.2,0.15,5.0,2.0,0.0,2000,1547,0.7735,0.7888411555924691,453,461.38307148408774
native_word_merged,169,4,0.2,0.2,0.15,5.0,2.0,1.0,2000,1547,0.7735,0.7888411555924691,453,461.3741597454563
native_word_merged,170,4,0.2,0.2,0.15,5.0,3.0,0.0,2000,1582,0.791,0.8058820585433148,418,83.36229851863662
native_word_merged,171,4,0.2,0.2,0.15,5.0,3.0,1.0,2000,1584,0.792,0.8068545940909255,416,77.77291566151634
native_word_merged,172,4,0.2,0.2,0.15,20.0,2.0,0.0,2000,1547,0.7735,0.7888411555924691,453,461.38307148408774
native_word_merged,173,4,0.2,0.2,0.15,20.0,2.0,1.0,2000,1547,0.7735,0.7888411555924691,453,461.3741597454563
native_word_merged,174,4,0.2,0.2,0.15,20.0,3.0,0.0,2000,1658,0.829,0.8427347640982988,342,68.82433599062404
native_word_merged,175,4,0.2,0.2,0.15,20.0,3.0,1.0,2000,1658,0.829,0.8427347640982988,342,63.2842203602162
native_word_merged,176,4,0.2,0.2,0.15,300.0,2.0,0.0,2000,1547,0.7735,0.7888411555924691,453,461.38307148408774
native_word_merged,177,4,0.2,0.2,0.15,300.0,2.0,1.0,2000,1547,0.7735,0.7888411555924691,453,461.3741597454563
native_word_merged,178,4,0.2,0.2,0.15,300.0,3.0,0.0,2000,1833,0.9165,0.9264672169002475,167,59.33262309938454
native_word_merged,179,4,0.2,0.2,0.15,300.0,3.0,1.0,2000,1844,0.922,0.9316498850713383,156,55.14651515895884
native_word_merged,180,4,0.2,0.2,0.3,5.0,2.0,0.0,2000,1554,0.777,0.7922525140226179,446,440.3629474867631
native_word_merged,181,4,0.2,0.2,0.3,5.0,2.0,1.0,2000,1554,0.777,0.7922525140226179,446,440.2642135531311
native_word_merged,182,4,0.2,0.2,0.3,5.0,3.0,0.0,2000,1612,0.806,0.8204553050071832,388,46.36595435874964
native_word_merged,183,4,0.2,0.2,0.3,5.0,3.0,1.0,2000,1610,0.805,0.8194847651256308,390,45.64163671793569
native_word_merged,184,4,0.2,0.2,0.3,20.0,2.0,0.0,2000,1559,0.7795,0.7946882440942387,441,437.5881339498824
native_word_merged,185,4,0.2,0.2,0.3,20.0,2.0,1.0,2000,1559,0.7795,0.7946882440942387,441,437.5816117331025
native_word_merged,186,4,0.2,0.2,0.3,20.0,3.0,0.0,2000,1693,0.8465,0.8596260307460561,307,35.000852461228156
native_word_merged,187,4,0.2,0.2,0.3,20.0,3.0,1.0,2000,1692,0.846,0.8591442202242603,308,34.17429417141913
native_word_merged,188,4,0.2,0.2,0.3,300.0,2.0,0.0,2000,1570,0.785,0.8000439976404374,430,434.6456867048874
native_word_merged,189,4,0.2,0.2,0.3,300.0,2.0,1.0,2000,1569,0.7845,0.7995572750506003,431,434.58157719884326
native_word_merged,190,4,0.2,0.2,0.3,300.0,3.0,0.0,2000,1921,0.9605,0.9674076410604484,79,27.76675216201654
native_word_merged,191,4,0.2,0.2,0.3,300.0,3.0,1.0,2000,1926,0.963,0.9696833260767299,74,27.272927783775348
