mapping,topology_scenario,arrival_scenario,initial_state,scrub_period,representation,trials,e_cap_count,f_a,ci_method,confidence_level,ci_low,ci_high,ci_half_width,precision_limit,precision_satisfied,paired_disagreement_rate_vs_l1,l2_input_fingerprint,signed_error_vs_l1,absolute_error_vs_l1,relative_error_vs_l1
W-contiguous-no-interleaving,separated-three-cell-only,synthetic-hpp-constant,non-clean-two-singletons,4.0,L2-independent_word_marginals,8000,6824,0.853,wilson_score,0.95,0.8450710440486442,0.8605901099183149,0.007759532934835334,0.011,True,0.11525,ac4e314c0b4ce3b68ba671935652598ca285ec0ed85653390da5b1accc8e4e56,-0.02024999999999999,0.02024999999999999,-0.023189235614085302
W-contiguous-no-interleaving,separated-three-cell-only,synthetic-hpp-constant,non-clean-two-singletons,4.0,L3-U,8000,7799,0.974875,wilson_score,0.95,0.9712108406714257,0.9780833250227943,0.0034362421756842787,0.011,True,,,0.10162500000000008,0.10162500000000008,0.11637560835957639
W-contiguous-no-interleaving,separated-three-cell-only,synthetic-nhpp-low-then-high,clean,0.5,L0,8000,2447,0.305875,wilson_score,0.95,0.2958731274021687,0.31606321391840936,0.010095043258120329,0.011,True,0.0,,0.0,0.0,0.0
W-contiguous-no-interleaving,separated-three-cell-only,synthetic-nhpp-low-then-high,clean,0.5,L1,8000,2447,0.305875,wilson_score,0.95,0.2958731274021687,0.31606321391840936,0.010095043258120329,0.011,True,0.0,,0.0,0.0,0.0
W-contiguous-no-interleaving,separated-three-cell-only,synthetic-nhpp-low-then-high,clean,0.5,L2-independent_word_marginals,8000,2866,0.35825,wilson_score,0.95,0.34781332484208205,0.36882274151821126,0.010504708338064606,0.011,True,0.152375,ac4e314c0b4ce3b68ba671935652598ca285ec0ed85653390da5b1accc8e4e56,0.052375000000000005,0.052375000000000005,0.17123007764609727
W-contiguous-no-interleaving,separated-three-cell-only,synthetic-nhpp-low-then-high,clean,0.5,L3-U,8000,4010,0.50125,wilson_score,0.95,0.49029553213711374,0.5122032679831657,0.010953867923025995,0.011,True,,,0.19537499999999997,0.19537499999999997,0.6387413158970167
W-contiguous-no-interleaving,separated-three-cell-only,synthetic-nhpp-low-then-high,clean,1.0,L0,8000,3672,0.459,wilson_score,0.95,0.44810264728912486,0.46993670876570415,0.010917030738289646,0.011,True,0.0,,0.0,0.0,0.0
W-contiguous-no-interleaving,separated-three-cell-only,synthetic-nhpp-low-then-high,clean,1.0,L1,8000,3672,0.459,wilson_score,0.95,0.44810264728912486,0.46993670876570415,0.010917030738289646,0.011,True,0.0,,0.0,0.0,0.0
W-contiguous-no-interleaving,separated-three-cell-only,synthetic-nhpp-low-then-high,clean,1.0,L2-independent_word_marginals,8000,4075,0.509375,wilson_score,0.95,0.49841852304902123,0.5203224778530757,0.010951977402027246,0.011,True,0.165625,ac4e314c0b4ce3b68ba671935652598ca285ec0ed85653390da5b1accc8e4e56,0.050375,0.050375,0.10974945533769064
W-contiguous-no-interleaving,separated-three-cell-only,synthetic-nhpp-low-then-high,clean,1.0,L3-U,8000,5631,0.703875,wilson_score,0.95,0.693774733152348,0.7137795664652546,0.010002416656453295,0.011,True,,,0.244875,0.244875,0.5334967320261438
W-contiguous-no-interleaving,separated-three-cell-only,synthetic-nhpp-low-then-high,clean,2.0,L0,8000,4827,0.603375,wilson_score,0.95,0.592608040137607,0.6140427298095159,0.010717344835954434,0.011,True,0.0,,0.0,0.0,0.0
W-contiguous-no-interleaving,separated-three-cell-only,synthetic-nhpp-low-then-high,clean,2.0,L1,8000,4827,0.603375,wilson_score,0.95,0.592608040137607,0.6140427298095159,0.010717344835954434,0.011,True,0.0,,0.0,0.0,0.0
W-contiguous-no-interleaving,separated-three-cell-only,synthetic-nhpp-low-then-high,clean,2.0,L2-independent_word_marginals,8000,5226,0.65325,wilson_score,0.95,0.6427494899088291,0.66360340483745,0.010426957464310438,0.011,True,0.152375,ac4e314c0b4ce3b68ba671935652598ca285ec0ed85653390da5b1accc8e4e56,0.049875,0.049875,0.08266003729024239
W-contiguous-no-interleaving,separated-three-cell-only,synthetic-nhpp-low-then-high,clean,2.0,L3-U,8000,6946,0.86825,wilson_score,0.95,0.8606615194441523,0.8754849959902178,0.007411738273032764,0.011,True,,,0.26487499999999997,0.26487499999999997,0.4389890200952972
W-contiguous-no-interleaving,separated-three-cell-only,synthetic-nhpp-low-then-high,clean,4.0,L0,8000,5446,0.68075,wilson_score,0.95,0.6704497674253859,0.6908767299670443,0.010213481270829217,0.011,True,0.0,,0.0,0.0,0.0
W-contiguous-no-interleaving,separated-three-cell-only,synthetic-nhpp-low-then-high,clean,4.0,L1,8000,5446,0.68075,wilson_score,0.95,0.6704497674253859,0.6908767299670443,0.010213481270829217,0.011,True,0.0,,0.0,0.0,0.0
W-contiguous-no-interleaving,separated-three-cell-only,synthetic-nhpp-low-then-high,clean,4.0,L2-independent_word_marginals,8000,5780,0.7225,wilson_score,0.95,0.7125830752404616,0.7322033461693072,0.009810135464422776,0.011,True,0.1355,ac4e314c0b4ce3b68ba671935652598ca285ec0ed85653390da5b1accc8e4e56,0.041750000000000065,0.041750000000000065,0.06132941608520025
W-contiguous-no-interleaving,separated-three-cell-only,synthetic-nhpp-low-then-high,clean,4.0,L3-U,8000,7378,0.92225,wilson_score,0.95,0.9161774177355517,0.9279172628948971,0.005869922579672671,0.011,True,,,0.24150000000000005,0.24150000000000005,0.3547557840616967
W-contiguous-no-interleaving,separated-three-cell-only,synthetic-nhpp-low-then-high,non-clean-two-singletons,0.5,L0,8000,2804,0.3505,wilson_score,0.95,0.3401187113447676,0.3610247942697921,0.010453041462512247,0.011,True,0.0,,0.0,0.0,0.0
W-contiguous-no-interleaving,separated-three-cell-only,synthetic-nhpp-low-then-high,non-clean-two-singletons,0.5,L1,8000,2804,0.3505,wilson_score,0.95,0.3401187113447676,0.3610247942697921,0.010453041462512247,0.011,True,0.0,,0.0,0.0,0.0
W-contiguous-no-interleaving,separated-three-cell-only,synthetic-nhpp-low-then-high,non-clean-two-singletons,0.5,L2-independent_word_marginals,8000,3166,0.39575,wilson_score,0.95,0.385086756848208,0.4065133131204733,0.010713278136132653,0.011,True,0.17325,ac4e314c0b4ce3b68ba671935652598ca285ec0ed85653390da5b1accc8e4e56,0.04525000000000001,0.04525000000000001,0.12910128388017122
W-contiguous-no-interleaving,separated-three-cell-only,synthetic-nhpp-low-then-high,non-clean-two-singletons,0.5,L3-U,8000,4308,0.5385,wilson_score,0.95,0.5275601252018901,0.5494029185027215,0.010921396650415693,0.011,True,,,0.188,0.188,0.536376604850214
W-contiguous-no-interleaving,separated-three-cell-only,synthetic-nhpp-low-then-high,non-clean-two-singletons,1.0,L0,8000,4212,0.5265,wilson_score,0.95,0.5155487673177344,0.537425795232193,0.010938513957229334,0.011,True,0.0,,0.0,0.0,0.0
W-contiguous-no-interleaving,separated-three-cell-only,synthetic-nhpp-low-then-high,non-clean-two-singletons,1.0,L1,8000,4212,0.5265,wilson_score,0.95,0.5155487673177344,0.537425795232193,0.010938513957229334,0.011,True,0.0,,0.0,0.0,0.0
W-contiguous-no-interleaving,separated-three-cell-only,synthetic-nhpp-low-then-high,non-clean-two-singletons,1.0,L2-independent_word_marginals,8000,4482,0.56025,wilson_score,0.95,0.5493469598128189,0.5710952059846579,0.010874123085919507,0.011,True,0.18325,ac4e314c0b4ce3b68ba671935652598ca285ec0ed85653390da5b1accc8e4e56,0.03375000000000006,0.03375000000000006,0.06410256410256422
W-contiguous-no-interleaving,separated-three-cell-only,synthetic-nhpp-low-then-high,non-clean-two-singletons,1.0,L3-U,8000,5979,0.747375,wilson_score,0.95,0.7377362033580024,0.7567763404453305,0.00952006854366405,0.011,True,,,0.22087500000000004,0.22087500000000004,0.4195156695156696
W-contiguous-no-interleaving,separated-three-cell-only,synthetic-nhpp-low-then-high,non-clean-two-singletons,2.0,L0,8000,5531,0.691375,wilson_score,0.95,0.6811629484596454,0.7014033499551612,0.01012020074775788,0.011,True,0.0,,0.0,0.0,0.0
W-contiguous-no-interleaving,separated-three-cell-only,synthetic-nhpp-low-then-high,non-clean-two-singletons,2.0,L1,8000,5531,0.691375,wilson_score,0.95,0.6811629484596454,0.7014033499551612,0.01012020074775788,0.011,True,0.0,,0.0,0.0,0.0
W-contiguous-no-interleaving,separated-three-cell-only,synthetic-nhpp-low-then-high,non-clean-two-singletons,2.0,L2-independent_word_marginals,8000,5707,0.713375,wilson_score,0.95,0.7033656844536366,0.7231794960780912,0.009906905812227307,0.011,True,0.1645,ac4e314c0b4ce3b68ba671935652598ca285ec0ed85653390da5b1accc8e4e56,0.02200000000000002,0.02200000000000002,0.031820647260893176
W-contiguous-no-interleaving,separated-three-cell-only,synthetic-nhpp-low-then-high,non-clean-two-singletons,2.0,L3-U,8000,7231,0.903875,wilson_score,0.95,0.8972206496626096,0.910141669199729,0.006460509768559719,0.011,True,,,0.21250000000000002,0.21250000000000002,0.3073585246790816
W-contiguous-no-interleaving,separated-three-cell-only,synthetic-nhpp-low-then-high,non-clean-two-singletons,4.0,L0,8000,6953,0.869125,wilson_score,0.95,0.861557009226916,0.8763386662916499,0.007390828532366944,0.011,True,0.0,,0.0,0.0,0.0
W-contiguous-no-interleaving,separated-three-cell-only,synthetic-nhpp-low-then-high,non-clean-two-singletons,4.0,L1,8000,6953,0.869125,wilson_score,0.95,0.861557009226916,0.8763386662916499,0.007390828532366944,0.011,True,0.0,,0.0,0.0,0.0
W-contiguous-no-interleaving,separated-three-cell-only,synthetic-nhpp-low-then-high,non-clean-two-singletons,4.0,L2-independent_word_marginals,8000,6767,0.845875,wilson_score,0.95,0.8377970362482504,0.8536209570331149,0.007911960392432249,0.011,True,0.117,ac4e314c0b4ce3b68ba671935652598ca285ec0ed85653390da5b1accc8e4e56,-0.023249999999999993,0.023249999999999993,-0.026751042715374648
W-contiguous-no-interleaving,separated-three-cell-only,synthetic-nhpp-low-then-high,non-clean-two-singletons,4.0,L3-U,8000,7837,0.979625,wilson_score,0.95,0.9762911338248312,0.9824984723264512,0.0031036692508099595,0.011,True,,,0.11049999999999993,0.11049999999999993,0.1271393643031784
W-contiguous-no-interleaving,single-cell-only,synthetic-hpp-constant,clean,0.5,L0,8000,483,0.060375,wilson_score,0.95,0.05536372696427001,0.06580827073339464,0.005222271884562313,0.011,True,0.0,,0.0,0.0,0.0
W-contiguous-no-interleaving,single-cell-only,synthetic-hpp-constant,clean,0.5,L1,8000,483,0.060375,wilson_score,0.95,0.05536372696427001,0.06580827073339464,0.005222271884562313,0.011,True,0.0,,0.0,0.0,0.0
W-contiguous-no-interleaving,single-cell-only,synthetic-hpp-constant,clean,0.5,L2-independent_word_marginals,8000,419,0.052375,wilson_score,0.95,0.04770444593257342,0.05747523099530179,0.004885392531364184,0.011,True,0.08975,793e840e6a449f34f2ced8e2bbf629c056dec28fdc622c4b6c00cf2ac6aaf19e,-0.008,0.008,-0.13250517598343686
W-contiguous-no-interleaving,single-cell-only,synthetic-hpp-constant,clean,0.5,L3-U,8000,446,0.05575,wilson_score,0.95,0.05093220883879404,0.06099422841383609,0.005031009787521024,0.011,True,,,-0.004624999999999997,0.004624999999999997,-0.07660455486542439
W-contiguous-no-interleaving,single-cell-only,synthetic-hpp-constant,clean,1.0,L0,8000,896,0.112,wilson_score,0.95,0.10527472559191747,0.11909771707329467,0.006911495740688597,0.011,True,0.0,,0.0,0.0,0.0
W-contiguous-no-interleaving,single-cell-only,synthetic-hpp-constant,clean,1.0,L1,8000,896,0.112,wilson_score,0.95,0.10527472559191747,0.11909771707329467,0.006911495740688597,0.011,True,0.0,,0.0,0.0,0.0
W-contiguous-no-interleaving,single-cell-only,synthetic-hpp-constant,clean,1.0,L2-independent_word_marginals,8000,802,0.10025,wilson_score,0.95,0.0938594265010753,0.10702429503350859,0.006582434266216644,0.011,True,0.15425,793e840e6a449f34f2ced8e2bbf629c056dec28fdc622c4b6c00cf2ac6aaf19e,-0.011749999999999997,0.011749999999999997,-0.10491071428571425
W-contiguous-no-interleaving,single-cell-only,synthetic-hpp-constant,clean,1.0,L3-U,8000,846,0.10575,wilson_score,0.95,0.09919953373874962,0.1126789083250645,0.006739687293157437,0.011,True,,,-0.0062500000000000056,0.0062500000000000056,-0.05580357142857148
W-contiguous-no-interleaving,single-cell-only,synthetic-hpp-constant,clean,2.0,L0,8000,1584,0.198,wilson_score,0.95,0.1894136540868383,0.20687623685361034,0.00873129138338602,0.011,True,0.0,,0.0,0.0,0.0
W-contiguous-no-interleaving,single-cell-only,synthetic-hpp-constant,clean,2.0,L1,8000,1584,0.198,wilson_score,0.95,0.1894136540868383,0.20687623685361034,0.00873129138338602,0.011,True,0.0,,0.0,0.0,0.0
W-contiguous-no-interleaving,single-cell-only,synthetic-hpp-constant,clean,2.0,L2-independent_word_marginals,8000,1426,0.17825,wilson_score,0.95,0.17001838077714132,0.1867904682628896,0.008386043742874133,0.011,True,0.22875,793e840e6a449f34f2ced8e2bbf629c056dec28fdc622c4b6c00cf2ac6aaf19e,-0.019750000000000018,0.019750000000000018,-0.09974747474747483
W-contiguous-no-interleaving,single-cell-only,synthetic-hpp-constant,clean,2.0,L3-U,8000,1582,0.19775,wilson_score,0.95,0.18916792495930962,0.20662220595708308,0.008727140498886732,0.011,True,,,-0.0002500000000000002,0.0002500000000000002,-0.0012626262626262636
W-contiguous-no-interleaving,single-cell-only,synthetic-hpp-constant,clean,4.0,L0,8000,2657,0.332125,wilson_score,0.95,0.321887216808991,0.3425239270374586,0.01031835511423379,0.011,True,0.0,,0.0,0.0,0.0
W-contiguous-no-interleaving,single-cell-only,synthetic-hpp-constant,clean,4.0,L1,8000,2657,0.332125,wilson_score,0.95,0.321887216808991,0.3425239270374586,0.01031835511423379,0.011,True,0.0,,0.0,0.0,0.0
W-contiguous-no-interleaving,single-cell-only,synthetic-hpp-constant,clean,4.0,L2-independent_word_marginals,8000,2231,0.278875,wilson_score,0.95,0.2691560909150022,0.2888061678075365,0.009825038446267143,0.011,True,0.29525,793e840e6a449f34f2ced8e2bbf629c056dec28fdc622c4b6c00cf2ac6aaf19e,-0.05325000000000002,0.05325000000000002,-0.16033120060218298
W-contiguous-no-interleaving,single-cell-only,synthetic-hpp-constant,clean,4.0,L3-U,8000,2644,0.3305,wilson_score,0.95,0.3202757488821943,0.34088695480789194,0.010305602962848825,0.011,True,,,-0.0016249999999999876,0.0016249999999999876,-0.004892736168611178
W-contiguous-no-interleaving,single-cell-only,synthetic-hpp-constant,non-clean-two-singletons,0.5,L0,8000,1094,0.13675,wilson_score,0.95,0.12939516954489866,0.1444535155018496,0.007529172978475468,0.011,True,0.0,,0.0,0.0,0.0
W-contiguous-no-interleaving,single-cell-only,synthetic-hpp-constant,non-clean-two-singletons,0.5,L1,8000,1094,0.13675,wilson_score,0.95,0.12939516954489866,0.1444535155018496,0.007529172978475468,0.011,True,0.0,,0.0,0.0,0.0
W-contiguous-no-interleaving,single-cell-only,synthetic-hpp-constant,non-clean-two-singletons,0.5,L2-independent_word_marginals,8000,965,0.120625,wilson_score,0.95,0.11366958479008188,0.1279445787050595,0.007137496957488804,0.011,True,0.179875,793e840e6a449f34f2ced8e2bbf629c056dec28fdc622c4b6c00cf2ac6aaf19e,-0.016125000000000014,0.016125000000000014,-0.11791590493601473
W-contiguous-no-interleaving,single-cell-only,synthetic-hpp-constant,non-clean-two-singletons,0.5,L3-U,8000,1000,0.125,wilson_score,0.95,0.11793242159110029,0.1324275423250197,0.007247560366959699,0.011,True,,,-0.01175000000000001,0.01175000000000001,-0.0859232175502743
W-contiguous-no-interleaving,single-cell-only,synthetic-hpp-constant,non-clean-two-singletons,1.0,L0,8000,1926,0.24075,wilson_score,0.95,0.2315071644329474,0.25024169062106355,0.009367263094058081,0.011,True,0.0,,0.0,0.0,0.0
W-contiguous-no-interleaving,single-cell-only,synthetic-hpp-constant,non-clean-two-singletons,1.0,L1,8000,1926,0.24075,wilson_score,0.95,0.2315071644329474,0.25024169062106355,0.009367263094058081,0.011,True,0.0,,0.0,0.0,0.0
W-contiguous-no-interleaving,single-cell-only,synthetic-hpp-constant,non-clean-two-singletons,1.0,L2-independent_word_marginals,8000,1726,0.21575,wilson_score,0.95,0.20687380176055492,0.224899050887864,0.009012624563654537,0.011,True,0.274,793e840e6a449f34f2ced8e2bbf629c056dec28fdc622c4b6c00cf2ac6aaf19e,-0.024999999999999994,0.024999999999999994,-0.10384215991692625
W-contiguous-no-interleaving,single-cell-only,synthetic-hpp-constant,non-clean-two-singletons,1.0,L3-U,8000,1863,0.232875,wilson_score,0.95,0.223742695571003,0.24226371872524646,0.009260511577121738,0.011,True,,,-0.007874999999999993,0.007874999999999993,-0.03271028037383175
W-contiguous-no-interleaving,single-cell-only,synthetic-hpp-constant,non-clean-two-singletons,2.0,L0,8000,3242,0.40525,wilson_score,0.95,0.39453995397646163,0.41605099690634456,0.010755521464941464,0.011,True,0.0,,0.0,0.0,0.0
W-contiguous-no-interleaving,single-cell-only,synthetic-hpp-constant,non-clean-two-singletons,2.0,L1,8000,3242,0.40525,wilson_score,0.95,0.39453995397646163,0.41605099690634456,0.010755521464941464,0.011,True,0.0,,0.0,0.0,0.0
W-contiguous-no-interleaving,single-cell-only,synthetic-hpp-constant,non-clean-two-singletons,2.0,L2-independent_word_marginals,8000,2920,0.365,wilson_score,0.95,0.35451751674373916,0.37561207026606397,0.010547276761162405,0.011,True,0.3485,793e840e6a449f34f2ced8e2bbf629c056dec28fdc622c4b6c00cf2ac6aaf19e,-0.04025000000000001,0.04025000000000001,-0.09932140653917337
W-contiguous-no-interleaving,single-cell-only,synthetic-hpp-constant,non-clean-two-singletons,2.0,L3-U,8000,3211,0.401375,wilson_score,0.95,0.39068353768983405,0.4121611328201054,0.010738797565135683,0.011,True,,,-0.0038750000000000173,0.0038750000000000173,-0.009561998766193751
W-contiguous-no-interleaving,single-cell-only,synthetic-hpp-constant,non-clean-two-singletons,4.0,L0,8000,4918,0.61475,wilson_score,0.95,0.6040332554474394,0.6253565955942278,0.010661670073394247,0.011,True,0.0,,0.0,0.0,0.0
W-contiguous-no-interleaving,single-cell-only,synthetic-hpp-constant,non-clean-two-singletons,4.0,L1,8000,4918,0.61475,wilson_score,0.95,0.6040332554474394,0.6253565955942278,0.010661670073394247,0.011,True,0.0,,0.0,0.0,0.0
W-contiguous-no-interleaving,single-cell-only,synthetic-hpp-constant,non-clean-two-singletons,4.0,L2-independent_word_marginals,8000,4302,0.53775,wilson_score,0.95,0.5268092292596788,0.548654534372765,0.010922652556543122,0.011,True,0.353,793e840e6a449f34f2ced8e2bbf629c056dec28fdc622c4b6c00cf2ac6aaf19e,-0.07700000000000007,0.07700000000000007,-0.12525416836112252
W-contiguous-no-interleaving,single-cell-only,synthetic-hpp-constant,non-clean-two-singletons,4.0,L3-U,8000,4844,0.6055,wilson_score,0.95,0.5947419586936564,0.6161567714579419,0.010707406382142737,0.011,True,,,-0.00924999999999998,0.00924999999999998,-0.01504676697844649
W-contiguous-no-interleaving,single-cell-only,synthetic-nhpp-low-then-high,clean,0.5,L0,8000,627,0.078375,wilson_score,0.95,0.0726859246840169,0.084468794745674,0.0058914350308285485,0.011,True,0.0,,0.0,0.0,0.0
W-contiguous-no-interleaving,single-cell-only,synthetic-nhpp-low-then-high,clean,0.5,L1,8000,627,0.078375,wilson_score,0.95,0.0726859246840169,0.084468794745674,0.0058914350308285485,0.011,True,0.0,,0.0,0.0,0.0
W-contiguous-no-interleaving,single-cell-only,synthetic-nhpp-low-then-high,clean,0.5,L2-independent_word_marginals,8000,626,0.07825,wilson_score,0.95,0.0725652783330154,0.08433956108464752,0.005887141375816057,0.011,True,0.121625,793e840e6a449f34f2ced8e2bbf629c056dec28fdc622c4b6c00cf2ac6aaf19e,-0.0001250000000000001,0.0001250000000000001,-0.0015948963317384383
W-contiguous-no-interleaving,single-cell-only,synthetic-nhpp-low-then-high,clean,0.5,L3-U,8000,660,0.0825,wilson_score,0.95,0.07666966599669074,0.08873109382992282,0.00603071391661604,0.011,True,,,0.004125000000000004,0.004125000000000004,0.05263157894736847
W-contiguous-no-interleaving,single-cell-only,synthetic-nhpp-low-then-high,clean,1.0,L0,8000,1179,0.147375,wilson_score,0.95,0.1397765348666295,0.15531195120249536,0.00776770816793293,0.011,True,0.0,,0.0,0.0,0.0
W-contiguous-no-interleaving,single-cell-only,synthetic-nhpp-low-then-high,clean,1.0,L1,8000,1179,0.147375,wilson_score,0.95,0.1397765348666295,0.15531195120249536,0.00776770816793293,0.011,True,0.0,,0.0,0.0,0.0
W-contiguous-no-interleaving,single-cell-only,synthetic-nhpp-low-then-high,clean,1.0,L2-independent_word_marginals,8000,1106,0.13825,wilson_score,0.95,0.13085988390965345,0.14598736128143033,0.007563738685888444,0.011,True,0.196125,793e840e6a449f34f2ced8e2bbf629c056dec28fdc622c4b6c00cf2ac6aaf19e,-0.009124999999999994,0.009124999999999994,-0.0619168787107718
W-contiguous-no-interleaving,single-cell-only,synthetic-nhpp-low-then-high,clean,1.0,L3-U,8000,1198,0.14975,wilson_score,0.95,0.14209901734346547,0.1577371889541906,0.007819085805362558,0.011,True,,,0.0023749999999999882,0.0023749999999999882,0.016115351993214507
W-contiguous-no-interleaving,single-cell-only,synthetic-nhpp-low-then-high,clean,2.0,L0,8000,2069,0.258625,wilson_score,0.95,0.24914717919969528,0.26833451757431387,0.009593669187309292,0.011,True,0.0,,0.0,0.0,0.0
W-contiguous-no-interleaving,single-cell-only,synthetic-nhpp-low-then-high,clean,2.0,L1,8000,2069,0.258625,wilson_score,0.95,0.24914717919969528,0.26833451757431387,0.009593669187309292,0.011,True,0.0,,0.0,0.0,0.0
W-contiguous-no-interleaving,single-cell-only,synthetic-nhpp-low-then-high,clean,2.0,L2-independent_word_marginals,8000,1796,0.2245,wilson_score,0.95,0.21549018169756204,0.2337742717928141,0.00914204504762603,0.011,True,0.254625,793e840e6a449f34f2ced8e2bbf629c056dec28fdc622c4b6c00cf2ac6aaf19e,-0.03412499999999999,0.03412499999999999,-0.13194780086998545
W-contiguous-no-interleaving,single-cell-only,synthetic-nhpp-low-then-high,clean,2.0,L3-U,8000,2067,0.258375,wilson_score,0.95,0.24890031865244713,0.2680816180975062,0.009590649722529529,0.011,True,,,-0.00024999999999997247,0.00024999999999997247,-0.0009666505558239631
W-contiguous-no-interleaving,single-cell-only,synthetic-nhpp-low-then-high,clean,4.0,L0,8000,2631,0.328875,wilson_score,0.95,0.3186644198276798,0.33924984370604283,0.01029271193918152,0.011,True,0.0,,0.0,0.0,0.0
W-contiguous-no-interleaving,single-cell-only,synthetic-nhpp-low-then-high,clean,4.0,L1,8000,2631,0.328875,wilson_score,0.95,0.3186644198276798,0.33924984370604283,0.01029271193918152,0.011,True,0.0,,0.0,0.0,0.0
W-contiguous-no-interleaving,single-cell-only,synthetic-nhpp-low-then-high,clean,4.0,L2-independent_word_marginals,8000,2241,0.280125,wilson_score,0.95,0.2703920423951212,0.29006901644769706,0.009838487026287923,0.011,True,0.28725,793e840e6a449f34f2ced8e2bbf629c056dec28fdc622c4b6c00cf2ac6aaf19e,-0.04874999999999996,0.04874999999999996,-0.14823261117445827
W-contiguous-no-interleaving,single-cell-only,synthetic-nhpp-low-then-high,clean,4.0,L3-U,8000,2603,0.325375,wilson_score,0.95,0.3151943390820071,0.3357232841149327,0.010264472516462786,0.011,True,,,-0.0034999999999999476,0.0034999999999999476,-0.010642341315089161
W-contiguous-no-interleaving,single-cell-only,synthetic-nhpp-low-then-high,non-clean-two-singletons,0.5,L0,8000,815,0.101875,wilson_score,0.95,0.09543656937589401,0.10869559231505335,0.006629511469579671,0.011,True,0.0,,0.0,0.0,0.0
W-contiguous-no-interleaving,single-cell-only,synthetic-nhpp-low-then-high,non-clean-two-singletons,0.5,L1,8000,815,0.101875,wilson_score,0.95,0.09543656937589401,0.10869559231505335,0.006629511469579671,0.011,True,0.0,,0.0,0.0,0.0
W-contiguous-no-interleaving,single-cell-only,synthetic-nhpp-low-then-high,non-clean-two-singletons,0.5,L2-independent_word_marginals,8000,813,0.101625,wilson_score,0.95,0.09519389777674694,0.10843850389014448,0.006622303056698767,0.011,True,0.154,793e840e6a449f34f2ced8e2bbf629c056dec28fdc622c4b6c00cf2ac6aaf19e,-0.0002500000000000002,0.0002500000000000002,-0.002453987730061352
W-contiguous-no-interleaving,single-cell-only,synthetic-nhpp-low-then-high,non-clean-two-singletons,0.5,L3-U,8000,862,0.10775,wilson_score,0.95,0.10114282245332301,0.11473369980293846,0.0067954386748077245,0.011,True,,,0.005875000000000005,0.005875000000000005,0.05766871165644177
W-contiguous-no-interleaving,single-cell-only,synthetic-nhpp-low-then-high,non-clean-two-singletons,1.0,L0,8000,1534,0.19175,wilson_score,0.95,0.18327206774708285,0.2005238225919678,0.008625877422442474,0.011,True,0.0,,0.0,0.0,0.0
W-contiguous-no-interleaving,single-cell-only,synthetic-nhpp-low-then-high,non-clean-two-singletons,1.0,L1,8000,1534,0.19175,wilson_score,0.95,0.18327206774708285,0.2005238225919678,0.008625877422442474,0.011,True,0.0,,0.0,0.0,0.0
W-contiguous-no-interleaving,single-cell-only,synthetic-nhpp-low-then-high,non-clean-two-singletons,1.0,L2-independent_word_marginals,8000,1429,0.178625,wilson_score,0.95,0.17038630554153691,0.1871721835345779,0.008392938996520494,0.011,True,0.245625,793e840e6a449f34f2ced8e2bbf629c056dec28fdc622c4b6c00cf2ac6aaf19e,-0.013124999999999998,0.013124999999999998,-0.06844850065189047
W-contiguous-no-interleaving,single-cell-only,synthetic-nhpp-low-then-high,non-clean-two-singletons,1.0,L3-U,8000,1554,0.19425,wilson_score,0.95,0.18572828903380278,0.20306520154580704,0.008668456256002127,0.011,True,,,0.0025000000000000022,0.0025000000000000022,0.01303780964797915
W-contiguous-no-interleaving,single-cell-only,synthetic-nhpp-low-then-high,non-clean-two-singletons,2.0,L0,8000,2666,0.33325,wilson_score,0.95,0.3230029295311575,0.34365713442354373,0.010327102446193115,0.011,True,0.0,,0.0,0.0,0.0
W-contiguous-no-interleaving,single-cell-only,synthetic-nhpp-low-then-high,non-clean-two-singletons,2.0,L1,8000,2666,0.33325,wilson_score,0.95,0.3230029295311575,0.34365713442354373,0.010327102446193115,0.011,True,0.0,,0.0,0.0,0.0
W-contiguous-no-interleaving,single-cell-only,synthetic-nhpp-low-then-high,non-clean-two-singletons,2.0,L2-independent_word_marginals,8000,2342,0.29275,wilson_score,0.95,0.28288038266570487,0.30281855739193736,0.009969087363116247,0.011,True,0.3185,793e840e6a449f34f2ced8e2bbf629c056dec28fdc622c4b6c00cf2ac6aaf19e,-0.04049999999999998,0.04049999999999998,-0.12153038259564886
W-contiguous-no-interleaving,single-cell-only,synthetic-nhpp-low-then-high,non-clean-two-singletons,2.0,L3-U,8000,2649,0.331125,wilson_score,0.95,0.320895527832333,0.341516575917893,0.01031052404277999,0.011,True,,,-0.002124999999999988,0.002124999999999988,-0.006376594148537099
W-contiguous-no-interleaving,single-cell-only,synthetic-nhpp-low-then-high,non-clean-two-singletons,4.0,L0,8000,4925,0.615625,wilson_score,0.95,0.6049123714553726,0.6262266396704903,0.010657134107558863,0.011,True,0.0,,0.0,0.0,0.0
W-contiguous-no-interleaving,single-cell-only,synthetic-nhpp-low-then-high,non-clean-two-singletons,4.0,L1,8000,4925,0.615625,wilson_score,0.95,0.6049123714553726,0.6262266396704903,0.010657134107558863,0.011,True,0.0,,0.0,0.0,0.0
