energy_MeV,sigma_cm2_per_bit,origin
398.107170553,8.200000000000e-14,ASSUMPTION_high_E_constant
416.86938347,8.200000000000e-14,ASSUMPTION_high_E_constant
436.51583224,8.200000000000e-14,ASSUMPTION_high_E_constant
457.088189615,8.200000000000e-14,ASSUMPTION_high_E_constant
478.630092323,8.200000000000e-14,ASSUMPTION_high_E_constant
500,8.200000000000e-14,ASSUMPTION_high_E_constant
501.187233627,8.200000000000e-14,ASSUMPTION_high_E_constant
524.80746025,8.200000000000e-14,ASSUMPTION_high_E_constant
549.540873858,8.200000000000e-14,ASSUMPTION_high_E_constant
575.439937337,8.200000000000e-14,ASSUMPTION_high_E_constant
602.559586074,8.200000000000e-14,ASSUMPTION_high_E_constant
630.95734448,8.200000000000e-14,ASSUMPTION_high_E_constant
660.693448008,8.200000000000e-14,ASSUMPTION_high_E_constant
691.830970919,8.200000000000e-14,ASSUMPTION_high_E_constant
724.435960075,8.200000000000e-14,ASSUMPTION_high_E_constant
758.577575029,8.200000000000e-14,ASSUMPTION_high_E_constant
794.328234724,8.200000000000e-14,ASSUMPTION_high_E_constant
831.763771103,8.200000000000e-14,ASSUMPTION_high_E_constant
870.963589956,8.200000000000e-14,ASSUMPTION_high_E_constant
912.010839356,8.200000000000e-14,ASSUMPTION_high_E_constant
954.992586021,8.200000000000e-14,ASSUMPTION_high_E_constant
1000,8.200000000000e-14,ASSUMPTION_high_E_constant
1047.12854805,8.200000000000e-14,ASSUMPTION_high_E_constant
1096.47819614,8.200000000000e-14,ASSUMPTION_high_E_constant
1148.1536215,8.200000000000e-14,ASSUMPTION_high_E_constant
1202.26443462,8.200000000000e-14,ASSUMPTION_high_E_constant
1258.92541179,8.200000000000e-14,ASSUMPTION_high_E_constant
1318.25673856,8.200000000000e-14,ASSUMPTION_high_E_constant
1380.3842646,8.200000000000e-14,ASSUMPTION_high_E_constant
1445.43977075,8.200000000000e-14,ASSUMPTION_high_E_constant
1513.56124844,8.200000000000e-14,ASSUMPTION_high_E_constant
1584.89319246,8.200000000000e-14,ASSUMPTION_high_E_constant
1659.58690744,8.200000000000e-14,ASSUMPTION_high_E_constant
1737.80082875,8.200000000000e-14,ASSUMPTION_high_E_constant
1819.70085861,8.200000000000e-14,ASSUMPTION_high_E_constant
1905.46071796,8.200000000000e-14,ASSUMPTION_high_E_constant
1995.26231497,8.200000000000e-14,ASSUMPTION_high_E_constant
2089.29613085,8.200000000000e-14,ASSUMPTION_high_E_constant
2187.76162395,8.200000000000e-14,ASSUMPTION_high_E_constant
2290.86765277,8.200000000000e-14,ASSUMPTION_high_E_constant
2398.83291902,8.200000000000e-14,ASSUMPTION_high_E_constant
2511.88643151,8.200000000000e-14,ASSUMPTION_high_E_constant
2630.2679919,8.200000000000e-14,ASSUMPTION_high_E_constant
2754.22870334,8.200000000000e-14,ASSUMPTION_high_E_constant
2884.03150313,8.200000000000e-14,ASSUMPTION_high_E_constant
3019.9517204,8.200000000000e-14,ASSUMPTION_high_E_constant
3162.27766017,8.200000000000e-14,ASSUMPTION_high_E_constant
3311.31121483,8.200000000000e-14,ASSUMPTION_high_E_constant
3467.36850453,8.200000000000e-14,ASSUMPTION_high_E_constant
3630.7805477,8.200000000000e-14,ASSUMPTION_high_E_constant
3801.89396321,8.200000000000e-14,ASSUMPTION_high_E_constant
3981.07170553,8.200000000000e-14,ASSUMPTION_high_E_constant
4168.6938347,8.200000000000e-14,ASSUMPTION_high_E_constant
4365.1583224,8.200000000000e-14,ASSUMPTION_high_E_constant
4570.88189615,8.200000000000e-14,ASSUMPTION_high_E_constant
4786.30092323,8.200000000000e-14,ASSUMPTION_high_E_constant
5011.87233627,8.200000000000e-14,ASSUMPTION_high_E_constant
5248.0746025,8.200000000000e-14,ASSUMPTION_high_E_constant
5495.40873858,8.200000000000e-14,ASSUMPTION_high_E_constant
5754.39937337,8.200000000000e-14,ASSUMPTION_high_E_constant
6025.59586074,8.200000000000e-14,ASSUMPTION_high_E_constant
6309.5734448,8.200000000000e-14,ASSUMPTION_high_E_constant
6606.93448008,8.200000000000e-14,ASSUMPTION_high_E_constant
6918.30970919,8.200000000000e-14,ASSUMPTION_high_E_constant
7244.35960075,8.200000000000e-14,ASSUMPTION_high_E_constant
7585.77575029,8.200000000000e-14,ASSUMPTION_high_E_constant
7943.28234724,8.200000000000e-14,ASSUMPTION_high_E_constant
8317.63771103,8.200000000000e-14,ASSUMPTION_high_E_constant
8709.63589956,8.200000000000e-14,ASSUMPTION_high_E_constant
9120.10839356,8.200000000000e-14,ASSUMPTION_high_E_constant
9549.92586021,8.200000000000e-14,ASSUMPTION_high_E_constant
10000,8.200000000000e-14,ASSUMPTION_high_E_constant
10471.2854805,8.200000000000e-14,ASSUMPTION_high_E_constant
10964.7819614,8.200000000000e-14,ASSUMPTION_high_E_constant
11481.536215,8.200000000000e-14,ASSUMPTION_high_E_constant
12022.6443462,8.200000000000e-14,ASSUMPTION_high_E_constant
12589.2541179,8.200000000000e-14,ASSUMPTION_high_E_constant
13182.5673856,8.200000000000e-14,ASSUMPTION_high_E_constant
13803.842646,8.200000000000e-14,ASSUMPTION_high_E_constant
14454.3977075,8.200000000000e-14,ASSUMPTION_high_E_constant
15135.6124844,8.200000000000e-14,ASSUMPTION_high_E_constant
15848.9319246,8.200000000000e-14,ASSUMPTION_high_E_constant
16595.8690744,8.200000000000e-14,ASSUMPTION_high_E_constant
17378.0082875,8.200000000000e-14,ASSUMPTION_high_E_constant
18197.0085861,8.200000000000e-14,ASSUMPTION_high_E_constant
19054.6071796,8.200000000000e-14,ASSUMPTION_high_E_constant
19952.6231497,8.200000000000e-14,ASSUMPTION_high_E_constant
20892.9613085,8.200000000000e-14,ASSUMPTION_high_E_constant
21877.6162395,8.200000000000e-14,ASSUMPTION_high_E_constant
22908.6765277,8.200000000000e-14,ASSUMPTION_high_E_constant
23988.3291902,8.200000000000e-14,ASSUMPTION_high_E_constant
25118.8643151,8.200000000000e-14,ASSUMPTION_high_E_constant
26302.679919,8.200000000000e-14,ASSUMPTION_high_E_constant
27542.2870334,8.200000000000e-14,ASSUMPTION_high_E_constant
28840.3150313,8.200000000000e-14,ASSUMPTION_high_E_constant
30199.517204,8.200000000000e-14,ASSUMPTION_high_E_constant
31622.7766017,8.200000000000e-14,ASSUMPTION_high_E_constant
33113.1121483,8.200000000000e-14,ASSUMPTION_high_E_constant
34673.6850453,8.200000000000e-14,ASSUMPTION_high_E_constant
36307.805477,8.200000000000e-14,ASSUMPTION_high_E_constant
38018.9396321,8.200000000000e-14,ASSUMPTION_high_E_constant
39810.7170553,8.200000000000e-14,ASSUMPTION_high_E_constant
41686.938347,8.200000000000e-14,ASSUMPTION_high_E_constant
43651.583224,8.200000000000e-14,ASSUMPTION_high_E_constant
45708.8189615,8.200000000000e-14,ASSUMPTION_high_E_constant
47863.0092323,8.200000000000e-14,ASSUMPTION_high_E_constant
50118.7233627,8.200000000000e-14,ASSUMPTION_high_E_constant
52480.746025,8.200000000000e-14,ASSUMPTION_high_E_constant
54954.0873858,8.200000000000e-14,ASSUMPTION_high_E_constant
57543.9937337,8.200000000000e-14,ASSUMPTION_high_E_constant
60255.9586074,8.200000000000e-14,ASSUMPTION_high_E_constant
63095.734448,8.200000000000e-14,ASSUMPTION_high_E_constant
66069.3448008,8.200000000000e-14,ASSUMPTION_high_E_constant
69183.0970919,8.200000000000e-14,ASSUMPTION_high_E_constant
72443.5960075,8.200000000000e-14,ASSUMPTION_high_E_constant
75857.7575029,8.200000000000e-14,ASSUMPTION_high_E_constant
79432.8234724,8.200000000000e-14,ASSUMPTION_high_E_constant
83176.3771103,8.200000000000e-14,ASSUMPTION_high_E_constant
87096.3589956,8.200000000000e-14,ASSUMPTION_high_E_constant
91201.0839356,8.200000000000e-14,ASSUMPTION_high_E_constant
95499.2586021,8.200000000000e-14,ASSUMPTION_high_E_constant
100000,8.200000000000e-14,ASSUMPTION_high_E_constant
