timestamp_utc,algorithm_version,east_valid,west_valid,east_quality_flag,west_quality_flag,d0_lambda_E_s-1,d0_lambda_W_s-1,d0_lambda_central_s-1,d0_lambda_central_h-1,d0_m5_central_bits,d0_primary_central_s-1,d0_secondary_central_s-1,d1_lambda_E_s-1,d1_lambda_W_s-1,d1_lambda_central_s-1,d1_lambda_central_h-1,d1_m5_central_bits,d1_primary_central_s-1,d1_secondary_central_s-1,d2_lambda_E_s-1,d2_lambda_W_s-1,d2_lambda_central_s-1,d2_lambda_central_h-1,d2_m5_central_bits,d2_primary_central_s-1,d2_secondary_central_s-1,d3_lambda_E_s-1,d3_lambda_W_s-1,d3_lambda_central_s-1,d3_lambda_central_h-1,d3_m5_central_bits,d3_primary_central_s-1,d3_secondary_central_s-1,d5_lambda_E_s-1,d5_lambda_W_s-1,d5_lambda_central_s-1,d5_lambda_central_h-1,d5_m5_central_bits,d5_primary_central_s-1,d5_secondary_central_s-1,d7_lambda_E_s-1,d7_lambda_W_s-1,d7_lambda_central_s-1,d7_lambda_central_h-1,d7_m5_central_bits,d7_primary_central_s-1,d7_secondary_central_s-1,d10_lambda_E_s-1,d10_lambda_W_s-1,d10_lambda_central_s-1,d10_lambda_central_h-1,d10_m5_central_bits,d10_primary_central_s-1,d10_secondary_central_s-1,d0_measured_support_central_s-1,d0_low_gamma0_central_s-1,d0_low_gamma4_central_s-1
2026-01-28T11:25:00+00:00,3.3,1,1,0,0,8.2359550e-01,3.7268105e-01,5.9813827e-01,2.1532978e+03,1.7944148e+02,5.9813827e-01,0.0000000e+00,5.1575155e-05,2.1647417e-04,1.3402466e-04,4.8248879e-01,4.0207399e-02,1.3401140e-04,1.3263845e-08,4.8905835e-05,1.1463730e-04,8.1771567e-05,2.9437764e-01,2.4531470e-02,8.1755599e-05,1.5967848e-08,2.6762306e-05,4.8394709e-05,3.7578508e-05,1.3528263e-01,1.1273552e-02,3.7559314e-05,1.9193168e-08,1.0858095e-05,4.6475543e-06,7.7528248e-06,2.7910169e-02,2.3258474e-03,7.7448245e-06,8.0003203e-09,9.2707513e-06,5.0162592e-06,7.1435052e-06,2.5716619e-02,2.1430516e-03,7.1407380e-06,2.7672231e-09,7.8145611e-06,5.2756640e-06,6.5451125e-06,2.3562405e-02,1.9635338e-03,6.5429693e-06,2.1432167e-09,3.2938307e-01,5.3469634e-01,6.9394742e-01
2026-01-28T11:30:00+00:00,3.3,1,1,0,0,8.4778117e-01,4.3561284e-01,6.4169701e-01,2.3101092e+03,1.9250910e+02,6.4169701e-01,0.0000000e+00,7.1502558e-05,1.3835832e-04,1.0493044e-04,3.7774958e-01,3.1479131e-02,1.0492333e-04,7.1077218e-09,3.4973623e-05,4.4658586e-05,3.9816105e-05,1.4333798e-01,1.1944831e-02,3.9805703e-05,1.0401451e-08,2.1106934e-05,1.9817758e-05,2.0462346e-05,7.3664445e-02,6.1387038e-03,2.0450052e-05,1.2293994e-08,1.0496480e-05,3.3385766e-06,6.9175285e-06,2.4903103e-02,2.0752586e-03,6.9127798e-06,4.7487559e-09,8.5279346e-06,3.3384177e-06,5.9331761e-06,2.1359434e-02,1.7799528e-03,5.9313377e-06,1.8384477e-09,6.8105851e-06,3.3425098e-06,5.0765475e-06,1.8275571e-02,1.5229642e-03,5.0755527e-06,9.9478138e-10,3.5334559e-01,5.7362921e-01,7.4449206e-01
2026-01-28T11:35:00+00:00,3.3,1,1,0,0,9.0886685e-01,5.8215792e-01,7.4551238e-01,2.6838446e+03,2.2365371e+02,7.4551238e-01,0.0000000e+00,8.5459029e-05,1.7207395e-04,1.2876649e-04,4.6355937e-01,3.8629947e-02,1.2875749e-04,8.9971939e-09,4.5121724e-05,6.0945736e-05,5.3033730e-05,1.9092143e-01,1.5910119e-02,5.3021097e-05,1.2633424e-08,2.0312264e-05,3.0232906e-05,2.5272585e-05,9.0981305e-02,7.5817754e-03,2.5257535e-05,1.5050112e-08,3.8567333e-06,8.5951503e-06,6.2259418e-06,2.2413390e-02,1.8677825e-03,6.2205425e-06,5.3992724e-09,3.8532573e-06,6.8400160e-06,5.3466367e-06,1.9247892e-02,1.6039910e-03,5.3449331e-06,1.7035828e-09,3.8522852e-06,5.3056304e-06,4.5789578e-06,1.6484248e-02,1.3736873e-03,4.5780183e-06,9.3950519e-10,4.1038763e-01,6.6640332e-01,8.6498181e-01
2026-01-28T11:40:00+00:00,3.3,1,1,0,0,9.0808647e-01,5.6664151e-01,7.3736399e-01,2.6545104e+03,2.2120920e+02,7.3736399e-01,0.0000000e+00,8.6451722e-05,1.0526477e-04,9.5858247e-05,3.4508969e-01,2.8757474e-02,9.5851118e-05,7.1283015e-09,4.8306757e-05,3.0976862e-05,3.9641810e-05,1.4271051e-01,1.1892543e-02,3.9631563e-05,1.0246264e-08,2.6185114e-05,1.4422364e-05,2.0303739e-05,7.3093460e-02,6.0911216e-03,2.0291452e-05,1.2286532e-08,1.0099403e-05,3.9940048e-06,7.0467039e-06,2.5368134e-02,2.1140112e-03,7.0410140e-06,5.6898811e-09,8.1303159e-06,5.1147796e-06,6.6225478e-06,2.3841172e-02,1.9867643e-03,6.6193569e-06,3.1908217e-09,6.4139188e-06,5.8833781e-06,6.1486485e-06,2.2135134e-02,1.8445945e-03,6.1459535e-06,2.6949339e-09,4.0587266e-01,6.5911264e-01,8.5553812e-01
2026-01-28T11:45:00+00:00,3.3,1,1,0,0,1.4624189e+00,4.5507850e-01,9.5874870e-01,3.4514953e+03,2.8762461e+02,9.5874870e-01,0.0000000e+00,7.4093814e-05,1.7479370e-04,1.2444376e-04,4.4799752e-01,3.7333127e-02,1.2443587e-04,7.8883727e-09,2.1436359e-05,4.7581744e-05,3.4509052e-05,1.2423259e-01,1.0352715e-02,3.4496071e-05,1.2981009e-08,1.5843553e-05,2.5153314e-05,2.0498433e-05,7.3794361e-02,6.1495300e-03,2.0483103e-05,1.5330040e-08,1.1290907e-05,9.3822805e-06,1.0336594e-05,3.7211737e-02,3.1009781e-03,1.0328336e-05,8.2580670e-09,1.0471072e-05,8.3742961e-06,9.4226843e-06,3.3921663e-02,2.8268053e-03,9.4168761e-06,5.8082018e-09,9.5397873e-06,7.3489699e-06,8.4443786e-06,3.0399763e-02,2.5333136e-03,8.4395797e-06,4.7989188e-09,5.2758831e-01,8.5696962e-01,1.1124541e+00
2026-01-28T11:50:00+00:00,3.3,1,1,0,0,1.6919711e+00,3.3585239e-01,1.0139117e+00,3.6500822e+03,3.0417352e+02,1.0139117e+00,0.0000000e+00,9.1804528e-05,1.6475926e-04,1.2828189e-04,4.6181482e-01,3.8484568e-02,1.2827164e-04,1.0251070e-08,2.1269615e-05,1.0001493e-04,6.0642271e-05,2.1831218e-01,1.8192681e-02,6.0628523e-05,1.3748089e-08,1.5661335e-05,4.1986127e-05,2.8823731e-05,1.0376543e-01,8.6471193e-03,2.8807153e-05,1.6578371e-08,1.1098904e-05,3.6822807e-06,7.3905926e-06,2.6606133e-02,2.2171778e-03,7.3832489e-06,7.3436711e-09,1.0279727e-05,4.0519833e-06,7.1658554e-06,2.5797079e-02,2.1497566e-03,7.1621706e-06,3.6847757e-09,9.3486457e-06,4.3102344e-06,6.8294400e-06,2.4585984e-02,2.0488320e-03,6.8261263e-06,3.3137534e-09,5.5808328e-01,9.0630954e-01,1.1764111e+00
2026-01-28T11:55:00+00:00,3.3,1,1,0,0,1.5066742e+00,3.4848439e-01,9.2757928e-01,3.3392854e+03,2.7827378e+02,9.2757928e-01,0.0000000e+00,1.0183490e-04,1.9604423e-04,1.4893957e-04,5.3618243e-01,4.4681870e-02,1.4892232e-04,1.7243156e-08,6.4202900e-05,1.2803677e-04,9.6119837e-05,3.4603141e-01,2.8835951e-02,9.6099276e-05,2.0560958e-08,3.6418586e-05,5.3381144e-05,4.4899865e-05,1.6163951e-01,1.3469960e-02,4.4875372e-05,2.4492800e-08,1.5165843e-05,4.6173201e-06,9.8915817e-06,3.5609694e-02,2.9674745e-03,9.8795018e-06,1.2079831e-08,1.1222932e-05,6.1074817e-06,8.6652070e-06,3.1194745e-02,2.5995621e-03,8.6597119e-06,5.4950636e-09,7.7821048e-06,7.1329040e-06,7.4575044e-06,2.6847016e-02,2.2372513e-03,7.4532623e-06,4.2421636e-09,5.1044158e-01,8.2911037e-01,1.0762857e+00
2026-01-28T12:00:00+00:00,3.3,1,1,0,0,1.1618727e+00,3.2024535e-01,7.4105904e-01,2.6678125e+03,2.2231771e+02,7.4105904e-01,0.0000000e+00,8.6091850e-05,1.5180103e-04,1.1894644e-04,4.2820718e-01,3.5683932e-02,1.1893641e-04,1.0031161e-08,4.5666008e-05,7.4409832e-05,6.0037920e-05,2.1613651e-01,1.8011376e-02,6.0024812e-05,1.3107444e-08,2.0809215e-05,3.5319286e-05,2.8064251e-05,1.0103130e-01,8.4192752e-03,2.8048518e-05,1.5732484e-08,4.5128587e-06,8.1249204e-06,6.3188896e-06,2.2748002e-02,1.8956669e-03,6.3127214e-06,6.1682101e-09,4.8939047e-06,6.3650356e-06,5.6294701e-06,2.0266092e-02,1.6888410e-03,5.6272996e-06,2.1705218e-09,5.1578622e-06,4.8269178e-06,4.9923900e-06,1.7972604e-02,1.4977170e-03,4.9908721e-06,1.5178426e-09,4.0781855e-01,6.6239478e-01,8.5985673e-01
2026-01-28T12:05:00+00:00,3.3,1,1,0,0,9.1230746e-01,3.3633411e-01,6.2432078e-01,2.2475548e+03,1.8729624e+02,6.2432078e-01,0.0000000e+00,1.2463640e-04,1.2315072e-04,1.2389356e-04,4.4601681e-01,3.7168068e-02,1.2388556e-04,7.9988789e-09,3.6773714e-05,3.0670889e-05,3.3722301e-05,1.2140028e-01,1.0116690e-02,3.3709633e-05,1.2668474e-08,2.5512125e-05,1.4026951e-05,1.9769538e-05,7.1170336e-02,5.9308613e-03,1.9755057e-05,1.4480641e-08,1.4831145e-05,2.9815835e-06,8.9063644e-06,3.2062912e-02,2.6719093e-03,8.9001074e-06,6.2569707e-09,1.0120530e-05,2.9808774e-06,6.5507037e-06,2.3582533e-02,1.9652111e-03,6.5479602e-06,2.7435596e-09,6.1530878e-06,2.9827285e-06,4.5679082e-06,1.6444469e-02,1.3703724e-03,4.5671274e-06,7.8071209e-10,3.4364325e-01,5.5806447e-01,7.2438016e-01
2026-01-28T12:10:00+00:00,3.3,1,1,0,0,8.6257660e-01,3.1453799e-01,5.8855729e-01,2.1188063e+03,1.7656719e+02,5.8855729e-01,0.0000000e+00,1.0073141e-04,2.1774085e-04,1.5923613e-04,5.7325007e-01,4.7770839e-02,1.5921005e-04,2.6082657e-08,8.3537405e-05,1.2125182e-04,1.0239461e-04,3.6862060e-01,3.0718383e-02,1.0236285e-04,3.1761612e-08,5.2651740e-05,6.1856179e-05,5.7253959e-05,2.0611425e-01,1.7176188e-02,5.7218132e-05,3.5827352e-08,2.5749247e-05,1.8662982e-05,2.2206114e-05,7.9942011e-02,6.6618343e-03,2.2184340e-05,2.1774551e-08,1.6323706e-05,1.3385534e-05,1.4854620e-05,5.3476633e-02,4.4563860e-03,1.4844053e-05,1.0567020e-08,8.3834888e-06,8.7658962e-06,8.5746925e-06,3.0868893e-02,2.5724077e-03,8.5703652e-06,4.3272153e-09,3.2382869e-01,5.2606585e-01,6.8293102e-01
2026-01-28T12:15:00+00:00,3.3,1,1,0,0,1.1858492e+00,4.2065195e-01,8.0325057e-01,2.8917020e+03,2.4097517e+02,8.0325057e-01,0.0000000e+00,6.8483575e-05,1.3125803e-04,9.9870804e-05,3.5953489e-01,2.9961241e-02,9.9861445e-05,9.3591422e-09,4.5741385e-05,8.5722149e-05,6.5731767e-05,2.3663436e-01,1.9719530e-02,6.5721002e-05,1.0765400e-08,2.0782271e-05,3.5755228e-05,2.8268750e-05,1.0176750e-01,8.4806249e-03,2.8255501e-05,1.3248151e-08,4.4219653e-06,2.8041712e-06,3.6130683e-06,1.3007046e-02,1.0839205e-03,3.6084862e-06,4.5821067e-09,4.8041499e-06,3.1742485e-06,3.9891992e-06,1.4361117e-02,1.1967598e-03,3.9882604e-06,9.3882478e-10,5.0681389e-06,3.4317036e-06,4.2499212e-06,1.5299716e-02,1.2749764e-03,4.2487554e-06,1.1658821e-09,4.4211695e-01,7.1800191e-01,9.3199193e-01
2026-01-28T12:20:00+00:00,3.3,1,1,0,0,1.0804196e+00,4.7298208e-01,7.7670081e-01,2.7961229e+03,2.3301024e+02,7.7670081e-01,0.0000000e+00,1.4083160e-04,1.3244680e-04,1.3663920e-04,4.9190112e-01,4.0991760e-02,1.3662623e-04,1.2974405e-08,4.9006115e-05,8.8900234e-05,6.8953175e-05,2.4823143e-01,2.0685952e-02,6.8936369e-05,1.6805396e-08,2.6743313e-05,4.1340809e-05,3.4042061e-05,1.2255142e-01,1.0212618e-02,3.4022313e-05,1.9748016e-08,1.0560085e-05,8.5298359e-06,9.5449606e-06,3.4361858e-02,2.8634882e-03,9.5360847e-06,8.8759417e-09,8.5851691e-06,6.7665208e-06,7.6758449e-06,2.7633042e-02,2.3027535e-03,7.6723018e-06,3.5430848e-09,6.8626592e-06,5.2255630e-06,6.0441111e-06,2.1758800e-02,1.8132333e-03,6.0422168e-06,1.8942763e-09,4.2742626e-01,6.9425158e-01,9.0121453e-01
2026-01-28T12:25:00+00:00,3.3,1,1,0,0,9.0821272e-01,3.7166902e-01,6.3994087e-01,2.3037871e+03,1.9198226e+02,6.3994087e-01,0.0000000e+00,1.5326813e-04,2.0163510e-04,1.7745162e-04,6.3882582e-01,5.3235485e-02,1.7743177e-04,1.9850126e-08,8.0383404e-05,1.0289183e-04,9.1637617e-05,3.2989542e-01,2.7491285e-02,9.1612253e-05,2.5364156e-08,4.6845030e-05,4.7038141e-05,4.6941586e-05,1.6898971e-01,1.4082476e-02,4.6912253e-05,2.9332967e-08,2.0356200e-05,8.7267013e-06,1.4541451e-05,5.2349223e-02,4.3624352e-03,1.4526113e-05,1.5338067e-08,1.4436389e-05,6.9635942e-06,1.0699992e-05,3.8519970e-02,3.2099975e-03,1.0692783e-05,7.2081826e-09,9.2686410e-06,5.4253095e-06,7.3469752e-06,2.6449111e-02,2.2040926e-03,7.3431350e-06,3.8402979e-09,3.5212981e-01,5.7200062e-01,7.4254330e-01
2026-01-28T12:30:00+00:00,3.3,1,1,0,0,8.8441183e-01,3.7839359e-01,6.3140271e-01,2.2730498e+03,1.8942081e+02,6.3140271e-01,0.0000000e+00,1.3992693e-04,8.6183744e-05,1.1305534e-04,4.0699922e-01,3.3916602e-02,1.1304900e-04,6.3435821e-09,4.5868166e-05,4.5567554e-05,4.5717860e-05,1.6458430e-01,1.3715358e-02,4.5708395e-05,9.4651920e-09,2.0938329e-05,2.0582007e-05,2.0760168e-05,7.4736604e-02,6.2280504e-03,2.0748361e-05,1.1806424e-08,4.7817579e-06,4.3834238e-06,4.5825908e-06,1.6497327e-02,1.3747772e-03,4.5786875e-06,3.9033503e-09,5.5459054e-06,5.1319363e-06,5.3389208e-06,1.9220115e-02,1.6016763e-03,5.3370755e-06,1.8453891e-09,6.0705291e-06,5.6470863e-06,5.8588077e-06,2.1091708e-02,1.7576423e-03,5.8564737e-06,2.3339528e-09,3.4743322e-01,5.6436930e-01,7.3263566e-01
2026-01-28T12:35:00+00:00,3.3,1,1,0,0,7.8725168e-01,3.8011567e-01,5.8368368e-01,2.1012612e+03,1.7510510e+02,5.8368368e-01,0.0000000e+00,5.3274678e-05,1.0236765e-04,7.7821164e-05,2.8015619e-01,2.3346349e-02,7.7807972e-05,1.3191736e-08,3.4399624e-05,6.6085395e-05,5.0242509e-05,1.8087303e-01,1.5072753e-02,5.0226314e-05,1.6195040e-08,2.0468095e-05,4.0061823e-05,3.0264959e-05,1.0895385e-01,9.0794877e-03,3.0246804e-05,1.8155565e-08,9.8121597e-06,1.8629633e-05,1.4220897e-05,5.1195228e-02,4.2662690e-03,1.4209261e-05,1.1635904e-08,7.8404168e-06,1.2604322e-05,1.0222369e-05,3.6800530e-02,3.0667108e-03,1.0216362e-05,6.0076050e-09,6.1209165e-06,7.4700793e-06,6.7954979e-06,2.4463792e-02,2.0386494e-03,6.7928902e-06,2.6077309e-09,3.2117259e-01,5.2171570e-01,6.7726686e-01
2026-01-28T12:40:00+00:00,3.3,1,1,0,0,1.0891630e+00,5.5613476e-01,8.2264887e-01,2.9615359e+03,2.4679466e+02,8.2264887e-01,0.0000000e+00,1.7392718e-04,1.7908146e-04,1.7650432e-04,6.3541556e-01,5.2951296e-02,1.7648718e-04,1.7139472e-08,6.2335471e-05,1.3056298e-04,9.6449224e-05,3.4721721e-01,2.8934767e-02,9.6427946e-05,2.1277556e-08,3.1719435e-05,5.7876572e-05,4.4798004e-05,1.6127281e-01,1.3439401e-02,4.4772850e-05,2.5153482e-08,9.9945945e-06,8.4022113e-06,9.1984029e-06,3.3114250e-02,2.7595209e-03,9.1877627e-06,1.0640180e-08,8.0202282e-06,6.6359874e-06,7.3281078e-06,2.6381188e-02,2.1984323e-03,7.3245528e-06,3.5550088e-09,6.2996491e-06,5.0955323e-06,5.6975907e-06,2.0511327e-02,1.7092772e-03,5.6956809e-06,1.9098433e-09,4.5279131e-01,7.3534084e-01,9.5450028e-01
2026-01-28T12:45:00+00:00,3.3,1,1,0,0,1.2043092e+00,5.1339977e-01,8.5885449e-01,3.0918762e+03,2.5765635e+02,8.5885449e-01,0.0000000e+00,1.2098112e-04,2.5459724e-04,1.8778918e-04,6.7604104e-01,5.6336754e-02,1.8777291e-04,1.6268459e-08,6.2859166e-05,1.1764085e-04,9.0250007e-05,3.2490003e-01,2.7075002e-02,9.0228591e-05,2.1415815e-08,3.2123133e-05,5.3066721e-05,4.2594927e-05,1.5334174e-01,1.2778478e-02,4.2569273e-05,2.5654565e-08,1.0895373e-05,9.7162776e-06,1.0305825e-05,3.7100972e-02,3.0917476e-03,1.0293373e-05,1.2452530e-08,1.0069818e-05,9.4500694e-06,9.7599438e-06,3.5135798e-02,2.9279831e-03,9.7531908e-06,6.7529604e-09,9.1345804e-06,8.9340233e-06,9.0343019e-06,3.2523487e-02,2.7102906e-03,9.0283543e-06,5.9475397e-09,4.7265409e-01,7.6768860e-01,9.9653198e-01
2026-01-28T12:50:00+00:00,3.3,1,1,0,0,9.6544022e-01,4.5892186e-01,7.1218104e-01,2.5638517e+03,2.1365431e+02,7.1218104e-01,0.0000000e+00,1.1561333e-04,2.1139476e-04,1.6350405e-04,5.8861457e-01,4.9051214e-02,1.6348460e-04,1.9444497e-08,8.7848890e-05,1.5930243e-04,1.2357566e-04,4.4487239e-01,3.7072699e-02,1.2355431e-04,2.1356698e-08,3.7649183e-05,6.9404950e-05,5.3527066e-05,1.9269744e-01,1.6058120e-02,5.3501283e-05,2.5782945e-08,4.5532320e-06,8.7044142e-06,6.6288231e-06,2.3863763e-02,1.9886469e-03,6.6183230e-06,1.0500079e-08,4.9310691e-06,7.3101257e-06,6.1205974e-06,2.2034151e-02,1.8361792e-03,6.1179437e-06,2.6537026e-09,5.1915337e-06,6.0249643e-06,5.6082490e-06,2.0189696e-02,1.6824747e-03,5.6061549e-06,2.0940900e-09,3.9187051e-01,6.3656901e-01,8.2636930e-01
2026-01-28T12:55:00+00:00,3.3,1,1,0,0,1.2897914e+00,6.1205257e-01,9.5092197e-01,3.4233191e+03,2.8527659e+02,9.5092197e-01,0.0000000e+00,1.5590038e-04,1.8534238e-04,1.7062138e-04,6.1423696e-01,5.1186413e-02,1.7060282e-04,1.8560870e-08,6.1828138e-05,1.0778894e-04,8.4808539e-05,3.0531074e-01,2.5442562e-02,8.4784367e-05,2.4172448e-08,3.1057973e-05,5.6340084e-05,4.3699029e-05,1.5731650e-01,1.3109709e-02,4.3671008e-05,2.8021019e-08,9.2275286e-06,1.8410620e-05,1.3819074e-05,4.9748668e-02,4.1457223e-03,1.3804565e-05,1.4509745e-08,7.2472592e-06,1.3124678e-05,1.0185969e-05,3.6669488e-02,3.0557906e-03,1.0179031e-05,6.9381256e-09,5.5198256e-06,8.4960116e-06,7.0079186e-06,2.5228507e-02,2.1023756e-03,7.0041699e-06,3.7487450e-09,5.2331343e-01,8.4998132e-01,1.1033612e+00
2026-01-28T13:00:00+00:00,3.3,1,1,0,0,4.4528949e+00,3.5384636e+00,3.9956793e+00,1.4384445e+04,1.1987038e+03,3.9956793e+00,0.0000000e+00,1.1726704e-04,2.2283416e-04,1.7005060e-04,6.1218215e-01,5.1015180e-02,1.7003140e-04,1.9198910e-08,9.3806824e-05,1.0439351e-04,9.9100165e-05,3.5676059e-01,2.9730049e-02,9.9076683e-05,2.3482044e-08,4.8621194e-05,4.7511442e-05,4.8066318e-05,1.7303875e-01,1.4419895e-02,4.8038923e-05,2.7394892e-08,1.5813981e-05,8.3207606e-06,1.2067371e-05,4.3442535e-02,3.6202112e-03,1.2054364e-05,1.3006842e-08,1.1846005e-05,6.1742844e-06,9.0101448e-06,3.2436521e-02,2.7030434e-03,9.0051934e-06,4.9513928e-09,8.3849811e-06,4.3724847e-06,6.3787329e-06,2.2963438e-02,1.9136199e-03,6.3764161e-06,2.3168037e-09,2.1986974e+00,3.5714863e+00,4.6362897e+00
2026-01-28T13:05:00+00:00,3.3,1,1,0,0,5.0335004e+00,3.4157646e+00,4.2246325e+00,1.5208677e+04,1.2673897e+03,4.2246325e+00,0.0000000e+00,1.0315149e-04,1.8466112e-04,1.4390631e-04,5.1806271e-01,4.3171892e-02,1.4389356e-04,1.2743548e-08,6.0254820e-05,1.1664037e-04,8.8447596e-05,3.1841134e-01,2.6534279e-02,8.8432530e-05,1.5066211e-08,2.6433914e-05,4.8589363e-05,3.7511639e-05,1.3504190e-01,1.1253492e-02,3.7493086e-05,1.8552837e-08,4.1938183e-06,3.8336650e-06,4.0137416e-06,1.4449470e-02,1.2041225e-03,4.0074218e-06,6.3198391e-09,4.5754605e-06,4.5813910e-06,4.5784258e-06,1.6482333e-02,1.3735277e-03,4.5770206e-06,1.4051852e-09,4.8395843e-06,5.0999436e-06,4.9697639e-06,1.7891150e-02,1.4909292e-03,4.9680229e-06,1.7410352e-09,2.3246316e+00,3.7761210e+00,4.9019684e+00
2026-01-28T13:10:00+00:00,3.3,1,1,0,0,4.7271977e+00,3.1906765e+00,3.9589371e+00,1.4252174e+04,1.1876811e+03,3.9589371e+00,0.0000000e+00,1.2104663e-04,1.7278096e-04,1.4691380e-04,5.2888966e-01,4.4074139e-02,1.4690420e-04,9.5936134e-09,6.0291504e-05,7.3632346e-05,6.6961925e-05,2.4106293e-01,2.0088577e-02,6.6948690e-05,1.3234218e-08,2.6630893e-05,3.1298261e-05,2.8964577e-05,1.0427248e-01,8.6893732e-03,2.8948159e-05,1.6418372e-08,4.4974319e-06,3.7822311e-06,4.1398315e-06,1.4903394e-02,1.2419495e-03,4.1345578e-06,5.2737179e-09,4.8801485e-06,4.9072643e-06,4.8937064e-06,1.7617343e-02,1.4681119e-03,4.8918561e-06,1.8503089e-09,5.1458509e-06,5.6803360e-06,5.4130935e-06,1.9487136e-02,1.6239280e-03,5.4107560e-06,2.3374476e-09,2.1785958e+00,3.5386723e+00,4.5936153e+00
2026-01-28T13:15:00+00:00,3.3,1,1,0,0,4.5565518e+00,2.9162712e+00,3.7364115e+00,1.3451081e+04,1.1209234e+03,3.7364115e+00,0.0000000e+00,2.2381507e-04,1.6501273e-04,1.9441390e-04,6.9989003e-01,5.8324169e-02,1.9439727e-04,1.6624378e-08,9.0152289e-05,1.1569754e-04,1.0292492e-04,3.7052970e-01,3.0877475e-02,1.0290391e-04,2.1002858e-08,4.2491079e-05,4.8329952e-05,4.5410515e-05,1.6347786e-01,1.3623155e-02,4.5385206e-05,2.5309473e-08,9.2681422e-06,4.0260339e-06,6.6470881e-06,2.3929517e-02,1.9941264e-03,6.6380004e-06,9.0876537e-09,6.9026511e-06,4.7708750e-06,5.8367630e-06,2.1012347e-02,1.7510289e-03,5.8344485e-06,2.3145399e-09,4.9145165e-06,5.2853825e-06,5.0999495e-06,1.8359818e-02,1.5299849e-03,5.0984011e-06,1.5484572e-09,2.0561319e+00,3.3397671e+00,4.3354185e+00
2026-01-28T13:20:00+00:00,3.3,1,1,0,0,4.0283019e+00,2.6125473e+00,3.3204246e+00,1.1953529e+04,9.9612739e+02,3.3204246e+00,0.0000000e+00,1.5870224e-04,1.5336542e-04,1.5603383e-04,5.6172179e-01,4.6810149e-02,1.5602535e-04,8.4794938e-09,4.6091821e-05,7.3189145e-05,5.9640483e-05,2.1470574e-01,1.7892145e-02,5.9627855e-05,1.2627854e-08,2.1010487e-05,3.1265663e-05,2.6138075e-05,9.4097071e-02,7.8414226e-03,2.6122552e-05,1.5523634e-08,4.3714238e-06,3.8315867e-06,4.1015053e-06,1.4765419e-02,1.2304516e-03,4.0973463e-06,4.1589567e-09,4.3699680e-06,4.5798372e-06,4.4749026e-06,1.6109649e-02,1.3424708e-03,4.4739755e-06,9.2712911e-10,4.3725293e-06,5.0961450e-06,4.7343371e-06,1.7043614e-02,1.4203011e-03,4.7331610e-06,1.1761242e-09,1.8272773e+00,2.9679544e+00,3.8527203e+00
2026-01-28T13:25:00+00:00,3.3,1,1,0,0,4.2885179e+00,3.4406981e+00,3.8646080e+00,1.3912589e+04,1.1593824e+03,3.8646080e+00,0.0000000e+00,1.3878873e-04,1.5403410e-04,1.4641142e-04,5.2708110e-01,4.3923425e-02,1.4640007e-04,1.1345060e-08,6.2537176e-05,7.3720346e-05,6.8128761e-05,2.4526354e-01,2.0438628e-02,6.8113720e-05,1.5040709e-08,3.1722401e-05,3.1733677e-05,3.1728039e-05,1.1422094e-01,9.5184118e-03,3.1710152e-05,1.7887065e-08,9.6762020e-06,3.8832345e-06,6.7797182e-06,2.4406986e-02,2.0339155e-03,6.7734880e-06,6.2302465e-09,7.3147461e-06,3.8826966e-06,5.5987213e-06,2.0155397e-02,1.6796164e-03,5.5973285e-06,1.3928054e-09,5.3283427e-06,3.8895015e-06,4.6089221e-06,1.6592120e-02,1.3826766e-03,4.6085029e-06,4.1921129e-10,2.1267193e+00,3.4543645e+00,4.4841521e+00
2026-01-28T13:30:00+00:00,3.3,1,1,0,0,4.8807601e+00,3.0206317e+00,3.9506959e+00,1.4222505e+04,1.1852088e+03,3.9506959e+00,0.0000000e+00,3.7548809e-05,1.2118080e-04,7.9364802e-05,2.8571329e-01,2.3809441e-02,7.9355710e-05,9.0921849e-09,2.2306721e-05,6.0348013e-05,4.1327367e-05,1.4877852e-01,1.2398210e-02,4.1315466e-05,1.1901307e-08,1.9268072e-05,2.6619321e-05,2.2943697e-05,8.2597308e-02,6.8831090e-03,2.2929823e-05,1.3874074e-08,1.4217396e-05,4.9988925e-06,9.6081444e-06,3.4589320e-02,2.8824433e-03,9.5998194e-06,8.3250357e-09,9.8790089e-06,6.5016567e-06,8.1903328e-06,2.9485198e-02,2.4570998e-03,8.1853019e-06,5.0309325e-09,6.1654444e-06,7.5348473e-06,6.8501458e-06,2.4660525e-02,2.0550438e-03,6.8464724e-06,3.6734830e-09,2.1740042e+00,3.5312926e+00,4.5840730e+00
