timestamp_utc,algorithm_version,east_valid,west_valid,east_quality_flag,west_quality_flag,d0_lambda_E_s-1,d0_lambda_W_s-1,d0_lambda_central_s-1,d0_lambda_central_h-1,d0_m5_central_bits,d0_primary_central_s-1,d0_secondary_central_s-1,d1_lambda_E_s-1,d1_lambda_W_s-1,d1_lambda_central_s-1,d1_lambda_central_h-1,d1_m5_central_bits,d1_primary_central_s-1,d1_secondary_central_s-1,d2_lambda_E_s-1,d2_lambda_W_s-1,d2_lambda_central_s-1,d2_lambda_central_h-1,d2_m5_central_bits,d2_primary_central_s-1,d2_secondary_central_s-1,d3_lambda_E_s-1,d3_lambda_W_s-1,d3_lambda_central_s-1,d3_lambda_central_h-1,d3_m5_central_bits,d3_primary_central_s-1,d3_secondary_central_s-1,d5_lambda_E_s-1,d5_lambda_W_s-1,d5_lambda_central_s-1,d5_lambda_central_h-1,d5_m5_central_bits,d5_primary_central_s-1,d5_secondary_central_s-1,d7_lambda_E_s-1,d7_lambda_W_s-1,d7_lambda_central_s-1,d7_lambda_central_h-1,d7_m5_central_bits,d7_primary_central_s-1,d7_secondary_central_s-1,d10_lambda_E_s-1,d10_lambda_W_s-1,d10_lambda_central_s-1,d10_lambda_central_h-1,d10_m5_central_bits,d10_primary_central_s-1,d10_secondary_central_s-1,d0_measured_support_central_s-1,d0_low_gamma0_central_s-1,d0_low_gamma4_central_s-1
2026-01-13T21:05:00+00:00,3.3,1,1,0,0,2.4451772e-02,1.1676957e-02,1.8064365e-02,6.5031712e+01,5.4193094e+00,1.8064365e-02,0.0000000e+00,7.0278598e-05,1.0327664e-04,8.6777621e-05,3.1239944e-01,2.6033286e-02,8.6770196e-05,7.4255201e-09,4.7282913e-05,6.0411219e-05,5.3847066e-05,1.9384944e-01,1.6154120e-02,5.3838157e-05,8.9091292e-09,2.2043068e-05,2.6630765e-05,2.4336916e-05,8.7612899e-02,7.3010749e-03,2.4325794e-05,1.1122585e-08,5.6867827e-06,4.7860242e-06,5.2364035e-06,1.8851052e-02,1.5709210e-03,5.2317054e-06,4.6980868e-09,6.4508912e-06,5.9097563e-06,6.1803238e-06,2.2249166e-02,1.8540971e-03,6.1780231e-06,2.3006917e-09,6.9760019e-06,6.6834337e-06,6.8297178e-06,2.4586984e-02,2.0489153e-03,6.8268132e-06,2.9045880e-09,1.0058628e-02,1.6174577e-02,2.0918296e-02
2026-01-13T21:10:00+00:00,3.3,1,1,0,0,2.2229934e-02,2.2963424e-02,2.2596679e-02,8.1348044e+01,6.7790037e+00,2.2596679e-02,0.0000000e+00,1.3690282e-04,1.0042878e-04,1.1866580e-04,4.2719688e-01,3.5599740e-02,1.1865152e-04,1.4284523e-08,7.8887379e-05,7.4038979e-05,7.6463179e-05,2.7526745e-01,2.2938954e-02,7.6446220e-05,1.6959572e-08,4.2169612e-05,3.1808264e-05,3.6988938e-05,1.3316018e-01,1.1096681e-02,3.6969033e-05,1.9904538e-08,1.4982529e-05,3.9896456e-06,9.4860872e-06,3.4149914e-02,2.8458262e-03,9.4761794e-06,9.9078016e-09,1.1031864e-05,4.3595877e-06,7.6957260e-06,2.7704613e-02,2.3087178e-03,7.6915864e-06,4.1395232e-09,7.5847769e-06,4.6157520e-06,6.1002644e-06,2.1960952e-02,1.8300793e-03,6.0977334e-06,2.5309748e-09,1.2583465e-02,2.0232995e-02,2.6166282e-02
2026-01-13T21:15:00+00:00,3.3,1,1,0,0,2.4471624e-02,2.0238479e-02,2.2355051e-02,8.0478184e+01,6.7065154e+00,2.2355051e-02,0.0000000e+00,8.3379421e-05,1.1398099e-04,9.8680207e-05,3.5524875e-01,2.9604062e-02,9.8665777e-05,1.4430604e-08,7.7333637e-05,1.0239941e-04,8.9866522e-05,3.2351948e-01,2.6959957e-02,8.9851322e-05,1.5200494e-08,3.7905184e-05,4.3207961e-05,4.0556573e-05,1.4600366e-01,1.2166972e-02,4.0538432e-05,1.8140461e-08,1.0151393e-05,3.9575986e-06,7.0544956e-06,2.5396184e-02,2.1163487e-03,7.0469076e-06,7.5880141e-09,7.7927369e-06,3.9519207e-06,5.8723288e-06,2.1140384e-02,1.7616986e-03,5.8709284e-06,1.4004632e-09,5.8127804e-06,3.9535849e-06,4.8831826e-06,1.7579457e-02,1.4649548e-03,4.8827664e-06,4.1627949e-10,1.2334217e-02,1.9989590e-02,2.5927339e-02
2026-01-13T21:20:00+00:00,3.3,1,1,0,0,1.5712096e-02,1.8021129e-02,1.6866612e-02,6.0719804e+01,5.0599837e+00,1.6866612e-02,0.0000000e+00,1.3730912e-04,6.6484523e-05,1.0189682e-04,3.6682855e-01,3.0569046e-02,1.0188545e-04,1.1370984e-08,7.7013340e-05,5.9863088e-05,6.8438214e-05,2.4637757e-01,2.0531464e-02,6.8424959e-05,1.3255021e-08,3.7560662e-05,2.6023757e-05,3.1792210e-05,1.1445195e-01,9.5376629e-03,3.1776344e-05,1.5865142e-08,9.7819470e-06,4.1461503e-06,6.9640486e-06,2.5070575e-02,2.0892146e-03,6.9568461e-06,7.2025030e-09,7.4197287e-06,5.2684243e-06,6.3440765e-06,2.2838675e-02,1.9032230e-03,6.3413260e-06,2.7505409e-09,5.4348318e-06,6.0382967e-06,5.7365643e-06,2.0651631e-02,1.7209693e-03,5.7344392e-06,2.1250862e-09,9.3439036e-03,1.5090824e-02,1.9548383e-02
2026-01-13T21:25:00+00:00,3.3,1,1,0,0,1.7820020e-02,2.0773201e-02,1.9296610e-02,6.9467797e+01,5.7889831e+00,1.9296610e-02,0.0000000e+00,2.1416862e-05,1.4327037e-04,8.2343615e-05,2.9643701e-01,2.4703085e-02,8.2330296e-05,1.3318835e-08,2.6350854e-05,5.1426410e-05,3.8888632e-05,1.3999908e-01,1.1666590e-02,3.8870984e-05,1.7648694e-08,2.5947972e-05,3.0877652e-05,2.8412812e-05,1.0228612e-01,8.5238436e-03,2.8393303e-05,1.9509191e-08,2.1046375e-05,1.4889414e-05,1.7967894e-05,6.4684420e-02,5.3903683e-03,1.7953983e-05,1.3911796e-08,1.4350994e-05,1.1745963e-05,1.3048478e-05,4.6974521e-02,3.9145434e-03,1.3040060e-05,8.4185059e-09,8.6485213e-06,8.9238166e-06,8.7861690e-06,3.1630208e-02,2.6358507e-03,8.7819923e-06,4.1766890e-09,1.0764572e-02,1.7282597e-02,2.2338146e-02
2026-01-13T21:30:00+00:00,3.3,1,1,0,0,4.8986896e-02,1.8151829e-02,3.3569363e-02,1.2084971e+02,1.0070809e+01,3.3569363e-02,0.0000000e+00,9.3209207e-05,1.2205089e-04,1.0763005e-04,3.8746817e-01,3.2289014e-02,1.0762294e-04,7.1034747e-09,1.9187717e-05,6.2907369e-05,4.1047543e-05,1.4777115e-01,1.2314263e-02,4.1037105e-05,1.0438028e-08,1.0758862e-05,3.1461086e-05,2.1109974e-05,7.5995906e-02,6.3329922e-03,2.1097440e-05,1.2534026e-08,5.7410277e-06,9.5204517e-06,7.6307397e-06,2.7470663e-02,2.2892219e-03,7.6248684e-06,5.8713114e-09,6.8935950e-06,8.1349079e-06,7.5142514e-06,2.7051305e-02,2.2542754e-03,7.5107029e-06,3.5485709e-09,7.6836725e-06,6.8536290e-06,7.2686507e-06,2.6167143e-02,2.1805952e-03,7.2653837e-06,3.2670292e-09,1.8530028e-02,3.0019250e-02,3.8930695e-02
2026-01-13T21:35:00+00:00,3.3,1,1,0,0,3.1184207e-02,1.8800081e-02,2.4992144e-02,8.9971718e+01,7.4976431e+00,2.4992144e-02,0.0000000e+00,5.1877813e-05,5.4554680e-05,5.3216247e-05,1.9157849e-01,1.5964874e-02,5.3207568e-05,8.6787485e-09,4.6927205e-05,3.7050019e-05,4.1988612e-05,1.5115900e-01,1.2596584e-02,4.1978453e-05,1.0158753e-08,2.1633011e-05,2.4959778e-05,2.3296395e-05,8.3867020e-02,6.9889184e-03,2.3284655e-05,1.1740039e-08,5.0440282e-06,1.4403333e-05,9.7236805e-06,3.5005250e-02,2.9171042e-03,9.7164142e-06,7.2662533e-09,5.4282408e-06,1.0881919e-05,8.1550800e-06,2.9358288e-02,2.4465240e-03,8.1512181e-06,3.8618431e-09,5.6977205e-06,7.7984717e-06,6.7480961e-06,2.4293146e-02,2.0244288e-03,6.7456422e-06,2.4538708e-09,1.3956227e-02,2.2387068e-02,2.8926294e-02
2026-01-13T21:40:00+00:00,3.3,1,1,0,0,3.1319533e-02,1.1319538e-02,2.1319535e-02,7.6750327e+01,6.3958606e+00,2.1319535e-02,0.0000000e+00,3.6819294e-05,1.2670427e-04,8.1761782e-05,2.9434242e-01,2.4528535e-02,8.1752028e-05,9.7545549e-09,3.7907675e-05,3.4481897e-05,3.6194786e-05,1.3030123e-01,1.0858436e-02,3.6181552e-05,1.3233634e-08,2.6389482e-05,1.9965011e-05,2.3177246e-05,8.3438087e-02,6.9531739e-03,2.3162244e-05,1.5002497e-08,1.6106246e-05,9.0648756e-06,1.2585561e-05,4.5308019e-02,3.7756683e-03,1.2575934e-05,9.6271055e-09,1.2536656e-05,7.3027385e-06,9.9196972e-06,3.5710910e-02,2.9759092e-03,9.9138637e-06,5.8335133e-09,9.3473468e-06,5.7607317e-06,7.5540393e-06,2.7194541e-02,2.2662118e-03,7.5505692e-06,3.4701073e-09,1.1790170e-02,1.9070075e-02,2.4716640e-02
2026-01-13T21:45:00+00:00,3.3,1,1,0,0,2.6876170e-02,1.1325501e-02,1.9100836e-02,6.8763008e+01,5.7302507e+00,1.9100836e-02,0.0000000e+00,1.7096994e-04,1.0668091e-04,1.3882543e-04,4.9977154e-01,4.1647628e-02,1.3881418e-04,1.1251360e-08,8.8627045e-05,4.9119467e-05,6.8873256e-05,2.4794372e-01,2.0661977e-02,6.8858745e-05,1.4510731e-08,3.7989685e-05,2.6121803e-05,3.2055744e-05,1.1540068e-01,9.6167231e-03,3.2038398e-05,1.7345839e-08,4.4057652e-06,9.7874187e-06,7.0965919e-06,2.5547731e-02,2.1289776e-03,7.0899111e-06,6.6808345e-09,4.4033242e-06,8.4006306e-06,6.4019774e-06,2.3047119e-02,1.9205932e-03,6.3998067e-06,2.1706923e-09,4.4083952e-06,7.1170749e-06,5.7627350e-06,2.0745846e-02,1.7288205e-03,5.7612118e-06,1.5232227e-09,1.0569826e-02,1.7087069e-02,2.2141999e-02
2026-01-13T21:50:00+00:00,3.3,1,1,0,0,2.0057525e-02,9.0850619e-03,1.4571294e-02,5.2456657e+01,4.3713881e+00,1.4571294e-02,0.0000000e+00,5.8776662e-05,1.3773973e-04,9.8258196e-05,3.5372951e-01,2.9477459e-02,9.8252816e-05,5.3800044e-09,4.4520151e-06,7.4891082e-05,3.9671548e-05,1.4281757e-01,1.1901465e-02,3.9663601e-05,7.9478355e-09,4.4551968e-06,3.2522241e-05,1.8488719e-05,6.6559388e-02,5.5466157e-03,1.8478868e-05,9.8513943e-09,4.8344110e-06,4.6082201e-06,4.7213155e-06,1.6996736e-02,1.4163947e-03,4.7181225e-06,3.1930817e-09,5.6033582e-06,4.9813490e-06,5.2923536e-06,1.9052473e-02,1.5877061e-03,5.2909595e-06,1.3941174e-09,6.1304169e-06,5.2419751e-06,5.6861960e-06,2.0470306e-02,1.7058588e-03,5.6844293e-06,1.7666425e-09,8.0490211e-03,1.3031687e-02,1.6896386e-02
2026-01-13T21:55:00+00:00,3.3,1,1,0,0,4.4530168e-02,1.5901146e-02,3.0215657e-02,1.0877636e+02,9.0646970e+00,3.0215657e-02,0.0000000e+00,3.8663930e-05,5.6213728e-05,4.7438829e-05,1.7077979e-01,1.4231649e-02,4.7434754e-05,4.0754902e-09,2.1118205e-05,1.8188581e-05,1.9653393e-05,7.0752215e-02,5.8960179e-03,1.9647400e-05,5.9931075e-09,1.5373205e-05,9.7161911e-06,1.2544698e-05,4.5160912e-02,3.7634094e-03,1.2537576e-05,7.1219339e-09,1.0329977e-05,4.6577589e-06,7.4938682e-06,2.6977925e-02,2.2481604e-03,7.4891261e-06,4.7420832e-09,8.7367780e-06,5.7825870e-06,7.2596825e-06,2.6134857e-02,2.1779048e-03,7.2560216e-06,3.6609297e-09,7.2745682e-06,6.5521122e-06,6.9133402e-06,2.4888025e-02,2.0740021e-03,6.9100552e-06,3.2849959e-09,1.6684377e-02,2.7021498e-02,3.5039432e-02
2026-01-13T22:00:00+00:00,3.3,1,1,0,0,2.0295050e-02,2.2754304e-02,2.1524677e-02,7.7488838e+01,6.4574032e+00,2.1524677e-02,0.0000000e+00,1.4218602e-04,1.5620311e-04,1.4919456e-04,5.3710043e-01,4.4758369e-02,1.4918079e-04,1.3772909e-08,4.8977037e-05,7.9232798e-05,6.4104917e-05,2.3077770e-01,1.9231475e-02,6.4086408e-05,1.8509860e-08,2.6360788e-05,4.1761135e-05,3.4060961e-05,1.2261946e-01,1.0218288e-02,3.4039739e-05,2.1222540e-08,9.7436250e-06,1.3998030e-05,1.1870828e-05,4.2734980e-02,3.5612483e-03,1.1860920e-05,9.9073957e-09,7.3797349e-06,9.7224616e-06,8.5510983e-06,3.0783954e-02,2.5653295e-03,8.5472270e-06,3.8712623e-09,5.3902790e-06,6.1246064e-06,5.7574427e-06,2.0726794e-02,1.7272328e-03,5.7563166e-06,1.1260494e-09,1.1991845e-02,1.9274403e-02,2.4923011e-02
2026-01-13T22:05:00+00:00,3.3,1,1,0,0,3.1183875e-02,1.8027917e-02,2.4605896e-02,8.8581226e+01,7.3817688e+00,2.4605896e-02,0.0000000e+00,1.5762658e-04,1.6031939e-04,1.5897299e-04,5.7230275e-01,4.7691896e-02,1.5896203e-04,1.0955367e-08,6.0566425e-05,5.0322786e-05,5.5444606e-05,1.9960058e-01,1.6633382e-02,5.5428337e-05,1.6268646e-08,2.6839022e-05,2.9773173e-05,2.8306098e-05,1.0190195e-01,8.4918294e-03,2.8286843e-05,1.9254757e-08,5.2336101e-06,1.3599480e-05,9.4165451e-06,3.3899563e-02,2.8249635e-03,9.4074176e-06,9.1275350e-09,6.7667564e-06,1.0074124e-05,8.4204400e-06,3.0313584e-02,2.5261320e-03,8.4151798e-06,5.2602060e-09,7.8161004e-06,6.9866184e-06,7.4013594e-06,2.6644894e-02,2.2204078e-03,7.3971555e-06,4.2039108e-09,1.3572798e-02,2.2001454e-02,2.8539088e-02
2026-01-13T22:10:00+00:00,3.3,1,1,0,0,3.3549581e-02,2.4753588e-02,2.9151585e-02,1.0494570e+02,8.7454754e+00,2.9151585e-02,0.0000000e+00,8.5097106e-05,1.0783793e-04,9.6467520e-05,3.4728307e-01,2.8940256e-02,9.6461124e-05,6.3953103e-09,6.0405869e-05,3.1818964e-05,4.6112417e-05,1.6600470e-01,1.3833725e-02,4.6103839e-05,8.5776417e-09,2.6664116e-05,1.4881276e-05,2.0772696e-05,7.4781705e-02,6.2318087e-03,2.0762078e-05,1.0617370e-08,4.4784322e-06,4.0194042e-06,4.2489182e-06,1.5296106e-02,1.2746755e-03,4.2452950e-06,3.6232268e-09,4.8601771e-06,4.7685767e-06,4.8143769e-06,1.7331757e-02,1.4443131e-03,4.8129906e-06,1.3863090e-09,5.1245365e-06,5.2828109e-06,5.2036737e-06,1.8733225e-02,1.5611021e-03,5.2019324e-06,1.7413440e-09,1.6104187e-02,2.6071666e-02,3.3802835e-02
2026-01-13T22:15:00+00:00,3.3,1,1,0,0,2.8968053e-02,1.1459190e-02,2.0213621e-02,7.2769036e+01,6.0640864e+00,2.0213621e-02,0.0000000e+00,2.1192802e-05,2.0519722e-04,1.1319501e-04,4.0750205e-01,3.3958504e-02,1.1318463e-04,1.0381617e-08,2.1736407e-05,1.0273881e-04,6.2237606e-05,2.2405538e-01,1.8671282e-02,6.2224575e-05,1.3031911e-08,1.5975544e-05,4.3451076e-05,2.9713310e-05,1.0696792e-01,8.9139929e-03,2.9697723e-05,1.5587107e-08,1.0735869e-05,4.5002033e-06,7.6180364e-06,2.7424931e-02,2.2854109e-03,7.6112563e-06,6.7801554e-09,8.7586473e-06,5.2475637e-06,7.0031055e-06,2.5211180e-02,2.1009316e-03,7.0003437e-06,2.7618379e-09,7.0337518e-06,5.7651376e-06,6.3994447e-06,2.3038001e-02,1.9198334e-03,6.3973087e-06,2.1359701e-09,1.1185975e-02,1.8082604e-02,2.3431855e-02
2026-01-13T22:20:00+00:00,3.3,1,1,0,0,3.1179191e-02,1.1192021e-02,2.1185606e-02,7.6268181e+01,6.3556817e+00,2.1185606e-02,0.0000000e+00,1.2107345e-04,9.2124899e-05,1.0659918e-04,3.8375704e-01,3.1979753e-02,1.0659196e-04,7.2191043e-09,6.2371029e-05,1.7802414e-05,4.0086721e-05,1.4431220e-01,1.2026016e-02,4.0076220e-05,1.0500732e-08,3.1323111e-05,9.3355352e-06,2.0329323e-05,7.3185562e-02,6.0987969e-03,2.0316936e-05,1.2386375e-08,9.1188415e-06,3.9039501e-06,6.5113958e-06,2.3441025e-02,1.9534187e-03,6.5065988e-06,4.7969983e-09,6.7540203e-06,4.2806326e-06,5.5173264e-06,1.9862375e-02,1.6551979e-03,5.5154894e-06,1.8370318e-09,4.7652832e-06,4.5407066e-06,4.6529949e-06,1.6750782e-02,1.3958985e-03,4.6520102e-06,9.8471021e-10,1.1660641e-02,1.8937180e-02,2.4581148e-02
2026-01-13T22:25:00+00:00,3.3,1,1,0,0,2.9075812e-02,2.0388510e-02,2.4732161e-02,8.9035779e+01,7.4196483e+00,2.4732161e-02,0.0000000e+00,1.0397170e-04,1.3937541e-04,1.2167355e-04,4.3802480e-01,3.6502066e-02,1.2166130e-04,1.2251400e-08,6.5581047e-05,6.0076716e-05,6.2828882e-05,2.2618397e-01,1.8848665e-02,6.2813102e-05,1.5779574e-08,3.7214310e-05,2.6218484e-05,3.1716397e-05,1.1417903e-01,9.5149191e-03,3.1697905e-05,1.8492124e-08,1.5560878e-05,3.9460517e-06,9.7534648e-06,3.5112473e-02,2.9260395e-03,9.7444255e-06,9.0393603e-09,1.1603655e-05,4.3181671e-06,7.9609112e-06,2.8659280e-02,2.3882734e-03,7.9567686e-06,4.1425612e-09,8.1509656e-06,4.5762145e-06,6.3635900e-06,2.2908924e-02,1.9090770e-03,6.3610533e-06,2.5367158e-09,1.3698220e-02,2.2127520e-02,2.8665653e-02
2026-01-13T22:30:00+00:00,3.3,1,1,0,0,3.1310759e-02,1.5659759e-02,2.3485259e-02,8.4546933e+01,7.0455777e+00,2.3485259e-02,0.0000000e+00,6.7515576e-05,2.0479565e-04,1.3615561e-04,4.9016021e-01,4.0846684e-02,1.3614224e-04,1.3375356e-08,6.0913881e-05,1.0433994e-04,8.2626911e-05,2.9745688e-01,2.4788073e-02,8.2610752e-05,1.6158124e-08,2.7184039e-05,4.7496462e-05,3.7340250e-05,1.3442490e-01,1.1202075e-02,3.7320649e-05,1.9601264e-08,5.3906374e-06,8.8991113e-06,7.1448744e-06,2.5721548e-02,2.1434623e-03,7.1360158e-06,8.8585973e-09,6.5409208e-06,7.8828974e-06,7.2119091e-06,2.5962873e-02,2.1635727e-03,7.2078885e-06,4.0205605e-09,7.3318848e-06,6.8525269e-06,7.0922059e-06,2.5531941e-02,2.1276618e-03,7.0883676e-06,3.8382424e-09,1.2953475e-02,2.0999173e-02,2.7239712e-02
2026-01-13T22:35:00+00:00,3.3,1,1,0,0,2.0188172e-02,6.9732361e-03,1.3580704e-02,4.8890534e+01,4.0742112e+00,1.3580704e-02,0.0000000e+00,1.0181557e-04,1.8709168e-04,1.4445363e-04,5.2003306e-01,4.3336089e-02,1.4443759e-04,1.6038055e-08,7.5471487e-05,1.0679658e-04,9.1134035e-05,3.2808253e-01,2.7340211e-02,9.1115063e-05,1.8972091e-08,3.3307782e-05,5.2383832e-05,4.2845807e-05,1.5424491e-01,1.2853742e-02,4.2823501e-05,2.2305624e-08,5.3436381e-06,1.3381027e-05,9.3623324e-06,3.3704397e-02,2.8086997e-03,9.3529031e-06,9.4293644e-09,5.3409336e-06,9.1022918e-06,7.2216127e-06,2.5997806e-02,2.1664838e-03,7.2190999e-06,2.5128291e-09,5.3449408e-06,5.5033292e-06,5.4241350e-06,1.9526886e-02,1.6272405e-03,5.4234146e-06,7.2041164e-10,7.5642712e-03,1.2160509e-02,1.5725463e-02
2026-01-13T22:40:00+00:00,3.3,1,1,0,0,2.8955805e-02,2.0390263e-02,2.4673034e-02,8.8822922e+01,7.4019102e+00,2.4673034e-02,0.0000000e+00,6.6970346e-05,1.5288164e-04,1.0992599e-04,3.9573358e-01,3.2977798e-02,1.0991544e-04,1.0549460e-08,6.0370126e-05,8.8448007e-05,7.4409066e-05,2.6787264e-01,2.2322720e-02,7.4397114e-05,1.1951920e-08,2.6643866e-05,3.7650926e-05,3.2147396e-05,1.1573063e-01,9.6442188e-03,3.2132714e-05,1.4682420e-08,4.4689745e-06,4.1488065e-06,4.3088905e-06,1.5512006e-02,1.2926671e-03,4.3038014e-06,5.0890336e-09,4.8511212e-06,4.5190764e-06,4.6850988e-06,1.6866356e-02,1.4055297e-03,4.6841546e-06,9.4421353e-10,5.1167231e-06,4.7772878e-06,4.9470055e-06,1.7809220e-02,1.4841016e-03,4.9458406e-06,1.1649021e-09,1.3637780e-02,2.2068107e-02,2.8606959e-02
2026-01-13T22:45:00+00:00,3.3,1,1,0,0,3.7839506e-02,1.5660019e-02,2.6749763e-02,9.6299146e+01,8.0249289e+00,2.6749763e-02,0.0000000e+00,5.1678977e-05,1.5335171e-04,1.0251534e-04,3.6905524e-01,3.0754603e-02,1.0250416e-04,1.1181894e-08,4.6731941e-05,9.0918944e-05,6.8825442e-05,2.4777159e-01,2.0647633e-02,6.8812480e-05,1.2962190e-08,2.1454050e-05,4.2564233e-05,3.2009142e-05,1.1523291e-01,9.6027425e-03,3.1993686e-05,1.5455751e-08,4.6907759e-06,9.2248920e-06,6.9578340e-06,2.5048202e-02,2.0873502e-03,6.9514690e-06,6.3649497e-09,4.6891333e-06,7.4578055e-06,6.0734694e-06,2.1864490e-02,1.8220408e-03,6.0717516e-06,1.7177827e-09,4.6912282e-06,5.9145412e-06,5.3028847e-06,1.9090385e-02,1.5908654e-03,5.3019413e-06,9.4344283e-10,1.4722159e-02,2.3910572e-02,3.1037471e-02
2026-01-13T22:50:00+00:00,3.3,1,1,0,0,2.6703127e-02,1.8014725e-02,2.2358926e-02,8.0492134e+01,6.7076778e+00,2.2358926e-02,0.0000000e+00,1.0310408e-04,8.2754666e-05,9.2929374e-05,3.3454575e-01,2.7878812e-02,9.2918203e-05,1.1171096e-08,6.0356832e-05,7.6467218e-05,6.8412025e-05,2.4628329e-01,2.0523608e-02,6.8399394e-05,1.2631285e-08,2.6664971e-05,3.6599993e-05,3.1632482e-05,1.1387694e-01,9.4897447e-03,3.1617366e-05,1.5115901e-08,4.3146866e-06,9.0802506e-06,6.6974686e-06,2.4110887e-02,2.0092406e-03,6.6907920e-06,6.6765158e-09,4.3123763e-06,7.6915208e-06,6.0019486e-06,2.1607015e-02,1.8005846e-03,5.9997782e-06,2.1703797e-09,4.3157504e-06,6.4070547e-06,5.3614025e-06,1.9301049e-02,1.6084208e-03,5.3598955e-06,1.5069864e-09,1.2335955e-02,1.9992950e-02,2.5931992e-02
2026-01-13T22:55:00+00:00,3.3,1,1,0,0,1.5579934e-02,1.1315744e-02,1.3447839e-02,4.8412219e+01,4.0343516e+00,1.3447839e-02,0.0000000e+00,6.7215055e-05,6.9152020e-05,6.8183538e-05,2.4546074e-01,2.0455061e-02,6.8174313e-05,9.2249766e-09,6.2816347e-05,4.6025273e-05,5.4420810e-05,1.9591492e-01,1.6326243e-02,5.4410582e-05,1.0227885e-08,3.1790749e-05,2.0649905e-05,2.6220327e-05,9.4393178e-02,7.8660982e-03,2.6208252e-05,1.2075623e-08,9.6041565e-06,4.0067655e-06,6.8054610e-06,2.4499660e-02,2.0416383e-03,6.7997759e-06,5.6850809e-09,7.2424258e-06,4.3791795e-06,5.8108027e-06,2.0918890e-02,1.7432408e-03,5.8089607e-06,1.8419166e-09,5.2582344e-06,4.6354630e-06,4.9468487e-06,1.7808655e-02,1.4840546e-03,4.9458742e-06,9.7445168e-10,7.4326637e-03,1.2027937e-02,1.5592155e-02
2026-01-13T23:00:00+00:00,3.3,1,1,0,0,4.4519855e-02,6.8468840e-03,2.5683369e-02,9.2460130e+01,7.7050108e+00,2.5683369e-02,0.0000000e+00,8.9168208e-05,8.3292448e-05,8.6230328e-05,3.1042918e-01,2.5869098e-02,8.6220144e-05,1.0184304e-08,4.8044387e-05,7.7002578e-05,6.2523483e-05,2.2508454e-01,1.8757045e-02,6.2511548e-05,1.1934963e-08,2.2762127e-05,3.7110447e-05,2.9936287e-05,1.0777063e-01,8.9808862e-03,2.9921769e-05,1.4518183e-08,6.3782253e-06,9.9548431e-06,8.1665342e-06,2.9399523e-02,2.4499603e-03,8.1590199e-06,7.5142523e-09,7.1458253e-06,9.3175733e-06,8.2316993e-06,2.9634117e-02,2.4695098e-03,8.2276970e-06,4.0023140e-09,7.6742530e-06,8.5468280e-06,8.1105405e-06,2.9197946e-02,2.4331622e-03,8.1066765e-06,3.8640319e-09,1.4164513e-02,2.2964288e-02,2.9789689e-02
2026-01-13T23:05:00+00:00,3.3,1,1,0,0,3.3399866e-02,7.1070564e-03,2.0253461e-02,7.2912459e+01,6.0760383e+00,2.0253461e-02,0.0000000e+00,2.3635406e-05,1.3726093e-04,8.0448170e-05,2.8961341e-01,2.4134451e-02,8.0440926e-05,7.2438739e-09,7.7458352e-06,7.4498081e-05,4.1121958e-05,1.4803905e-01,1.2336587e-02,4.1112295e-05,9.6625380e-09,1.0424963e-05,3.2183246e-05,2.1304104e-05,7.6694776e-02,6.3912313e-03,2.1292483e-05,1.1621903e-08,1.0971738e-05,4.6740016e-06,7.8228700e-06,2.8162332e-02,2.3468610e-03,7.8167877e-06,6.0823008e-09,9.3782101e-06,5.7971550e-06,7.5876826e-06,2.7315657e-02,2.2763048e-03,7.5840115e-06,3.6710975e-09,7.9128489e-06,6.5691988e-06,7.2410238e-06,2.6067686e-02,2.1723071e-03,7.2377387e-06,3.2851624e-09,1.1236481e-02,1.8124942e-02,2.3467922e-02
2026-01-13T23:10:00+00:00,3.3,1,1,0,0,3.1170777e-02,2.0509638e-02,2.5840207e-02,9.3024747e+01,7.7520622e+00,2.5840207e-02,0.0000000e+00,5.4206130e-05,1.5481916e-04,1.0451265e-04,3.7624552e-01,3.1353794e-02,1.0450520e-04,7.4478315e-09,3.2819877e-05,7.3911011e-05,5.3365444e-05,1.9211560e-01,1.6009633e-02,5.3355810e-05,9.6346032e-09,1.5961547e-05,3.1595005e-05,2.3778276e-05,8.5601793e-02,7.1334828e-03,2.3766373e-05,1.1903244e-08,4.7832789e-06,4.0903443e-06,4.4368116e-06,1.5972522e-02,1.3310435e-03,4.4327485e-06,4.0631058e-09,4.7825324e-06,5.2134152e-06,4.9979738e-06,1.7992706e-02,1.4993921e-03,4.9965951e-06,1.3787131e-09,4.7843428e-06,5.9842564e-06,5.3842996e-06,1.9383479e-02,1.6152899e-03,5.3825462e-06,1.7534014e-09,1.4308667e-02,2.3118108e-02,2.9951084e-02
