energy_mev,main_loglog,linear_energy,gap_linear_5_40,low_hold,supported_only_diagnostic,experimental_sigma_cm2_per_bit,experimental_value_type,experimental_source
0.540858333,0.000000000e+00,0.000000000e+00,0.000000000e+00,9.410000000e-10,0.000000000e+00,,,
0.554068792,0.000000000e+00,0.000000000e+00,0.000000000e+00,9.410000000e-10,0.000000000e+00,,,
0.567601917,0.000000000e+00,0.000000000e+00,0.000000000e+00,9.410000000e-10,0.000000000e+00,,,
0.581465588,0.000000000e+00,0.000000000e+00,0.000000000e+00,9.410000000e-10,0.000000000e+00,,,
0.595667879,0.000000000e+00,0.000000000e+00,0.000000000e+00,9.410000000e-10,0.000000000e+00,,,
0.610217061,0.000000000e+00,0.000000000e+00,0.000000000e+00,9.410000000e-10,0.000000000e+00,,,
0.613981763,0.000000000e+00,0.000000000e+00,0.000000000e+00,9.410000000e-10,0.000000000e+00,,,
0.625121607,3.665008701e-11,3.665008701e-11,3.665008701e-11,9.410000000e-10,0.000000000e+00,,,
0.640390196,8.688374510e-11,8.688374510e-11,8.688374510e-11,9.410000000e-10,0.000000000e+00,,,
0.65603172,1.383443598e-10,1.383443598e-10,1.383443598e-10,9.410000000e-10,0.000000000e+00,,,
0.672055289,1.910618995e-10,1.910618995e-10,1.910618995e-10,9.410000000e-10,0.000000000e+00,,,
0.688470232,2.450670646e-10,2.450670646e-10,2.450670646e-10,9.410000000e-10,0.000000000e+00,,,
0.705286111,3.003913053e-10,3.003913053e-10,3.003913053e-10,9.410000000e-10,0.000000000e+00,,,
0.722512717,3.570668400e-10,3.570668400e-10,3.570668400e-10,9.410000000e-10,0.000000000e+00,,,
0.740160083,4.151266742e-10,4.151266742e-10,4.151266742e-10,9.410000000e-10,0.000000000e+00,,,
0.758238486,4.746046192e-10,4.746046192e-10,4.746046192e-10,9.410000000e-10,0.000000000e+00,,,
0.776758454,5.355353124e-10,5.355353124e-10,5.355353124e-10,9.410000000e-10,0.000000000e+00,,,
0.795730771,5.979542372e-10,5.979542372e-10,5.979542372e-10,9.410000000e-10,0.000000000e+00,,,
0.815166487,6.618977436e-10,6.618977436e-10,6.618977436e-10,9.410000000e-10,0.000000000e+00,,,
0.835076921,7.274030695e-10,7.274030695e-10,7.274030695e-10,9.410000000e-10,0.000000000e+00,,,
0.855473666,7.945083624e-10,7.945083624e-10,7.945083624e-10,9.410000000e-10,0.000000000e+00,,,
0.876368602,8.632527014e-10,8.632527014e-10,8.632527014e-10,9.410000000e-10,0.000000000e+00,,,
0.897773897,9.336761202e-10,9.336761202e-10,9.336761202e-10,9.410000000e-10,0.000000000e+00,,,
0.9,9.410000000e-10,9.410000000e-10,9.410000000e-10,9.410000000e-10,9.410000000e-10,9.410000000e-10,experimental marker-centre digitization,REDW2020 Fig.6 digitized experimental CNA marker
0.919702015,1.000812654e-09,1.005819630e-09,1.000812654e-09,1.000812654e-09,1.000812654e-09,,,
0.942165728,1.071955238e-09,1.079725245e-09,1.071955238e-09,1.071955238e-09,1.071955238e-09,,,
0.965178117,1.148154979e-09,1.155436003e-09,1.148154979e-09,1.148154979e-09,1.148154979e-09,,,
0.988752583,1.229771366e-09,1.232995997e-09,1.229771366e-09,1.229771366e-09,1.229771366e-09,,,
1,1.270000000e-09,1.270000000e-09,1.270000000e-09,1.270000000e-09,1.270000000e-09,1.270000000e-09,experimental marker-centre digitization,REDW2020 Fig.6 digitized experimental CNA marker
1.01290285,1.087939498e-09,1.158003222e-09,1.087939498e-09,1.087939498e-09,1.087939498e-09,,,
1.037643,8.130500383e-10,9.432587874e-10,8.130500383e-10,8.130500383e-10,8.130500383e-10,,,
1.06298742,6.076168444e-10,7.232692221e-10,6.076168444e-10,6.076168444e-10,6.076168444e-10,,,
1.08895087,4.540904154e-10,4.979064138e-10,4.540904154e-10,4.540904154e-10,4.540904154e-10,,,
1.1,4.020000000e-10,4.020000000e-10,4.020000000e-10,4.020000000e-10,4.020000000e-10,4.020000000e-10,experimental marker-centre digitization,REDW2020 Fig.6 digitized experimental CNA marker
1.11554849,3.676341464e-10,3.885427833e-10,3.676341464e-10,3.676341464e-10,3.676341464e-10,,,
