sigma_model,multiplicity_variant,low_energy_scenario,shield_mm,valid_5min_intervals,q_M_period_event_weighted,q_M_time_median,r_M_background_median_s-1,r_M_p95_s-1,r_M_p99_s-1,r_M_peak_s-1,peak_timestamp_utc,tau_D_upper_background_s,tau_D_upper_p95_s,tau_D_upper_p99_s,tau_D_upper_peak_s,expected_upper_multi_events_valid_period,F_D_upper_valid_period,E_lt_0p9_bit_fraction_period,bit_rate_background_median_s-1
main_loglog,false_mcu_aware_logE_linear,low_energy_conservative,7.0,16971,0.00830246254559011,0.12994567434992643,6.972073083510461e-07,1.4562610823966223e-06,7.017323900769591e-05,0.006721452550864829,2026-01-19T19:15:00+00:00,1434293.6283400184,686690.0531010986,14250.446668000173,148.77736507584706,59.74046536956013,1.0,0.32303517146577526,6.742016442970413e-06
published_rpp_fluka_digitized,nominal_logE_linear,K1_only,7.0,16971,0.004212411227754519,0.11169877763195002,5.737037425227364e-07,9.517305026236757e-07,3.8626009405251676e-05,0.003547146520782621,2026-01-19T19:15:00+00:00,1743059.9207924274,1050717.61096577,25889.291060547348,281.9167446681526,32.92385297536869,0.999999999999995,0.347176443952993,6.273122079268521e-06
published_rpp_fluka_digitized,nominal_logE_linear,low_energy_conservative,7.0,16971,0.008712842584149512,0.1144858964728508,5.87850359538617e-07,1.4937683743308958e-06,8.05126192699984e-05,0.007767835298986512,2026-01-19T19:15:00+00:00,1701113.18939205,669447.8321968293,12420.413210586383,128.73599420040128,67.79502013753978,1.0,0.347176443952993,6.273122079268521e-06
published_rpp_fluka_digitized,raw_nearest_observed,K1_only,7.0,16971,0.004243297861610335,0.11160904773161516,5.733528492339623e-07,9.548233716214726e-07,3.886397365613246e-05,0.003578762597721618,2026-01-19T19:15:00+00:00,1744126.6775530404,1047314.1208324308,25730.770837999655,279.4261906717812,33.16548668860029,0.999999999999996,0.347176443952993,6.273122079268521e-06
published_rpp_fluka_digitized,raw_nearest_observed,low_energy_conservative,7.0,16971,0.008743836781573734,0.11438928456573834,5.874682382007364e-07,1.4975344101968421e-06,8.078408017592816e-05,0.0077994513759255075,2026-01-19T19:15:00+00:00,1702219.6860595255,667764.2885471699,12378.676563776455,128.21414632914957,68.03665385077139,1.0,0.347176443952993,6.273122079268521e-06
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,K1_only,7.0,16971,0.0036421939770624884,0.11134561115268723,5.716275437043148e-07,8.830067190472682e-07,3.3035773695358395e-05,0.0030096839481357166,2026-01-19T19:15:00+00:00,1749390.859509158,1132494.213723496,30270.215833949194,332.26080121117974,28.483256284848782,0.9999999999995736,0.347176443952993,6.273122079268521e-06
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,low_energy_conservative,7.0,16971,0.00813750442441982,0.11412691297431274,5.860771115013011e-07,1.4246016042646404e-06,7.511811791342321e-05,0.007230372726339609,2026-01-19T19:15:00+00:00,1706260.1155646394,701950.6344836571,13312.36761219899,138.30545641956857,63.354423447019876,1.0,0.347176443952993,6.273122079268521e-06
main_loglog,nominal_logE_linear,K1_only,10.0,16971,0.005581660023601976,0.14012836644134122,6.70633370145236e-07,8.112210404627079e-07,1.6522843783557906e-05,0.0013210971280393348,2026-01-19T19:15:00+00:00,1491127.7078017078,1232709.64400728,60522.269235221655,756.9466156391687,14.971638211231639,0.9999996852975385,0.32368897274503305,6.157799542570139e-06
main_loglog,nominal_logE_linear,low_energy_conservative,10.0,16971,0.009792590025865985,0.14225264626673542,6.824271774009005e-07,9.356267459656946e-07,3.0000461741045536e-05,0.0026506617330007143,2026-01-19T19:15:00+00:00,1465357.818556715,1068802.280729869,33332.82029562353,377.2642836881105,26.15704508559458,0.9999999999956335,0.32368897274503305,6.157799542570139e-06
main_loglog,raw_nearest_observed,K1_only,10.0,16971,0.00556326895991488,0.13994831431241272,6.700049161333452e-07,8.10380153665473e-07,1.6375289166920814e-05,0.0013184699752904724,2026-01-19T19:15:00+00:00,1492526.3620020645,1233988.7588273818,61067.623893938144,758.4548899414185,14.923114260210259,0.9999996696503706,0.32368897274503305,6.157799542570139e-06
main_loglog,raw_nearest_observed,low_energy_conservative,10.0,16971,0.009773893499503047,0.1420657057820258,6.817180193694e-07,9.347583049287978e-07,2.984978707011646e-05,0.0026480345802518523,2026-01-19T19:15:00+00:00,1466882.158880025,1069795.2558722352,33501.076495152985,377.63857294676677,26.1085211345732,0.9999999999954163,0.32368897274503305,6.157799542570139e-06
main_loglog,false_mcu_aware_logE_linear,K1_only,10.0,16971,0.005017168933265453,0.13984153756466067,6.689056254284439e-07,8.01569290039115e-07,1.4766092386946899e-05,0.0011420430838585537,2026-01-19T19:15:00+00:00,1494979.2048160534,1247552.7848019253,67722.72404878026,875.6237081891508,13.465067406938507,0.9999985803034508,0.32368897274503305,6.157799542570139e-06
main_loglog,false_mcu_aware_logE_linear,low_energy_conservative,10.0,16971,0.00922336269041352,0.14196474769196127,6.810569981118545e-07,9.155677008278215e-07,2.821669223065159e-05,0.0024716076888199336,2026-01-19T19:15:00+00:00,1468305.8874255389,1092218.5209196853,35440.01514513835,404.59495433818176,24.65047428130145,0.9999999999803014,0.32368897274503305,6.157799542570139e-06
published_rpp_fluka_digitized,nominal_logE_linear,K1_only,10.0,16971,0.004978999683359077,0.1237275221530124,5.60399983537204e-07,6.9325923740741e-07,1.639417534462356e-05,0.0013352220274041857,2026-01-19T19:15:00+00:00,1784439.7383598634,1442461.8469415745,60997.27366451209,748.9391123543003,14.504425389974863,0.9999994978793412,0.34679675711913077,5.655692980938215e-06
published_rpp_fluka_digitized,nominal_logE_linear,low_energy_conservative,10.0,16971,0.009484813229129077,0.12629941603643177,5.731672816837591e-07,8.713466023988779e-07,3.2017572388230484e-05,0.002880792571101071,2026-01-19T19:15:00+00:00,1744691.3526926383,1147648.9347028271,31232.848882933908,347.1266935466266,27.507074902562007,0.999999999998868,0.34679675711913077,5.655692980938215e-06
published_rpp_fluka_digitized,raw_nearest_observed,K1_only,10.0,16971,0.0050421569236007505,0.12363350936211538,5.601804759867365e-07,6.944853243880812e-07,1.654750548080266e-05,0.0013591288984089668,2026-01-19T19:15:00+00:00,1785138.9737183151,1439915.2363386673,60432.069423402514,735.7653870583041,14.687858503550789,0.9999995820309723,0.34679675711913077,5.655692980938215e-06
published_rpp_fluka_digitized,raw_nearest_observed,low_energy_conservative,10.0,16971,0.00954842359691008,0.12620523958885502,5.728660388918083e-07,8.735410483886162e-07,3.217266318910134e-05,0.002904699442105852,2026-01-19T19:15:00+00:00,1745608.8022506435,1144765.8949109,31082.28852931128,344.2696980982717,27.690508016137926,0.9999999999990578,0.34679675711913077,5.655692980938215e-06
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,K1_only,10.0,16971,0.00440863975973554,0.12339750406258261,5.584429371985743e-07,6.820661318401743e-07,1.4465587978341482e-05,0.0011386066719383306,2026-01-19T19:15:00+00:00,1790693.2533098084,1466133.4925134883,69129.57852091765,878.2664151243988,12.850191209266507,0.9999973743739872,0.34679675711913077,5.655692980938215e-06
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,low_energy_conservative,10.0,16971,0.00890932889577241,0.12597261936956403,5.715927950932922e-07,8.438328959574525e-07,3.0059327325125265e-05,0.0026841772156352165,2026-01-19T19:15:00+00:00,1749497.209524458,1185068.7556632324,33267.54418633128,372.5536429469124,25.85284072185365,0.999999999994081,0.34679675711913077,5.655692980938215e-06
