sigma_model,multiplicity_variant,low_energy_scenario,shield_mm,regime,horizon,duration_s,hazard_upper,F_D_upper,window_start_utc,window_end_utc
main_loglog,false_mcu_aware_logE_linear,K1_only,1.0,p95_constant,1h,3600,0.11454579990504699,0.10822890554864206,,
main_loglog,false_mcu_aware_logE_linear,K1_only,1.0,p99_constant,1h,3600,3.7394575005072133,0.9762330067836785,,
main_loglog,false_mcu_aware_logE_linear,K1_only,1.0,max_actual_contiguous_window,1h,3600,428.045944067133,1.0,2026-01-19T19:05:00+00:00,2026-01-19T20:00:00+00:00
main_loglog,false_mcu_aware_logE_linear,K1_only,1.0,background_median_constant,6h,21600,0.021347082629306808,0.021120846348785468,,
main_loglog,false_mcu_aware_logE_linear,K1_only,1.0,p95_constant,6h,21600,0.6872747994302819,0.4970551713196442,,
main_loglog,false_mcu_aware_logE_linear,K1_only,1.0,p99_constant,6h,21600,22.436745003043278,0.9999999998197624,,
main_loglog,false_mcu_aware_logE_linear,K1_only,1.0,max_actual_contiguous_window,6h,21600,978.3677803026316,1.0,2026-01-19T15:55:00+00:00,2026-01-19T21:50:00+00:00
main_loglog,false_mcu_aware_logE_linear,K1_only,1.0,background_median_constant,24h,86400,0.08538833051722723,0.08184433270189022,,
main_loglog,false_mcu_aware_logE_linear,K1_only,1.0,p95_constant,24h,86400,2.7490991977211277,0.9360145264854807,,
main_loglog,false_mcu_aware_logE_linear,K1_only,1.0,p99_constant,24h,86400,89.74698001217311,1.0,,
main_loglog,false_mcu_aware_logE_linear,K1_only,1.0,max_actual_contiguous_window,24h,86400,1075.2308734631192,1.0,2026-01-19T07:35:00+00:00,2026-01-20T07:30:00+00:00
main_loglog,false_mcu_aware_logE_linear,K1_only,1.0,background_median_constant,7d,604800,0.5977183136205907,0.44993471820175546,,
main_loglog,false_mcu_aware_logE_linear,K1_only,1.0,p95_constant,7d,604800,19.243694384047895,0.9999999956089365,,
main_loglog,false_mcu_aware_logE_linear,K1_only,1.0,p99_constant,7d,604800,628.2288600852117,1.0,,
main_loglog,false_mcu_aware_logE_linear,K1_only,1.0,max_actual_contiguous_window,7d,604800,1109.5547866958982,1.0,2026-01-18T21:05:00+00:00,2026-01-25T21:00:00+00:00
main_loglog,false_mcu_aware_logE_linear,K1_only,1.0,background_median_constant,30d,2592000,2.561649915516817,0.9228227006850234,,
main_loglog,false_mcu_aware_logE_linear,K1_only,1.0,p95_constant,30d,2592000,82.47297593163384,1.0,,
main_loglog,false_mcu_aware_logE_linear,K1_only,1.0,p99_constant,30d,2592000,2692.4094003651935,1.0,,
main_loglog,false_mcu_aware_logE_linear,K1_only,1.0,max_actual_contiguous_window,30d,2592000,nan,nan,,
main_loglog,false_mcu_aware_logE_linear,K1_only,1.0,full_valid_Jan_Feb_exposure,Jan-Feb-valid,5091300,1114.08725075372,1.0,2026-01-01T00:00:00+00:00,2026-02-28T23:55:00+00:00
main_loglog,false_mcu_aware_logE_linear,low_energy_conservative,1.0,background_median_constant,5min,300,0.00041785975456049045,0.0004177724633321702,,
main_loglog,false_mcu_aware_logE_linear,low_energy_conservative,1.0,p95_constant,5min,300,0.023245766589573478,0.022977665182974234,,
main_loglog,false_mcu_aware_logE_linear,low_energy_conservative,1.0,p99_constant,5min,300,0.7490084026253964,0.5271648175178252,,
main_loglog,false_mcu_aware_logE_linear,low_energy_conservative,1.0,max_actual_contiguous_window,5min,300,126.24806724276618,1.0,2026-01-19T19:20:00+00:00,2026-01-19T19:20:00+00:00
main_loglog,false_mcu_aware_logE_linear,low_energy_conservative,1.0,background_median_constant,1h,3600,0.005014317054725886,0.005001766353457853,,
main_loglog,false_mcu_aware_logE_linear,low_energy_conservative,1.0,p95_constant,1h,3600,0.27894919907488175,0.24342166288174977,,
main_loglog,false_mcu_aware_logE_linear,low_energy_conservative,1.0,p99_constant,1h,3600,8.988100831504756,0.9998751129502935,,
main_loglog,false_mcu_aware_logE_linear,low_energy_conservative,1.0,max_actual_contiguous_window,1h,3600,1048.0595018399254,1.0,2026-01-19T19:05:00+00:00,2026-01-19T20:00:00+00:00
main_loglog,false_mcu_aware_logE_linear,low_energy_conservative,1.0,background_median_constant,6h,21600,0.030085902328355313,0.029637826401907475,,
main_loglog,false_mcu_aware_logE_linear,low_energy_conservative,1.0,p95_constant,6h,21600,1.6736951944492904,0.8124472602486604,,
main_loglog,false_mcu_aware_logE_linear,low_energy_conservative,1.0,p99_constant,6h,21600,53.928604989028535,1.0,,
main_loglog,false_mcu_aware_logE_linear,low_energy_conservative,1.0,max_actual_contiguous_window,6h,21600,2388.282446161781,1.0,2026-01-19T15:55:00+00:00,2026-01-19T21:50:00+00:00
main_loglog,false_mcu_aware_logE_linear,low_energy_conservative,1.0,background_median_constant,24h,86400,0.12034360931342125,0.11338426505298119,,
main_loglog,false_mcu_aware_logE_linear,low_energy_conservative,1.0,p95_constant,24h,86400,6.6947807777971615,0.9987626469001964,,
main_loglog,false_mcu_aware_logE_linear,low_energy_conservative,1.0,p99_constant,24h,86400,215.71441995611414,1.0,,
main_loglog,false_mcu_aware_logE_linear,low_energy_conservative,1.0,max_actual_contiguous_window,24h,86400,2614.864331828609,1.0,2026-01-19T07:45:00+00:00,2026-01-20T07:40:00+00:00
main_loglog,false_mcu_aware_logE_linear,low_energy_conservative,1.0,background_median_constant,7d,604800,0.8424052651939488,0.5693266070798191,,
main_loglog,false_mcu_aware_logE_linear,low_energy_conservative,1.0,p95_constant,7d,604800,46.86346544458013,1.0,,
main_loglog,false_mcu_aware_logE_linear,low_energy_conservative,1.0,p99_constant,7d,604800,1510.000939692799,1.0,,
main_loglog,false_mcu_aware_logE_linear,low_energy_conservative,1.0,max_actual_contiguous_window,7d,604800,2698.6149291195497,1.0,2026-01-18T21:05:00+00:00,2026-01-25T21:00:00+00:00
main_loglog,false_mcu_aware_logE_linear,low_energy_conservative,1.0,background_median_constant,30d,2592000,3.6103082794026378,0.9729564913755216,,
main_loglog,false_mcu_aware_logE_linear,low_energy_conservative,1.0,p95_constant,30d,2592000,200.84342333391484,1.0,,
main_loglog,false_mcu_aware_logE_linear,low_energy_conservative,1.0,p99_constant,30d,2592000,6471.432598683425,1.0,,
main_loglog,false_mcu_aware_logE_linear,low_energy_conservative,1.0,max_actual_contiguous_window,30d,2592000,nan,nan,,
main_loglog,false_mcu_aware_logE_linear,low_energy_conservative,1.0,full_valid_Jan_Feb_exposure,Jan-Feb-valid,5091300,2705.1764027520667,1.0,2026-01-01T00:00:00+00:00,2026-02-28T23:55:00+00:00
published_rpp_fluka_digitized,nominal_logE_linear,K1_only,1.0,background_median_constant,5min,300,0.0002804060389587203,0.0002803667288597269,,
published_rpp_fluka_digitized,nominal_logE_linear,K1_only,1.0,p95_constant,5min,300,0.011956008563520372,0.011884819487980603,,
published_rpp_fluka_digitized,nominal_logE_linear,K1_only,1.0,p99_constant,5min,300,0.3868629062726505,0.3208157995620049,,
published_rpp_fluka_digitized,nominal_logE_linear,K1_only,1.0,max_actual_contiguous_window,5min,300,64.54692647865659,1.0,2026-01-19T19:20:00+00:00,2026-01-19T19:20:00+00:00
published_rpp_fluka_digitized,nominal_logE_linear,K1_only,1.0,background_median_constant,1h,3600,0.0033648724675046436,0.00335921762852546,,
published_rpp_fluka_digitized,nominal_logE_linear,K1_only,1.0,p95_constant,1h,3600,0.14347210276224448,0.13365503151830715,,
published_rpp_fluka_digitized,nominal_logE_linear,K1_only,1.0,p99_constant,1h,3600,4.642354875271806,0.9903650182887157,,
published_rpp_fluka_digitized,nominal_logE_linear,K1_only,1.0,max_actual_contiguous_window,1h,3600,536.2905829557494,1.0,2026-01-19T19:05:00+00:00,2026-01-19T20:00:00+00:00
published_rpp_fluka_digitized,nominal_logE_linear,K1_only,1.0,background_median_constant,6h,21600,0.02018923480502786,0.019986796848818635,,
published_rpp_fluka_digitized,nominal_logE_linear,K1_only,1.0,p95_constant,6h,21600,0.8608326165734668,0.5771901028073195,,
published_rpp_fluka_digitized,nominal_logE_linear,K1_only,1.0,p99_constant,6h,21600,27.854129251630834,0.9999999999992,,
published_rpp_fluka_digitized,nominal_logE_linear,K1_only,1.0,max_actual_contiguous_window,6h,21600,1223.0990346020235,1.0,2026-01-19T15:55:00+00:00,2026-01-19T21:50:00+00:00
published_rpp_fluka_digitized,nominal_logE_linear,K1_only,1.0,background_median_constant,24h,86400,0.08075693922011144,0.0775821321944042,,
published_rpp_fluka_digitized,nominal_logE_linear,K1_only,1.0,p95_constant,24h,86400,3.443330466293867,0.9680419273922659,,
published_rpp_fluka_digitized,nominal_logE_linear,K1_only,1.0,p99_constant,24h,86400,111.41651700652334,1.0,,
published_rpp_fluka_digitized,nominal_logE_linear,K1_only,1.0,max_actual_contiguous_window,24h,86400,1341.18646869557,1.0,2026-01-19T07:35:00+00:00,2026-01-20T07:30:00+00:00
published_rpp_fluka_digitized,nominal_logE_linear,K1_only,1.0,background_median_constant,7d,604800,0.5652985745407801,0.4318095257810648,,
published_rpp_fluka_digitized,nominal_logE_linear,K1_only,1.0,p95_constant,7d,604800,24.10331326405707,0.9999999999659541,,
published_rpp_fluka_digitized,nominal_logE_linear,K1_only,1.0,p99_constant,7d,604800,779.9156190456634,1.0,,
published_rpp_fluka_digitized,nominal_logE_linear,K1_only,1.0,max_actual_contiguous_window,7d,604800,1384.15067200268,1.0,2026-01-18T21:05:00+00:00,2026-01-25T21:00:00+00:00
published_rpp_fluka_digitized,nominal_logE_linear,K1_only,1.0,background_median_constant,30d,2592000,2.4227081766033436,0.9113188721933395,,
published_rpp_fluka_digitized,nominal_logE_linear,K1_only,1.0,p95_constant,30d,2592000,103.29991398881602,1.0,,
published_rpp_fluka_digitized,nominal_logE_linear,K1_only,1.0,p99_constant,30d,2592000,3342.4955101957003,1.0,,
published_rpp_fluka_digitized,nominal_logE_linear,K1_only,1.0,max_actual_contiguous_window,30d,2592000,nan,nan,,
published_rpp_fluka_digitized,nominal_logE_linear,K1_only,1.0,full_valid_Jan_Feb_exposure,Jan-Feb-valid,5091300,1388.4882590883587,1.0,2026-01-01T00:00:00+00:00,2026-02-28T23:55:00+00:00
published_rpp_fluka_digitized,nominal_logE_linear,low_energy_conservative,1.0,background_median_constant,5min,300,0.0004219520614362059,0.0004218630521847834,,
published_rpp_fluka_digitized,nominal_logE_linear,low_energy_conservative,1.0,p95_constant,5min,300,0.027936869089122792,0.02755024349765706,,
published_rpp_fluka_digitized,nominal_logE_linear,low_energy_conservative,1.0,p99_constant,5min,300,0.8984725032938039,0.5928088318881573,,
published_rpp_fluka_digitized,nominal_logE_linear,low_energy_conservative,1.0,max_actual_contiguous_window,5min,300,151.57515372198327,1.0,2026-01-19T19:20:00+00:00,2026-01-19T19:20:00+00:00
published_rpp_fluka_digitized,nominal_logE_linear,low_energy_conservative,1.0,background_median_constant,1h,3600,0.005063424737234471,0.005050627211080809,,
published_rpp_fluka_digitized,nominal_logE_linear,low_energy_conservative,1.0,p95_constant,1h,3600,0.3352424290694735,0.28483531137489937,,
published_rpp_fluka_digitized,nominal_logE_linear,low_energy_conservative,1.0,p99_constant,1h,3600,10.781670039525647,0.9999792231264739,,
published_rpp_fluka_digitized,nominal_logE_linear,low_energy_conservative,1.0,max_actual_contiguous_window,1h,3600,1256.9283154831999,1.0,2026-01-19T19:05:00+00:00,2026-01-19T20:00:00+00:00
published_rpp_fluka_digitized,nominal_logE_linear,low_energy_conservative,1.0,background_median_constant,6h,21600,0.030380548423406824,0.029923697709643406,,
published_rpp_fluka_digitized,nominal_logE_linear,low_energy_conservative,1.0,p95_constant,6h,21600,2.011454574416841,0.8662060801524861,,
published_rpp_fluka_digitized,nominal_logE_linear,low_energy_conservative,1.0,p99_constant,6h,21600,64.69002023715387,1.0,,
published_rpp_fluka_digitized,nominal_logE_linear,low_energy_conservative,1.0,max_actual_contiguous_window,6h,21600,2861.843800068818,1.0,2026-01-19T15:55:00+00:00,2026-01-19T21:50:00+00:00
published_rpp_fluka_digitized,nominal_logE_linear,low_energy_conservative,1.0,background_median_constant,24h,86400,0.1215221936936273,0.11442860096954796,,
published_rpp_fluka_digitized,nominal_logE_linear,low_energy_conservative,1.0,p95_constant,24h,86400,8.045818297667363,0.9996795608943628,,
published_rpp_fluka_digitized,nominal_logE_linear,low_energy_conservative,1.0,p99_constant,24h,86400,258.7600809486155,1.0,,
published_rpp_fluka_digitized,nominal_logE_linear,low_energy_conservative,1.0,max_actual_contiguous_window,24h,86400,3130.7247866820435,1.0,2026-01-19T07:45:00+00:00,2026-01-20T07:40:00+00:00
published_rpp_fluka_digitized,nominal_logE_linear,low_energy_conservative,1.0,background_median_constant,7d,604800,0.8506553558553911,0.5728650851641581,,
published_rpp_fluka_digitized,nominal_logE_linear,low_energy_conservative,1.0,p95_constant,7d,604800,56.32072808367155,1.0,,
published_rpp_fluka_digitized,nominal_logE_linear,low_energy_conservative,1.0,p99_constant,7d,604800,1811.3205666403087,1.0,,
published_rpp_fluka_digitized,nominal_logE_linear,low_energy_conservative,1.0,max_actual_contiguous_window,7d,604800,3231.1219189067724,1.0,2026-01-18T21:05:00+00:00,2026-01-25T21:00:00+00:00
published_rpp_fluka_digitized,nominal_logE_linear,low_energy_conservative,1.0,background_median_constant,30d,2592000,3.645665810808819,0.9738959762745257,,
published_rpp_fluka_digitized,nominal_logE_linear,low_energy_conservative,1.0,p95_constant,30d,2592000,241.37454893002092,1.0,,
published_rpp_fluka_digitized,nominal_logE_linear,low_energy_conservative,1.0,p99_constant,30d,2592000,7762.802428458465,1.0,,
published_rpp_fluka_digitized,nominal_logE_linear,low_energy_conservative,1.0,max_actual_contiguous_window,30d,2592000,nan,nan,,
published_rpp_fluka_digitized,nominal_logE_linear,low_energy_conservative,1.0,full_valid_Jan_Feb_exposure,Jan-Feb-valid,5091300,3237.8182071621145,1.0,2026-01-01T00:00:00+00:00,2026-02-28T23:55:00+00:00
published_rpp_fluka_digitized,raw_nearest_observed,K1_only,1.0,background_median_constant,5min,300,0.00028291268126619224,0.0002828726652473503,,
published_rpp_fluka_digitized,raw_nearest_observed,K1_only,1.0,p95_constant,5min,300,0.01225310090663529,0.012178337339114352,,
published_rpp_fluka_digitized,raw_nearest_observed,K1_only,1.0,p99_constant,5min,300,0.39565220185481936,0.3267591928727135,,
published_rpp_fluka_digitized,raw_nearest_observed,K1_only,1.0,max_actual_contiguous_window,5min,300,66.18352434989617,1.0,2026-01-19T19:20:00+00:00,2026-01-19T19:20:00+00:00
published_rpp_fluka_digitized,raw_nearest_observed,K1_only,1.0,background_median_constant,1h,3600,0.003394952175194307,0.003389195841060596,,
published_rpp_fluka_digitized,raw_nearest_observed,K1_only,1.0,p95_constant,1h,3600,0.1470372108796235,0.1367381459142815,,
published_rpp_fluka_digitized,raw_nearest_observed,K1_only,1.0,p99_constant,1h,3600,4.747826422257832,0.9913294792127302,,
published_rpp_fluka_digitized,raw_nearest_observed,K1_only,1.0,max_actual_contiguous_window,1h,3600,549.7106069421061,1.0,2026-01-19T19:05:00+00:00,2026-01-19T20:00:00+00:00
published_rpp_fluka_digitized,raw_nearest_observed,K1_only,1.0,background_median_constant,6h,21600,0.020369713051165843,0.020163651953185847,,
published_rpp_fluka_digitized,raw_nearest_observed,K1_only,1.0,p95_constant,6h,21600,0.8822232652777409,0.5861382364060519,,
published_rpp_fluka_digitized,raw_nearest_observed,K1_only,1.0,p99_constant,6h,21600,28.486958533546993,0.9999999999995751,,
published_rpp_fluka_digitized,raw_nearest_observed,K1_only,1.0,max_actual_contiguous_window,6h,21600,1253.3842282306146,1.0,2026-01-19T15:55:00+00:00,2026-01-19T21:50:00+00:00
published_rpp_fluka_digitized,raw_nearest_observed,K1_only,1.0,background_median_constant,24h,86400,0.08147885220466337,0.07824779732529534,,
published_rpp_fluka_digitized,raw_nearest_observed,K1_only,1.0,p95_constant,24h,86400,3.5288930611109635,0.9706626274214621,,
published_rpp_fluka_digitized,raw_nearest_observed,K1_only,1.0,p99_constant,24h,86400,113.94783413418797,1.0,,
published_rpp_fluka_digitized,raw_nearest_observed,K1_only,1.0,max_actual_contiguous_window,24h,86400,1373.8972742426404,1.0,2026-01-19T07:35:00+00:00,2026-01-20T07:30:00+00:00
published_rpp_fluka_digitized,raw_nearest_observed,K1_only,1.0,background_median_constant,7d,604800,0.5703519654326435,0.4346735716817238,,
published_rpp_fluka_digitized,raw_nearest_observed,K1_only,1.0,p95_constant,7d,604800,24.702251427776744,0.9999999999812954,,
published_rpp_fluka_digitized,raw_nearest_observed,K1_only,1.0,p99_constant,7d,604800,797.6348389393158,1.0,,
published_rpp_fluka_digitized,raw_nearest_observed,K1_only,1.0,max_actual_contiguous_window,7d,604800,1417.940128410304,1.0,2026-01-18T21:05:00+00:00,2026-01-25T21:00:00+00:00
published_rpp_fluka_digitized,raw_nearest_observed,K1_only,1.0,background_median_constant,30d,2592000,2.444365566139901,0.9132188256441311,,
published_rpp_fluka_digitized,raw_nearest_observed,K1_only,1.0,p95_constant,30d,2592000,105.8667918333289,1.0,,
published_rpp_fluka_digitized,raw_nearest_observed,K1_only,1.0,p99_constant,30d,2592000,3418.4350240256394,1.0,,
published_rpp_fluka_digitized,raw_nearest_observed,K1_only,1.0,max_actual_contiguous_window,30d,2592000,nan,nan,,
published_rpp_fluka_digitized,raw_nearest_observed,K1_only,1.0,full_valid_Jan_Feb_exposure,Jan-Feb-valid,5091300,1422.3203251933332,1.0,2026-01-01T00:00:00+00:00,2026-02-28T23:55:00+00:00
published_rpp_fluka_digitized,raw_nearest_observed,low_energy_conservative,1.0,background_median_constant,5min,300,0.0004245260229717602,0.00042443592454982935,,
published_rpp_fluka_digitized,raw_nearest_observed,low_energy_conservative,1.0,p95_constant,5min,300,0.028249269254750246,0.02785398951502939,,
published_rpp_fluka_digitized,raw_nearest_observed,low_energy_conservative,1.0,p99_constant,5min,300,0.9081114942624253,0.5967148884156503,,
published_rpp_fluka_digitized,raw_nearest_observed,low_energy_conservative,1.0,max_actual_contiguous_window,5min,300,153.21175159322297,1.0,2026-01-19T19:20:00+00:00,2026-01-19T19:20:00+00:00
published_rpp_fluka_digitized,raw_nearest_observed,low_energy_conservative,1.0,background_median_constant,1h,3600,0.005094312275661122,0.00508135827345952,,
published_rpp_fluka_digitized,raw_nearest_observed,low_energy_conservative,1.0,p95_constant,1h,3600,0.33899123105700296,0.2875113031654328,,
published_rpp_fluka_digitized,raw_nearest_observed,low_energy_conservative,1.0,p99_constant,1h,3600,10.897337931149105,0.9999814925634533,,
published_rpp_fluka_digitized,raw_nearest_observed,low_energy_conservative,1.0,max_actual_contiguous_window,1h,3600,1270.348339469557,1.0,2026-01-19T19:05:00+00:00,2026-01-19T20:00:00+00:00
published_rpp_fluka_digitized,raw_nearest_observed,low_energy_conservative,1.0,background_median_constant,6h,21600,0.030565873653966732,0.030103460666205877,,
published_rpp_fluka_digitized,raw_nearest_observed,low_energy_conservative,1.0,p95_constant,6h,21600,2.033947386342018,0.8691818890131567,,
published_rpp_fluka_digitized,raw_nearest_observed,low_energy_conservative,1.0,p99_constant,6h,21600,65.38402758689463,1.0,,
published_rpp_fluka_digitized,raw_nearest_observed,low_energy_conservative,1.0,max_actual_contiguous_window,6h,21600,2892.128993697408,1.0,2026-01-19T15:55:00+00:00,2026-01-19T21:50:00+00:00
published_rpp_fluka_digitized,raw_nearest_observed,low_energy_conservative,1.0,background_median_constant,24h,86400,0.12226349461586693,0.11508483260174979,,
published_rpp_fluka_digitized,raw_nearest_observed,low_energy_conservative,1.0,p95_constant,24h,86400,8.135789545368072,0.9997071322878787,,
published_rpp_fluka_digitized,raw_nearest_observed,low_energy_conservative,1.0,p99_constant,24h,86400,261.53611034757853,1.0,,
published_rpp_fluka_digitized,raw_nearest_observed,low_energy_conservative,1.0,max_actual_contiguous_window,24h,86400,3163.4380992095453,1.0,2026-01-19T07:45:00+00:00,2026-01-20T07:40:00+00:00
published_rpp_fluka_digitized,raw_nearest_observed,low_energy_conservative,1.0,background_median_constant,7d,604800,0.8558444623110685,0.5750757929485505,,
published_rpp_fluka_digitized,raw_nearest_observed,low_energy_conservative,1.0,p95_constant,7d,604800,56.950526817576495,1.0,,
published_rpp_fluka_digitized,raw_nearest_observed,low_energy_conservative,1.0,p99_constant,7d,604800,1830.7527724330496,1.0,,
published_rpp_fluka_digitized,raw_nearest_observed,low_energy_conservative,1.0,max_actual_contiguous_window,7d,604800,3264.911375314388,1.0,2026-01-18T21:05:00+00:00,2026-01-25T21:00:00+00:00
published_rpp_fluka_digitized,raw_nearest_observed,low_energy_conservative,1.0,background_median_constant,30d,2592000,3.667904838476008,0.9744700967775942,,
published_rpp_fluka_digitized,raw_nearest_observed,low_energy_conservative,1.0,p95_constant,30d,2592000,244.07368636104212,1.0,,
published_rpp_fluka_digitized,raw_nearest_observed,low_energy_conservative,1.0,p99_constant,30d,2592000,7846.083310427355,1.0,,
published_rpp_fluka_digitized,raw_nearest_observed,low_energy_conservative,1.0,max_actual_contiguous_window,30d,2592000,nan,nan,,
published_rpp_fluka_digitized,raw_nearest_observed,low_energy_conservative,1.0,full_valid_Jan_Feb_exposure,Jan-Feb-valid,5091300,3271.6502732670892,1.0,2026-01-01T00:00:00+00:00,2026-02-28T23:55:00+00:00
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,K1_only,1.0,background_median_constant,5min,300,0.00026242360184396243,0.0002623891717823795,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,K1_only,1.0,p95_constant,5min,300,0.009949034864978536,0.00989970694155511,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,K1_only,1.0,p99_constant,5min,300,0.3227711204163449,0.27586042383327514,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,K1_only,1.0,max_actual_contiguous_window,5min,300,53.54456714429426,1.0,2026-01-19T19:20:00+00:00,2026-01-19T19:20:00+00:00
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,K1_only,1.0,background_median_constant,1h,3600,0.003149083222127549,0.0031441300602280853,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,K1_only,1.0,p95_constant,1h,3600,0.11938841837974243,0.11253697314294918,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,K1_only,1.0,p99_constant,1h,3600,3.8732534449961395,0.9792093818601175,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,K1_only,1.0,max_actual_contiguous_window,1h,3600,445.15242875430016,1.0,2026-01-19T19:05:00+00:00,2026-01-19T20:00:00+00:00
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,K1_only,1.0,background_median_constant,6h,21600,0.018894499332765297,0.01871711721915356,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,K1_only,1.0,p95_constant,6h,21600,0.7163305102784546,0.5114583305304975,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,K1_only,1.0,p99_constant,6h,21600,23.239520669976837,0.9999999999192385,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,K1_only,1.0,max_actual_contiguous_window,6h,21600,1015.7957452504075,1.0,2026-01-19T15:55:00+00:00,2026-01-19T21:50:00+00:00
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,K1_only,1.0,background_median_constant,24h,86400,0.07557799733106119,0.07279259198961138,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,K1_only,1.0,p95_constant,24h,86400,2.8653220411138185,0.9430352168244278,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,K1_only,1.0,p99_constant,24h,86400,92.95808267990735,1.0,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,K1_only,1.0,max_actual_contiguous_window,24h,86400,1114.7757611655825,1.0,2026-01-19T07:35:00+00:00,2026-01-20T07:30:00+00:00
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,K1_only,1.0,background_median_constant,7d,604800,0.5290459813174283,0.41083322223882446,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,K1_only,1.0,p95_constant,7d,604800,20.057254287796727,0.9999999980535416,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,K1_only,1.0,p99_constant,7d,604800,650.7065787593514,1.0,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,K1_only,1.0,max_actual_contiguous_window,7d,604800,1150.4766471669086,1.0,2026-01-18T21:05:00+00:00,2026-01-25T21:00:00+00:00
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,K1_only,1.0,background_median_constant,30d,2592000,2.2673399199318354,0.8964126354017079,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,K1_only,1.0,p95_constant,30d,2592000,85.95966123341455,1.0,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,K1_only,1.0,p99_constant,30d,2592000,2788.7424803972203,1.0,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,K1_only,1.0,max_actual_contiguous_window,30d,2592000,nan,nan,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,K1_only,1.0,full_valid_Jan_Feb_exposure,Jan-Feb-valid,5091300,1154.5138564842257,1.0,2026-01-01T00:00:00+00:00,2026-02-28T23:55:00+00:00
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,low_energy_conservative,1.0,background_median_constant,5min,300,0.00040367231743241834,0.00040359085272453893,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,low_energy_conservative,1.0,p95_constant,5min,300,0.025911631168774887,0.02557880573373239,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,low_energy_conservative,1.0,p99_constant,5min,300,0.8333137096220048,0.5653932629794539,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,low_energy_conservative,1.0,max_actual_contiguous_window,5min,300,140.57279438762112,1.0,2026-01-19T19:20:00+00:00,2026-01-19T19:20:00+00:00
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,low_energy_conservative,1.0,background_median_constant,1h,3600,0.00484406780918902,0.004832354234135463,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,low_energy_conservative,1.0,p95_constant,1h,3600,0.31093957402529865,0.26724184784283544,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,low_energy_conservative,1.0,p99_constant,1h,3600,9.999764515464058,0.9999545893779972,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,low_energy_conservative,1.0,max_actual_contiguous_window,1h,3600,1165.7901612817514,1.0,2026-01-19T19:05:00+00:00,2026-01-19T20:00:00+00:00
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,low_energy_conservative,1.0,background_median_constant,6h,21600,0.02906440685513412,0.028646099398104464,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,low_energy_conservative,1.0,p95_constant,6h,21600,1.8656374441517918,0.8452024963350252,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,low_energy_conservative,1.0,p99_constant,6h,21600,59.99858709278435,1.0,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,low_energy_conservative,1.0,max_actual_contiguous_window,6h,21600,2654.5405107172023,1.0,2026-01-19T15:55:00+00:00,2026-01-19T21:50:00+00:00
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,low_energy_conservative,1.0,background_median_constant,24h,86400,0.11625762742053648,0.10975415798863394,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,low_energy_conservative,1.0,p95_constant,24h,86400,7.462549776607167,0.9994258097534677,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,low_energy_conservative,1.0,p99_constant,24h,86400,239.9943483711374,1.0,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,low_energy_conservative,1.0,max_actual_contiguous_window,24h,86400,2904.3107631855823,1.0,2026-01-19T07:45:00+00:00,2026-01-20T07:40:00+00:00
