sigma_model,multiplicity_variant,low_energy_scenario,shield_mm,regime,horizon,duration_s,hazard_upper,F_D_upper,window_start_utc,window_end_utc
published_rpp_fluka_digitized,raw_nearest_observed,low_energy_conservative,3.0,p99_constant,5min,300,0.13609082428361305,0.12723663921813091,,
published_rpp_fluka_digitized,raw_nearest_observed,low_energy_conservative,3.0,max_actual_contiguous_window,5min,300,16.360636802714822,0.9999999215368542,2026-01-19T19:20:00+00:00,2026-01-19T19:20:00+00:00
published_rpp_fluka_digitized,raw_nearest_observed,low_energy_conservative,3.0,background_median_constant,1h,3600,0.0028476510353844732,0.002843600323092091,,
published_rpp_fluka_digitized,raw_nearest_observed,low_energy_conservative,3.0,p95_constant,1h,3600,0.03124771954906926,0.030764555232304022,,
published_rpp_fluka_digitized,raw_nearest_observed,low_energy_conservative,3.0,p99_constant,1h,3600,1.6330898914033565,0.8046748926306047,,
published_rpp_fluka_digitized,raw_nearest_observed,low_energy_conservative,3.0,max_actual_contiguous_window,1h,3600,147.2097197748176,1.0,2026-01-19T19:05:00+00:00,2026-01-19T20:00:00+00:00
published_rpp_fluka_digitized,raw_nearest_observed,low_energy_conservative,3.0,background_median_constant,6h,21600,0.01708590621230684,0.016940769887554732,,
published_rpp_fluka_digitized,raw_nearest_observed,low_energy_conservative,3.0,p95_constant,6h,21600,0.18748631729441556,0.17095953838065037,,
published_rpp_fluka_digitized,raw_nearest_observed,low_energy_conservative,3.0,p99_constant,6h,21600,9.798539348420139,0.9999444673459196,,
published_rpp_fluka_digitized,raw_nearest_observed,low_energy_conservative,3.0,max_actual_contiguous_window,6h,21600,354.7289315455157,1.0,2026-01-19T15:50:00+00:00,2026-01-19T21:45:00+00:00
published_rpp_fluka_digitized,raw_nearest_observed,low_energy_conservative,3.0,background_median_constant,24h,86400,0.06834362484922736,0.06606050638565444,,
published_rpp_fluka_digitized,raw_nearest_observed,low_energy_conservative,3.0,p95_constant,24h,86400,0.7499452691776622,0.5276075935416178,,
published_rpp_fluka_digitized,raw_nearest_observed,low_energy_conservative,3.0,p99_constant,24h,86400,39.194157393680555,1.0,,
published_rpp_fluka_digitized,raw_nearest_observed,low_energy_conservative,3.0,max_actual_contiguous_window,24h,86400,407.30047059142447,1.0,2026-01-19T07:30:00+00:00,2026-01-20T07:25:00+00:00
published_rpp_fluka_digitized,raw_nearest_observed,low_energy_conservative,3.0,background_median_constant,7d,604800,0.47840537394459154,0.3802290929250993,,
published_rpp_fluka_digitized,raw_nearest_observed,low_energy_conservative,3.0,p95_constant,7d,604800,5.249616884243635,0.9947504708086796,,
published_rpp_fluka_digitized,raw_nearest_observed,low_energy_conservative,3.0,p99_constant,7d,604800,274.3591017557639,1.0,,
published_rpp_fluka_digitized,raw_nearest_observed,low_energy_conservative,3.0,max_actual_contiguous_window,7d,604800,418.4971490301935,1.0,2026-01-18T21:15:00+00:00,2026-01-25T21:10:00+00:00
published_rpp_fluka_digitized,raw_nearest_observed,low_energy_conservative,3.0,background_median_constant,30d,2592000,2.050308745476821,0.8713048365962708,,
published_rpp_fluka_digitized,raw_nearest_observed,low_energy_conservative,3.0,p95_constant,30d,2592000,22.498358075329868,0.9999999998305322,,
published_rpp_fluka_digitized,raw_nearest_observed,low_energy_conservative,3.0,p99_constant,30d,2592000,1175.8247218104166,1.0,,
published_rpp_fluka_digitized,raw_nearest_observed,low_energy_conservative,3.0,max_actual_contiguous_window,30d,2592000,nan,nan,,
published_rpp_fluka_digitized,raw_nearest_observed,low_energy_conservative,3.0,full_valid_Jan_Feb_exposure,Jan-Feb-valid,5091300,422.03819279125355,1.0,2026-01-01T00:00:00+00:00,2026-02-28T23:55:00+00:00
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,K1_only,3.0,background_median_constant,5min,300,0.0001958907444093144,0.00019587155907020568,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,K1_only,3.0,p95_constant,5min,300,0.0010624585338759394,0.001061894324641832,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,K1_only,3.0,p99_constant,5min,300,0.05409979076054924,0.052662433751477944,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,K1_only,3.0,max_actual_contiguous_window,5min,300,6.170768562197338,0.997910370626945,2026-01-19T19:20:00+00:00,2026-01-19T19:20:00+00:00
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,K1_only,3.0,background_median_constant,1h,3600,0.002350688932911773,0.0023479282272925134,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,K1_only,3.0,p95_constant,1h,3600,0.012749502406511274,0.012668571807439782,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,K1_only,3.0,p99_constant,1h,3600,0.6491974891265909,0.4775351076768114,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,K1_only,3.0,max_actual_contiguous_window,1h,3600,55.599369119721956,1.0,2026-01-19T19:05:00+00:00,2026-01-19T20:00:00+00:00
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,K1_only,3.0,background_median_constant,6h,21600,0.014104133597470637,0.014005136275539435,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,K1_only,3.0,p95_constant,6h,21600,0.07649701443906765,0.07364432002397886,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,K1_only,3.0,p99_constant,6h,21600,3.8951849347595457,0.9796603874000425,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,K1_only,3.0,max_actual_contiguous_window,6h,21600,134.3977031956363,1.0,2026-01-19T15:50:00+00:00,2026-01-19T21:45:00+00:00
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,K1_only,3.0,background_median_constant,24h,86400,0.05641653438988255,0.054854631662125036,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,K1_only,3.0,p95_constant,24h,86400,0.3059880577562706,0.26360458638290035,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,K1_only,3.0,p99_constant,24h,86400,15.580739739038183,0.9999998288524418,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,K1_only,3.0,max_actual_contiguous_window,24h,86400,155.5876796949347,1.0,2026-01-19T07:30:00+00:00,2026-01-20T07:25:00+00:00
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,K1_only,3.0,background_median_constant,7d,604800,0.39491574072917784,0.3262631945707529,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,K1_only,3.0,p95_constant,7d,604800,2.141916404293894,0.8825704153126251,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,K1_only,3.0,p99_constant,7d,604800,109.06517817326728,1.0,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,K1_only,3.0,max_actual_contiguous_window,7d,604800,160.01230063387675,1.0,2026-01-18T21:15:00+00:00,2026-01-25T21:10:00+00:00
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,K1_only,3.0,background_median_constant,30d,2592000,1.6924960316964766,0.8159404682710611,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,K1_only,3.0,p95_constant,30d,2592000,9.179641732688117,0.9998968825298485,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,K1_only,3.0,p99_constant,30d,2592000,467.42219217114547,1.0,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,K1_only,3.0,max_actual_contiguous_window,30d,2592000,nan,nan,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,K1_only,3.0,full_valid_Jan_Feb_exposure,Jan-Feb-valid,5091300,162.91411053944253,1.0,2026-01-01T00:00:00+00:00,2026-02-28T23:55:00+00:00
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,low_energy_conservative,3.0,background_median_constant,5min,300,0.00023200761854867875,0.00023198070686242543,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,low_energy_conservative,3.0,p95_constant,5min,300,0.0024159243406310952,0.002413008344169573,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,low_energy_conservative,3.0,p99_constant,5min,300,0.12637663496757442,0.11871713767341335,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,low_energy_conservative,3.0,max_actual_contiguous_window,5min,300,15.119505590436262,0.9999997285548083,2026-01-19T19:20:00+00:00,2026-01-19T19:20:00+00:00
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,low_energy_conservative,3.0,background_median_constant,1h,3600,0.002784091422584145,0.0027802194342162164,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,low_energy_conservative,3.0,p95_constant,1h,3600,0.028991092087573143,0.028574882202058196,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,low_energy_conservative,3.0,p99_constant,1h,3600,1.516519619610893,0.7805255863137366,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,low_energy_conservative,3.0,max_actual_contiguous_window,1h,3600,136.059423551928,1.0,2026-01-19T19:05:00+00:00,2026-01-19T20:00:00+00:00
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,low_energy_conservative,3.0,background_median_constant,6h,21600,0.016704548535504873,0.01656580120935275,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,low_energy_conservative,3.0,p95_constant,6h,21600,0.17394655252543886,0.15965818939427606,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,low_energy_conservative,3.0,p99_constant,6h,21600,9.099117717665358,0.9998882356272654,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,low_energy_conservative,3.0,max_actual_contiguous_window,6h,21600,327.934810527599,1.0,2026-01-19T15:50:00+00:00,2026-01-19T21:45:00+00:00
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,low_energy_conservative,3.0,background_median_constant,24h,86400,0.06681819414201949,0.06463475924065196,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,low_energy_conservative,3.0,p95_constant,24h,86400,0.6957862101017555,0.5013177751822862,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,low_energy_conservative,3.0,p99_constant,24h,86400,36.39647087066143,0.9999999999999999,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,low_energy_conservative,3.0,max_actual_contiguous_window,24h,86400,376.7907639000813,1.0,2026-01-19T07:30:00+00:00,2026-01-20T07:25:00+00:00
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,low_energy_conservative,3.0,background_median_constant,7d,604800,0.46772735899413637,0.3735757106740244,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,low_energy_conservative,3.0,p95_constant,7d,604800,4.870503470712288,0.992330497054422,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,low_energy_conservative,3.0,p99_constant,7d,604800,254.77529609463002,1.0,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,low_energy_conservative,3.0,max_actual_contiguous_window,7d,604800,387.16328047073256,1.0,2026-01-18T21:15:00+00:00,2026-01-25T21:10:00+00:00
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,low_energy_conservative,3.0,background_median_constant,30d,2592000,2.0045458242605845,0.8652785309744571,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,low_energy_conservative,3.0,p95_constant,30d,2592000,20.87358630305266,0.9999999991395678,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,low_energy_conservative,3.0,p99_constant,30d,2592000,1091.894126119843,1.0,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,low_energy_conservative,3.0,max_actual_contiguous_window,30d,2592000,nan,nan,,
published_rpp_fluka_digitized,false_mcu_aware_logE_linear,low_energy_conservative,3.0,full_valid_Jan_Feb_exposure,Jan-Feb-valid,5091300,390.6250007646273,1.0,2026-01-01T00:00:00+00:00,2026-02-28T23:55:00+00:00
main_loglog,nominal_logE_linear,K1_only,5.0,background_median_constant,5min,300,0.00020901746022961533,0.0002089956176021316,,
main_loglog,nominal_logE_linear,K1_only,5.0,p95_constant,5min,300,0.0004338120529682062,0.00043371797012480495,,
main_loglog,nominal_logE_linear,K1_only,5.0,p99_constant,5min,300,0.02080809160154368,0.02059309705441224,,
main_loglog,nominal_logE_linear,K1_only,5.0,max_actual_contiguous_window,5min,300,1.993502723773588,0.8637825432860193,2026-01-19T19:15:00+00:00,2026-01-19T19:15:00+00:00
main_loglog,nominal_logE_linear,K1_only,5.0,background_median_constant,1h,3600,0.002508209522755384,0.0025050665935078646,,
main_loglog,nominal_logE_linear,K1_only,5.0,p95_constant,1h,3600,0.0052057446356184745,0.005192218228864731,,
main_loglog,nominal_logE_linear,K1_only,5.0,p99_constant,1h,3600,0.24969709921852415,0.22096328183213015,,
main_loglog,nominal_logE_linear,K1_only,5.0,max_actual_contiguous_window,1h,3600,18.103039936970056,0.9999999862611731,2026-01-19T19:05:00+00:00,2026-01-19T20:00:00+00:00
main_loglog,nominal_logE_linear,K1_only,5.0,background_median_constant,6h,21600,0.015049257136532304,0.014936582995194035,,
main_loglog,nominal_logE_linear,K1_only,5.0,p95_constant,6h,21600,0.031234467813710847,0.030751711095586606,,
main_loglog,nominal_logE_linear,K1_only,5.0,p99_constant,6h,21600,1.498182595311145,0.7764639533339802,,
main_loglog,nominal_logE_linear,K1_only,5.0,max_actual_contiguous_window,6h,21600,44.49752859230887,1.0,2026-01-19T15:50:00+00:00,2026-01-19T21:45:00+00:00
main_loglog,nominal_logE_linear,K1_only,5.0,background_median_constant,24h,86400,0.06019702854612922,0.05842100263403357,,
main_loglog,nominal_logE_linear,K1_only,5.0,p95_constant,24h,86400,0.12493787125484339,0.11744826728699652,,
main_loglog,nominal_logE_linear,K1_only,5.0,p99_constant,24h,86400,5.99273038124458,0.9975031625832663,,
main_loglog,nominal_logE_linear,K1_only,5.0,max_actual_contiguous_window,24h,86400,54.38717550891051,1.0,2026-01-19T04:00:00+00:00,2026-01-20T03:55:00+00:00
main_loglog,nominal_logE_linear,K1_only,5.0,background_median_constant,7d,604800,0.4213791998229045,0.34385875441501523,,
main_loglog,nominal_logE_linear,K1_only,5.0,p95_constant,7d,604800,0.8745650987839038,0.5829566470940266,,
main_loglog,nominal_logE_linear,K1_only,5.0,p99_constant,7d,604800,41.94911266871206,1.0,,
main_loglog,nominal_logE_linear,K1_only,5.0,max_actual_contiguous_window,7d,604800,55.997292675477695,1.0,2026-01-18T21:20:00+00:00,2026-01-25T21:15:00+00:00
main_loglog,nominal_logE_linear,K1_only,5.0,background_median_constant,30d,2592000,1.8059108563838764,0.8356752878234284,,
main_loglog,nominal_logE_linear,K1_only,5.0,p95_constant,30d,2592000,3.7481361376453015,0.9764383794273078,,
main_loglog,nominal_logE_linear,K1_only,5.0,p99_constant,30d,2592000,179.78191143733738,1.0,,
main_loglog,nominal_logE_linear,K1_only,5.0,max_actual_contiguous_window,30d,2592000,nan,nan,,
main_loglog,nominal_logE_linear,K1_only,5.0,full_valid_Jan_Feb_exposure,Jan-Feb-valid,5091300,59.09074794153624,1.0,2026-01-01T00:00:00+00:00,2026-02-28T23:55:00+00:00
main_loglog,nominal_logE_linear,low_energy_conservative,5.0,background_median_constant,5min,300,0.0002134555488128965,0.000213432768798106,,
main_loglog,nominal_logE_linear,low_energy_conservative,5.0,p95_constant,5min,300,0.0006727869089463102,0.0006725606385806437,,
main_loglog,nominal_logE_linear,low_energy_conservative,5.0,p99_constant,5min,300,0.03960612540076035,0.038832055755499584,,
main_loglog,nominal_logE_linear,low_energy_conservative,5.0,max_actual_contiguous_window,5min,300,3.8952864459352696,0.9796624519932398,2026-01-19T19:15:00+00:00,2026-01-19T19:15:00+00:00
main_loglog,nominal_logE_linear,low_energy_conservative,5.0,background_median_constant,1h,3600,0.002561466585754758,0.002558188829438162,,
main_loglog,nominal_logE_linear,low_energy_conservative,5.0,p95_constant,1h,3600,0.008073442907355722,0.008040940195579214,,
main_loglog,nominal_logE_linear,low_energy_conservative,5.0,p99_constant,1h,3600,0.47527350480912417,0.3782850088307473,,
main_loglog,nominal_logE_linear,low_energy_conservative,5.0,max_actual_contiguous_window,1h,3600,35.40951114043311,0.9999999999999996,2026-01-19T19:05:00+00:00,2026-01-19T20:00:00+00:00
main_loglog,nominal_logE_linear,low_energy_conservative,5.0,background_median_constant,6h,21600,0.015368799514528549,0.01525130221619879,,
main_loglog,nominal_logE_linear,low_energy_conservative,5.0,p95_constant,6h,21600,0.04844065744413434,0.04728612589534337,,
main_loglog,nominal_logE_linear,low_energy_conservative,5.0,p99_constant,6h,21600,2.851641028854745,0.9422505254807123,,
main_loglog,nominal_logE_linear,low_energy_conservative,5.0,max_actual_contiguous_window,6h,21600,86.68459541490165,1.0,2026-01-19T15:50:00+00:00,2026-01-19T21:45:00+00:00
main_loglog,nominal_logE_linear,low_energy_conservative,5.0,background_median_constant,24h,86400,0.061475198058114196,0.059623731392233946,,
main_loglog,nominal_logE_linear,low_energy_conservative,5.0,p95_constant,24h,86400,0.19376262977653735,0.176146560664447,,
main_loglog,nominal_logE_linear,low_energy_conservative,5.0,p99_constant,24h,86400,11.40656411541898,0.9999888777629456,,
main_loglog,nominal_logE_linear,low_energy_conservative,5.0,max_actual_contiguous_window,24h,86400,105.20628097544835,1.0,2026-01-19T04:00:00+00:00,2026-01-20T03:55:00+00:00
main_loglog,nominal_logE_linear,low_energy_conservative,5.0,background_median_constant,7d,604800,0.4303263864067994,0.34970318795772526,,
main_loglog,nominal_logE_linear,low_energy_conservative,5.0,p95_constant,7d,604800,1.3563384084357615,0.7423977134508047,,
main_loglog,nominal_logE_linear,low_energy_conservative,5.0,p99_constant,7d,604800,79.84594880793286,1.0,,
main_loglog,nominal_logE_linear,low_energy_conservative,5.0,max_actual_contiguous_window,7d,604800,108.05348565135274,1.0,2026-01-18T21:20:00+00:00,2026-01-25T21:15:00+00:00
main_loglog,nominal_logE_linear,low_energy_conservative,5.0,background_median_constant,30d,2592000,1.8442559417434259,0.8418570553115438,,
main_loglog,nominal_logE_linear,low_energy_conservative,5.0,p95_constant,30d,2592000,5.81287889329612,0.9970111867995363,,
main_loglog,nominal_logE_linear,low_energy_conservative,5.0,p99_constant,30d,2592000,342.19692346256943,1.0,,
main_loglog,nominal_logE_linear,low_energy_conservative,5.0,max_actual_contiguous_window,30d,2592000,nan,nan,,
main_loglog,nominal_logE_linear,low_energy_conservative,5.0,full_valid_Jan_Feb_exposure,Jan-Feb-valid,5091300,111.2111610063347,1.0,2026-01-01T00:00:00+00:00,2026-02-28T23:55:00+00:00
main_loglog,raw_nearest_observed,K1_only,5.0,background_median_constant,5min,300,0.00020873134572309035,0.0002087095628513624,,
main_loglog,raw_nearest_observed,K1_only,5.0,p95_constant,5min,300,0.0004269146499506645,0.00042682353485807716,,
main_loglog,raw_nearest_observed,K1_only,5.0,p99_constant,5min,300,0.020272314146948186,0.020068212318791002,,
main_loglog,raw_nearest_observed,K1_only,5.0,max_actual_contiguous_window,5min,300,1.9413638913106865,0.8564919131924467,2026-01-19T19:15:00+00:00,2026-01-19T19:15:00+00:00
main_loglog,raw_nearest_observed,K1_only,5.0,background_median_constant,1h,3600,0.0025047761486770843,0.0025016418143810008,,
main_loglog,raw_nearest_observed,K1_only,5.0,p95_constant,1h,3600,0.005122975799407974,0.005109875738865359,,
main_loglog,raw_nearest_observed,K1_only,5.0,p99_constant,1h,3600,0.24326776976337822,0.21593846231223268,,
main_loglog,raw_nearest_observed,K1_only,5.0,max_actual_contiguous_window,1h,3600,17.629416161091125,0.9999999779381543,2026-01-19T19:05:00+00:00,2026-01-19T20:00:00+00:00
main_loglog,raw_nearest_observed,K1_only,5.0,background_median_constant,6h,21600,0.015028656892062507,0.01491629023896833,,
main_loglog,raw_nearest_observed,K1_only,5.0,p95_constant,6h,21600,0.030737854796447844,0.03027025023838729,,
main_loglog,raw_nearest_observed,K1_only,5.0,p99_constant,6h,21600,1.4596066185802692,0.7676723498632597,,
main_loglog,raw_nearest_observed,K1_only,5.0,max_actual_contiguous_window,6h,21600,43.335450518224405,1.0,2026-01-19T15:50:00+00:00,2026-01-19T21:45:00+00:00
main_loglog,raw_nearest_observed,K1_only,5.0,background_median_constant,24h,86400,0.06011462756825003,0.058343412407188724,,
main_loglog,raw_nearest_observed,K1_only,5.0,p95_constant,24h,86400,0.12295141918579137,0.11569337814698658,,
main_loglog,raw_nearest_observed,K1_only,5.0,p99_constant,24h,86400,5.838426474321077,0.9970865766326077,,
main_loglog,raw_nearest_observed,K1_only,5.0,max_actual_contiguous_window,24h,86400,52.97224670919813,1.0,2026-01-19T04:00:00+00:00,2026-01-20T03:55:00+00:00
main_loglog,raw_nearest_observed,K1_only,5.0,background_median_constant,7d,604800,0.4208023929777502,0.34348017848107487,,
main_loglog,raw_nearest_observed,K1_only,5.0,p95_constant,7d,604800,0.8606599343005396,0.5771170847289738,,
main_loglog,raw_nearest_observed,K1_only,5.0,p99_constant,7d,604800,40.86898532024754,1.0,,
main_loglog,raw_nearest_observed,K1_only,5.0,max_actual_contiguous_window,7d,604800,54.54789006499899,1.0,2026-01-18T21:20:00+00:00,2026-01-25T21:15:00+00:00
main_loglog,raw_nearest_observed,K1_only,5.0,background_median_constant,30d,2592000,1.8034388270475008,0.8352685698119271,,
main_loglog,raw_nearest_observed,K1_only,5.0,p95_constant,30d,2592000,3.688542575573741,0.9749915766177464,,
main_loglog,raw_nearest_observed,K1_only,5.0,p99_constant,30d,2592000,175.15279422963232,1.0,,
main_loglog,raw_nearest_observed,K1_only,5.0,max_actual_contiguous_window,30d,2592000,nan,nan,,
main_loglog,raw_nearest_observed,K1_only,5.0,full_valid_Jan_Feb_exposure,Jan-Feb-valid,5091300,57.63718560574965,1.0,2026-01-01T00:00:00+00:00,2026-02-28T23:55:00+00:00
main_loglog,raw_nearest_observed,low_energy_conservative,5.0,background_median_constant,5min,300,0.00021316611223574268,0.0002131433939543244,,
main_loglog,raw_nearest_observed,low_energy_conservative,5.0,p95_constant,5min,300,0.0006665329780635263,0.0006663108943028938,,
main_loglog,raw_nearest_observed,low_energy_conservative,5.0,p99_constant,5min,300,0.03906853835449217,0.038315205405806574,,
main_loglog,raw_nearest_observed,low_energy_conservative,5.0,max_actual_contiguous_window,5min,300,3.843147613472368,0.9785739458420869,2026-01-19T19:15:00+00:00,2026-01-19T19:15:00+00:00
main_loglog,raw_nearest_observed,low_energy_conservative,5.0,background_median_constant,1h,3600,0.002557993346828912,0.002554724469697067,,
main_loglog,raw_nearest_observed,low_energy_conservative,5.0,p95_constant,1h,3600,0.007998395736762315,0.007966493681331208,,
main_loglog,raw_nearest_observed,low_energy_conservative,5.0,p99_constant,1h,3600,0.46882246025390606,0.37426133322083904,,
main_loglog,raw_nearest_observed,low_energy_conservative,5.0,max_actual_contiguous_window,1h,3600,34.93588736455419,0.9999999999999993,2026-01-19T19:05:00+00:00,2026-01-19T20:00:00+00:00
main_loglog,raw_nearest_observed,low_energy_conservative,5.0,background_median_constant,6h,21600,0.015347960080973473,0.015230780397312078,,
main_loglog,raw_nearest_observed,low_energy_conservative,5.0,p95_constant,6h,21600,0.04799037442057389,0.04685703841336912,,
main_loglog,raw_nearest_observed,low_energy_conservative,5.0,p99_constant,6h,21600,2.812934761523436,0.939971435888724,,
main_loglog,raw_nearest_observed,low_energy_conservative,5.0,max_actual_contiguous_window,6h,21600,85.52251734081719,1.0,2026-01-19T15:50:00+00:00,2026-01-19T21:45:00+00:00
main_loglog,raw_nearest_observed,low_energy_conservative,5.0,background_median_constant,24h,86400,0.061391840323893894,0.05954534048996966,,
main_loglog,raw_nearest_observed,low_energy_conservative,5.0,p95_constant,24h,86400,0.19196149768229556,0.17466135466932625,,
main_loglog,raw_nearest_observed,low_energy_conservative,5.0,p99_constant,24h,86400,11.251739046093745,0.9999870153029786,,
main_loglog,raw_nearest_observed,low_energy_conservative,5.0,max_actual_contiguous_window,24h,86400,103.79135217573592,1.0,2026-01-19T04:00:00+00:00,2026-01-20T03:55:00+00:00
main_loglog,raw_nearest_observed,low_energy_conservative,5.0,background_median_constant,7d,604800,0.42974288226725726,0.3493236263488519,,
main_loglog,raw_nearest_observed,low_energy_conservative,5.0,p95_constant,7d,604800,1.3437304837760689,0.7391293227128403,,
main_loglog,raw_nearest_observed,low_energy_conservative,5.0,p99_constant,7d,604800,78.76217332265621,1.0,,
main_loglog,raw_nearest_observed,low_energy_conservative,5.0,max_actual_contiguous_window,7d,604800,106.604083040874,1.0,2026-01-18T21:20:00+00:00,2026-01-25T21:15:00+00:00
main_loglog,raw_nearest_observed,low_energy_conservative,5.0,background_median_constant,30d,2592000,1.8417552097168168,0.8414610872863721,,
main_loglog,raw_nearest_observed,low_energy_conservative,5.0,p95_constant,30d,2592000,5.758844930468867,0.9968452465456655,,
main_loglog,raw_nearest_observed,low_energy_conservative,5.0,p99_constant,30d,2592000,337.55217138281233,1.0,,
main_loglog,raw_nearest_observed,low_energy_conservative,5.0,max_actual_contiguous_window,30d,2592000,nan,nan,,
main_loglog,raw_nearest_observed,low_energy_conservative,5.0,full_valid_Jan_Feb_exposure,Jan-Feb-valid,5091300,109.75759867054809,1.0,2026-01-01T00:00:00+00:00,2026-02-28T23:55:00+00:00
main_loglog,false_mcu_aware_logE_linear,K1_only,5.0,background_median_constant,5min,300,0.00020835707658741677,0.00020833537175921245,,
main_loglog,false_mcu_aware_logE_linear,K1_only,5.0,p95_constant,5min,300,0.0004015512320747737,0.00040147062116894724,,
main_loglog,false_mcu_aware_logE_linear,K1_only,5.0,p99_constant,5min,300,0.018255966987341103,0.018090336269828183,,
main_loglog,false_mcu_aware_logE_linear,K1_only,5.0,max_actual_contiguous_window,5min,300,1.7368184971561114,0.8239202914812139,2026-01-19T19:15:00+00:00,2026-01-19T19:15:00+00:00
main_loglog,false_mcu_aware_logE_linear,K1_only,5.0,background_median_constant,1h,3600,0.002500284919049001,0.002497161810140397,,
main_loglog,false_mcu_aware_logE_linear,K1_only,5.0,p95_constant,1h,3600,0.004818614784897285,0.0048070238855078135,,
main_loglog,false_mcu_aware_logE_linear,K1_only,5.0,p99_constant,1h,3600,0.21907160384809324,0.19673580071333946,,
main_loglog,false_mcu_aware_logE_linear,K1_only,5.0,max_actual_contiguous_window,1h,3600,15.767186595996144,0.9999998579641854,2026-01-19T19:05:00+00:00,2026-01-19T20:00:00+00:00
main_loglog,false_mcu_aware_logE_linear,K1_only,5.0,background_median_constant,6h,21600,0.015001709514294007,0.014889744458439822,,
main_loglog,false_mcu_aware_logE_linear,K1_only,5.0,p95_constant,6h,21600,0.02891168870938371,0.02849774470359852,,
main_loglog,false_mcu_aware_logE_linear,K1_only,5.0,p99_constant,6h,21600,1.3144296230885595,0.7313725015258171,,
main_loglog,false_mcu_aware_logE_linear,K1_only,5.0,max_actual_contiguous_window,6h,21600,38.80349392424879,1.0,2026-01-19T15:50:00+00:00,2026-01-19T21:45:00+00:00
main_loglog,false_mcu_aware_logE_linear,K1_only,5.0,background_median_constant,24h,86400,0.06000683805717603,0.05824190623346035,,
main_loglog,false_mcu_aware_logE_linear,K1_only,5.0,p95_constant,24h,86400,0.11564675483753484,0.10921016507335594,,
main_loglog,false_mcu_aware_logE_linear,K1_only,5.0,p99_constant,24h,86400,5.257718492354238,0.9947928286220675,,
main_loglog,false_mcu_aware_logE_linear,K1_only,5.0,max_actual_contiguous_window,24h,86400,47.52796652268551,1.0,2026-01-19T04:00:00+00:00,2026-01-20T03:55:00+00:00
main_loglog,false_mcu_aware_logE_linear,K1_only,5.0,background_median_constant,7d,604800,0.42004786640023223,0.34298462989829354,,
main_loglog,false_mcu_aware_logE_linear,K1_only,5.0,p95_constant,7d,604800,0.8095272838627439,0.5549315924784205,,
main_loglog,false_mcu_aware_logE_linear,K1_only,5.0,p99_constant,7d,604800,36.80402944647967,0.9999999999999999,,
main_loglog,false_mcu_aware_logE_linear,K1_only,5.0,max_actual_contiguous_window,7d,604800,48.97111012992761,1.0,2026-01-18T21:20:00+00:00,2026-01-25T21:15:00+00:00
