timestamp_utc,computed_s_1,reference_s_1,relative_error
2026-01-19T19:15:00+00:00,0.3181240642606849,0.31812406,1.339315522375442e-08
2026-01-19T19:20:00+00:00,0.31687099803543617,0.316871,6.199885268567181e-09
2026-01-19T19:25:00+00:00,0.2683329396437857,0.26833294,1.3275087874266032e-09
2026-01-19T19:30:00+00:00,0.2948368407948322,0.29483684,2.695837467452411e-09
2026-01-19T19:35:00+00:00,0.2726676528645663,0.27266765,1.0505706512606055e-08
2026-01-19T19:40:00+00:00,0.24216116373108834,0.24216116,1.540745987069641e-08
2026-01-19T19:45:00+00:00,0.1988550394571203,0.19885504,2.730027428047574e-09
2026-01-19T19:50:00+00:00,0.196360406760324,0.19636041,1.649862107992586e-08
2026-01-19T19:55:00+00:00,0.20453891861946125,0.20453892,6.7495162614415115e-09
2026-01-19T20:00:00+00:00,0.174207438187037,0.17420744,1.0406920634077905e-08
2026-01-19T20:05:00+00:00,0.15877367199394388,0.15877367,1.2558403865866652e-08
2026-01-19T20:10:00+00:00,0.1331738816317018,0.13317388,1.2252416175395832e-08
2026-01-19T20:15:00+00:00,0.12150739953258076,0.1215074,3.846837659274302e-09
2026-01-19T20:20:00+00:00,0.12233628459157662,0.12233628,3.753241980970416e-08
2026-01-19T20:25:00+00:00,0.12313351761423182,0.12313352,1.9375456660666256e-08
2026-01-19T20:30:00+00:00,0.1099632165612211,0.10996322,3.127208261564103e-08
2026-01-19T20:35:00+00:00,0.11434206143774353,0.11434206,1.2574056609942417e-08
2026-01-19T20:40:00+00:00,0.08791477600790312,0.087914776,8.989527085633678e-11
2026-01-19T20:45:00+00:00,0.07340032122254196,0.073400321,3.0318935128974128e-09
2026-01-19T20:50:00+00:00,0.0750172251883893,0.075017225,2.5112804463075846e-09
2026-01-19T20:55:00+00:00,0.05646914831423257,0.056469148,5.56467702540256e-09
2026-01-19T21:00:00+00:00,0.058184060016209876,0.05818406,2.785964699109126e-10
2026-01-19T21:05:00+00:00,0.061462164790014755,0.061462165,3.416496058515942e-09
2026-01-19T21:10:00+00:00,0.07565271302261367,0.075652713,2.9891426129809987e-10
2026-01-19T21:15:00+00:00,0.07139307876181258,0.071393079,3.336281577609712e-09
2026-01-19T21:20:00+00:00,0.06321744661872122,0.063217447,6.031226987754131e-09
2026-01-19T21:25:00+00:00,0.06330435053665463,0.063304351,7.319328841683745e-09
2026-01-19T21:30:00+00:00,0.04705494540052985,0.047054945,8.511960907406889e-09
2026-01-19T21:35:00+00:00,0.02735886551766132,0.027358866,1.7630068417818948e-08
2026-01-19T21:40:00+00:00,0.032540015916941056,0.032540016,2.552516927740117e-09
2026-01-19T21:45:00+00:00,0.024325240862956614,0.024325241,5.633793599624092e-09
2026-01-19T21:50:00+00:00,0.018084140755044307,0.018084141,1.3545332046301382e-08
2026-01-19T21:55:00+00:00,0.005044763716435452,0.0050447637,3.2579230535080027e-09
2026-01-19T22:00:00+00:00,0.006334172311574168,0.0063341723,1.8272581311725954e-09
2026-01-19T22:05:00+00:00,0.003982954512050382,0.0039829545,3.0254881209321275e-09
2026-01-19T22:10:00+00:00,0.003037019291630835,0.0030370193,2.7557166779390325e-09
2026-01-19T22:15:00+00:00,0.0027274582207007804,0.0027274582,7.589770028183378e-09
2026-01-19T22:20:00+00:00,0.0024893200188976393,0.00248932,7.59148646856683e-09
2026-01-19T22:25:00+00:00,0.002548050787075744,0.0025480508,5.072212786951207e-09
2026-01-19T22:30:00+00:00,0.0018546729334817237,0.0018546729,1.8052630028162622e-08
2026-01-19T22:35:00+00:00,0.0032906295256711045,0.0032906295,7.801274669482066e-09
2026-01-19T22:40:00+00:00,0.004179354239969813,0.0041793542,9.563633790503012e-09
2026-01-19T22:45:00+00:00,0.004468232377613655,0.0044682324,5.01011213776561e-09
2026-01-19T22:50:00+00:00,0.004034293439512916,0.0040342934,9.794259479572675e-09
2026-01-19T22:55:00+00:00,0.003615599542407429,0.0036155995,1.1729017312566984e-08
2026-01-19T23:00:00+00:00,0.0023979172045927675,0.0023979172,1.915315329696649e-09
2026-01-19T23:05:00+00:00,0.002131480553815998,0.0021314806,2.1667568513309448e-08
2026-01-19T23:10:00+00:00,0.0019749480590332824,0.0019749481,2.074318683694118e-08
2026-01-19T23:15:00+00:00,0.001717602772755648,0.0017176028,1.5861846497186222e-08
2026-01-19T23:20:00+00:00,0.0018196345605434657,0.0018196346,2.1683767935557654e-08
2026-01-19T23:25:00+00:00,0.0018221112208488808,0.0018221112,1.1442156099760008e-08
2026-01-19T23:30:00+00:00,0.001827163183077227,0.0018271632,9.26177425130221e-09
2026-01-19T23:35:00+00:00,0.0017868940017583767,0.001786894,9.840408258196542e-10
2026-01-19T23:40:00+00:00,0.0017415073194039642,0.0017415073,1.1142051550727767e-08
2026-01-19T23:45:00+00:00,0.001713883509844633,0.0017138835,5.744050235248231e-09
2026-01-19T23:50:00+00:00,0.0017218961429340451,0.0017218961,2.493416717068061e-08
2026-01-19T23:55:00+00:00,0.0017278671386890872,0.0017278671,2.2391240221616743e-08
2026-01-20T00:00:00+00:00,0.0016184667465911212,0.0016184667,2.8787197878152724e-08
2026-01-20T00:05:00+00:00,0.00154205037028085,0.0015420504,1.927248947306079e-08
2026-01-20T00:10:00+00:00,0.0012484674518748393,0.0012484675,3.854738770333589e-08
2026-01-20T00:15:00+00:00,0.001371725325780792,0.0013717253,1.879442771650285e-08
2026-01-20T00:20:00+00:00,0.001510336600048551,0.0015103366,3.214581899476573e-11
2026-01-20T00:25:00+00:00,0.0014696973477513332,0.0014696973,3.2490590592669904e-08
2026-01-20T00:30:00+00:00,0.0013248547828180498,0.0013248548,1.2968930701037251e-08
2026-01-20T00:35:00+00:00,0.001324112018670681,0.001324112,1.4100530093830797e-08
2026-01-20T00:40:00+00:00,0.0013083614565888228,0.0013083615,3.317980329880007e-08
2026-01-20T00:45:00+00:00,0.0010445318860002322,0.0010445319,1.3402910631981098e-08
2026-01-20T00:50:00+00:00,0.0011547380232695861,0.001154738,2.0151398956095454e-08
2026-01-20T00:55:00+00:00,0.0011380314768891097,0.0011380315,2.0307777395946313e-08
2026-01-20T01:00:00+00:00,0.0011087205555918446,0.0011087206,4.005351351663574e-08
2026-01-20T01:05:00+00:00,0.001087243298997119,0.0010872433,9.224070987762589e-10
2026-01-20T01:10:00+00:00,0.0010501081747869543,0.0010501082,2.4009950238459553e-08
2026-01-20T01:15:00+00:00,0.0009839206711625204,0.00098392067,1.1815184081626549e-09
2026-01-20T01:20:00+00:00,0.0010060605922703417,0.0010060606,7.683094116092582e-09
2026-01-20T01:25:00+00:00,0.0009786633009467817,0.0009786633,9.674233370427927e-10
2026-01-20T01:30:00+00:00,0.0009676285612252259,0.00096762856,1.2662150721799027e-09
2026-01-20T01:35:00+00:00,0.0009808973770655087,0.00098089738,2.9916395622841248e-09
2026-01-20T01:40:00+00:00,0.0009189094887990953,0.00091890949,1.3068803093435121e-09
2026-01-20T01:45:00+00:00,0.0009270558713434405,0.00092705587,1.4491473418728102e-09
2026-01-20T01:50:00+00:00,0.0009364387124648269,0.00093643871,2.632128316472313e-09
2026-01-20T01:55:00+00:00,0.0009043285566937558,0.00090432856,3.6560209569558617e-09
2026-01-20T02:00:00+00:00,0.000906927537678439,0.00090692754,2.5598087149066765e-09
2026-01-20T02:05:00+00:00,0.0009063805253611754,0.00090638053,5.1179658384880205e-09
2026-01-20T02:10:00+00:00,0.0009355898720321397,0.00093558987,2.17204109694848e-09
2026-01-20T02:15:00+00:00,0.0009016820487068307,0.00090168205,1.4341744383693232e-09
2026-01-20T02:20:00+00:00,0.000823084779904336,0.00082308478,1.162262247009017e-10
2026-01-20T02:25:00+00:00,0.0008385372299883097,0.00083853723,1.3941302885988381e-11
2026-01-20T02:30:00+00:00,0.0007785572234996719,0.00077855722,4.49507347248966e-09
2026-01-20T02:35:00+00:00,0.0007993111712840503,0.00079931117,1.6064461353819302e-09
2026-01-20T02:40:00+00:00,0.0007590153879581951,0.00075901539,2.6900704559040956e-09
2026-01-20T02:45:00+00:00,0.0007486715293276987,0.00074867153,8.979923396222609e-10
2026-01-20T02:50:00+00:00,0.0008148652191813502,0.00081486522,1.0046444679786882e-09
2026-01-20T02:55:00+00:00,0.0007758361856014275,0.00077583619,5.669460383798566e-09
2026-01-20T03:00:00+00:00,0.000742181582202277,0.00074218158,2.9673021381692077e-09
2026-01-20T03:05:00+00:00,0.0007349108574649285,0.00073491086,3.4494952830682344e-09
2026-01-20T03:10:00+00:00,0.0006777399695837431,0.00067773997,6.141839046925902e-10
2026-01-20T03:15:00+00:00,0.0006796162672278714,0.00067961627,4.0789614341516155e-09
2026-01-20T03:20:00+00:00,0.0007488658887756644,0.00074886589,1.6349195983805465e-09
2026-01-20T03:25:00+00:00,0.0008093975535914386,0.00080939755,4.437175118575849e-09
2026-01-20T03:30:00+00:00,0.0008598287848432876,0.00085982878,5.632851176330987e-09
2026-01-20T03:35:00+00:00,0.0008897424190038042,0.00088974242,1.1196451074248884e-09
2026-01-20T03:40:00+00:00,0.0009046937677356149,0.00090469377,2.5029298886558752e-09
2026-01-20T03:45:00+00:00,0.0009513611229493651,0.00095136112,3.1001530060972927e-09
2026-01-20T03:50:00+00:00,0.0008784133453209487,0.00087841335,5.326707874755691e-09
2026-01-20T03:55:00+00:00,0.0008532804286525083,0.00085328043,1.5791897057753656e-09
