timestamp_utc,shield_mm,sigma_model,direction_scenario,r_D_D0_s-1,nu_C_bit_D0_s-1,r_D_DREG_s-1,nu_C_bit_DREG_s-1,r_D_DCLUSTER_K1_ONLY_s-1,nu_C_bit_DCLUSTER_K1_ONLY_s-1,r_D_DCLUSTER_LOW_CONSERVATIVE_s-1,nu_C_bit_DCLUSTER_LOW_CONSERVATIVE_s-1,lambda_bit_total_s-1,repository_storage,full_sha256,full_data_rows,full_bytes
REGENERATE_FROM_FROZEN_INPUTS,,,,,,,,,,,,,bounded repository manifest; full table generated by risk_bridge.py,c10a68e721716c8c9b96bf99a9e2d1de0bd3b179ebcc747b3fd149ff0741ff83,237888,53420841
