policy,first,second,grid,D,lower,upper,passes
Precomputed,0.5,150,20,68.35172659309363,0.33879227762186714,1.0,3612
Precomputed,0.5,150,21,62.89797506193567,0.3335612475844843,1.0,3612
Precomputed,0.5,150,22,58.071833648393195,0.32869788585305115,1.0,3612
Precomputed,0.5,150,23,53.78057106843367,0.3241812866855981,1.0,3612
Precomputed,0.5,150,24,49.947970863683665,0.31998962060159625,1.0,3612
Precomputed,0.5,150,25,46.510923708156064,0.31610083805194156,1.0,3612
Precomputed,0.5,150,26,43.416812708462885,0.31249320347333837,1.0,3612
Precomputed,0.5,150,27,40.62148760330579,0.30914568335947756,1.0,3612
Precomputed,0.5,150,28,38.08768101567149,0.30603821283457516,1.0,3612
Precomputed,0.5,150,29,35.78375985742408,0.3031518642538365,1.0,3612
Precomputed,0.5,150,30,33.68273321345555,0.30046893922542717,1.0,3612
Precomputed,0.5,150,31,31.76145821486544,0.2979730026838897,1.0,3612
Precomputed,0.5,150,32,30.0,0.2956488746547096,1.0,3612
Precomputed,0.5,300,0,3000.0,0.48416090952749824,1.0,3606
Precomputed,0.5,300,1,1827.4836406900654,0.4747881051730396,1.0,3606
Precomputed,0.5,300,2,1228.8,0.4638891707793384,1.0,3606
Precomputed,0.5,300,3,882.5050272910083,0.45187925107898363,1.0,3606
Precomputed,0.5,300,4,664.3598615916954,0.43917294810648216,1.0,3606
Precomputed,0.5,300,5,518.1312194299207,0.42615832722570607,1.0,3606
Precomputed,0.5,300,6,415.3596538669551,0.4131771089053657,1.0,3606
Precomputed,0.5,300,7,340.387811634349,0.40051209557659706,1.0,3606
Precomputed,0.5,300,8,284.02366863905326,0.3883817681413202,1.0,3606
Precomputed,0.5,300,9,240.5826611324301,0.3769411020648585,1.0,3606
Precomputed,0.5,300,10,206.39613007256114,0.36628710156695315,1.0,3606
Precomputed,0.5,300,11,179.0105471709108,0.3564673477593521,1.0,3606
Precomputed,0.5,300,12,156.73469387755102,0.3474899480613367,1.0,3606
Precomputed,0.5,300,13,138.3721453988559,0.3393335647523985,1.0,3606
Precomputed,0.5,300,14,123.05720237141483,0.3319565855474985,1.0,3606
Precomputed,0.5,300,15,110.15095557388217,0.3253048888260309,1.0,3606
Precomputed,0.5,300,16,99.17355371900827,0.31931798898789043,1.0,3606
Precomputed,0.5,300,17,89.75894813732651,0.3139335926362188,1.0,3606
Precomputed,0.5,300,18,81.62397704325646,0.3090907491596499,1.0,3606
Precomputed,0.5,300,19,74.54682229610037,0.30473185234558825,1.0,3606
Precomputed,0.5,300,20,68.35172659309363,0.30080376369331846,1.0,3606
Precomputed,0.5,300,21,62.89797506193567,0.2972583050173385,1.0,3606
Precomputed,0.5,300,22,58.071833648393195,0.29405232633912876,1.0,3606
Precomputed,0.5,300,23,53.78057106843367,0.2911475083915358,1.0,3606
Precomputed,0.5,300,24,49.947970863683665,0.2885100155378876,1.0,3606
Precomputed,0.5,300,25,46.510923708156064,0.28611007855568965,1.0,3606
Precomputed,0.5,300,26,43.416812708462885,0.2839215586679208,1.0,3606
Precomputed,0.5,300,27,40.62148760330579,0.2819215238518265,1.0,3606
Precomputed,0.5,300,28,38.08768101567149,0.28008985447579005,1.0,3606
Precomputed,0.5,300,29,35.78375985742408,0.2784088861917846,1.0,3606
Precomputed,0.5,300,30,33.68273321345555,0.2768630923661089,1.0,3606
Precomputed,0.5,300,31,31.76145821486544,0.2754388050539068,1.0,3606
Precomputed,0.5,300,32,30.0,0.27412397178621406,1.0,3606
Precomputed,1,0.2,0,3000.0,0.036058227429566436,0.03742509760544408,10800
Precomputed,1,0.2,1,1827.4836406900654,0.036056000494584656,0.03742278625336176,10800
Precomputed,1,0.2,2,1228.8,0.03605322509854255,0.03741990564953916,10800
Precomputed,1,0.2,3,882.5050272910083,0.036049901666683495,0.0374164562353395,10800
Precomputed,1,0.2,4,664.3598615916954,0.03604603070806845,0.037412438539120865,10800
Precomputed,1,0.2,5,518.1312194299207,0.036041612815416124,0.037407853176070316,10800
Precomputed,1,0.2,6,415.3596538669551,0.036036648664916876,0.03740270084801078,10800
Precomputed,1,0.2,7,340.387811634349,0.036031139016020584,0.03739698234318083,10800
Precomputed,1,0.2,8,284.02366863905326,0.03602508471119848,0.03739069853598751,10800
Precomputed,1,0.2,9,240.5826611324301,0.036018486675679064,0.03738385038673223,10800
Precomputed,1,0.2,10,206.39613007256114,0.036011345917158315,0.03737643894131002,10800
Precomputed,1,0.2,11,179.0105471709108,0.03600366352548426,0.037368465330882096,10800
Precomputed,1,0.2,12,156.73469387755102,0.03599544067231608,0.037359930771522096,10800
Precomputed,1,0.2,13,138.3721453988559,0.03598667861075796,0.037350836563835976,10800
Precomputed,1,0.2,14,123.05720237141483,0.035977378674967725,0.037341184092555914,10800
Precomputed,1,0.2,15,110.15095557388217,0.03596754227974069,0.03733097482610828,10800
Precomputed,1,0.2,16,99.17355371900827,0.03595717092006866,0.03732021031615601,10800
Precomputed,1,0.2,17,89.75894813732651,0.035946266170674514,0.03730889219711547,10800
Precomputed,1,0.2,18,81.62397704325646,0.03593482968552249,0.03729702218564822,10800
Precomputed,1,0.2,19,74.54682229610037,0.03592286319730434,0.03728460208012768,10800
Precomputed,1,0.2,20,68.35172659309363,0.035910368516901846,0.037271633760081295,10800
Precomputed,1,0.2,21,62.89797506193567,0.035897347532825676,0.03725811918560806,10800
Precomputed,1,0.2,22,58.071833648393195,0.03588380221063104,0.0372440603967721,10800
Precomputed,1,0.2,23,53.78057106843367,0.03586973459231035,0.03722945951297224,10800
Precomputed,1,0.2,24,49.947970863683665,0.035855146795663186,0.03721431873228814,10800
Precomputed,1,0.2,25,46.510923708156064,0.035840041013643915,0.037198640330803154,10800
Precomputed,1,0.2,26,43.416812708462885,0.03582441951368721,0.037182426661904286,10800
Precomputed,1,0.2,27,40.62148760330579,0.035808284637011814,0.037165680155559565,10800
Precomputed,1,0.2,28,38.08768101567149,0.035791638797902946,0.03714840331757326,10800
Precomputed,1,0.2,29,35.78375985742408,0.03577448448297358,0.037130598728819145,10800
Precomputed,1,0.2,30,33.68273321345555,0.035756824250405064,0.037112269044452306,10800
Precomputed,1,0.2,31,31.76145821486544,0.03573866072916733,0.03709341699309985,10800
Precomputed,1,0.2,32,30.0,0.03571999661821918,0.037074045376030824,10800
Precomputed,1,0.5,0,3000.0,0.04465968254926745,0.046782259914911604,5400
Precomputed,1,0.5,1,1827.4836406900654,0.044657030386965356,0.04677948170111628,5400
Precomputed,1,0.5,2,1228.8,0.04465372498144875,0.04677601919688035,5400
Precomputed,1,0.5,3,882.5050272910083,0.04464976680300139,0.04677187289483913,5400
Precomputed,1,0.5,4,664.3598615916954,0.044645156414618574,0.046767043384745875,5400
Precomputed,1,0.5,5,518.1312194299207,0.04463989447183908,0.04676153135329567,5400
Precomputed,1,0.5,6,415.3596538669551,0.04463398172254958,0.04675533758392062,5400
Precomputed,1,0.5,7,340.387811634349,0.04462741900676162,0.046748462956556186,5400
Precomputed,1,0.5,8,284.02366863905326,0.04462020725636122,0.04674090844737891,5400
Precomputed,1,0.5,9,240.5826611324301,0.04461234749483129,0.0467326751285156,5400
Precomputed,1,0.5,10,206.39613007256114,0.04460384083694693,0.04672376416772418,5400
Precomputed,1,0.5,11,179.0105471709108,0.044594688488443744,0.04671417682804627,5400
Precomputed,1,0.5,12,156.73469387755102,0.04458489174565945,0.04670391446743166,5400
Precomputed,1,0.5,13,138.3721453988559,0.044574451995148784,0.046692978538335025,5400
Precomputed,1,0.5,14,123.05720237141483,0.044563370713272,0.04668137058728482,5400
Precomputed,1,0.5,15,110.15095557388217,0.04455164946575717,0.04666909225442472,5400
Precomputed,1,0.5,16,99.17355371900827,0.044539289907236324,0.046656145273027846,5400
Precomputed,1,0.5,17,89.75894813732651,0.04452629378075594,0.04664253146898386,5400
