time_s,previous_period_s,own_count,D_cell_mask_before,D_cell_mask_after,next_period_s,slack_min,slack_max,completed_passes,physical_pending_words_diagnostic_only,local_previous_set_period,local_refined_set_period,PrH_D3000,PrH_D30,last_blocking_node,knownD_slack_unused_for_unknown,remaining_risk_potential_min,remaining_risk_potential_max
1.0,1.0,3.0,4294967295.0,4294967295.0,1.0,0.0116506907766811,0.011999794786343276,1.0,1.0,-1.0,-1.0,0.9996937875984881,0.973020250443843,0.0,0.02316497513111787,0.08755900815402341,0.11725067853058153
2.0,1.0,5.0,4294967295.0,4294967295.0,1.0,0.011650690776681086,0.011999794786343262,2.0,0.0,-1.0,-1.0,0.9996862814050179,0.9695945739099199,0.0,0.02316497513111787,0.08753580945052679,0.11722705112787626
3.0,1.0,4.0,4294967295.0,4294967295.0,1.0,0.0116506907766811,0.011999794786343249,3.0,0.0,-1.0,-1.0,0.9996862798937447,0.9695950457303693,0.0,0.02316497513111787,0.08751480234602889,0.1172038577387159
4.0,1.0,3.0,4294967295.0,4294967295.0,1.0,0.011650690776681086,0.011999794786343249,4.0,2.0,-1.0,-1.0,0.9996862798937005,0.9695950480869249,0.0,0.02316497513111787,0.08749379494375376,0.11718066314933996
5.0,1.0,5.0,4294967295.0,4294967295.0,1.0,0.011650690776681072,0.011999794786343276,5.0,0.0,-1.0,-1.0,0.9996862798937005,0.9695950480857498,0.0,0.02316497513111787,0.08747278753996963,0.11715746727123927
6.0,1.0,6.0,4294967295.0,4294967295.0,1.0,0.011650690776681072,0.01199979478634329,6.0,1.0,-1.0,-1.0,0.9996862798937005,0.9695950480857484,0.0,0.02316497513111787,0.08745178013618628,0.11713427010355182
7.0,1.0,7.0,4294967295.0,4294967295.0,1.0,0.011650690776681072,0.01199979478634329,7.0,0.0,-1.0,-1.0,0.9996862798937005,0.9695950480857485,0.0,0.02316497513111787,0.08743077273240292,0.11711107164541762
8.0,1.0,3.0,4294967295.0,4294967295.0,1.0,0.011650690776681058,0.01199979478634329,8.0,1.0,-1.0,-1.0,0.9996862798937005,0.9695950480857485,0.0,0.02316497513111787,0.08740976532861956,0.11708787189597608
9.0,1.0,7.0,4294967295.0,4294967295.0,1.0,0.011650690776681058,0.011999794786343304,9.0,1.0,-1.0,-1.0,0.9996862798937005,0.9695950480857485,0.0,0.02316497513111787,0.08738875792483619,0.11706467085436602
10.0,1.0,6.0,4294967295.0,4294967295.0,1.0,0.011650690776681058,0.01199979478634329,10.0,1.0,-1.0,-1.0,0.9996862798937005,0.9695950480857485,0.0,0.02316497513111787,0.08736775052105282,0.11704146851972573
11.0,1.0,6.0,4294967295.0,4294967295.0,1.0,0.011650690776681044,0.01199979478634329,11.0,0.0,-1.0,-1.0,0.9996862798937005,0.9695950480857485,0.0,0.02316497513111787,0.08734674311726943,0.1170182648911929
12.0,1.0,3.0,4294967295.0,4294967295.0,1.0,0.011650690776681044,0.011999794786343318,12.0,0.0,-1.0,-1.0,0.9996862798937005,0.9695950480857485,0.0,0.02316497513111787,0.08732573571348609,0.11699505996790462
13.0,1.0,0.0,4294967295.0,4294967295.0,1.0,0.011650690776681044,0.011999794786343318,13.0,0.0,-1.0,-1.0,0.867541277643506,0.06874293104515919,0.0,0.02316497513111787,0.0867283000104757,0.10931294680047164
14.0,1.0,0.0,4294967295.0,4294967295.0,2.0,0.011650690776681058,0.011999794786343304,14.0,0.0,-1.0,-1.0,0.014204893595178028,0.008388570143134403,0.0,0.02316497513111787,0.05983560289013215,0.08716906690415505
16.0,2.0,0.0,4294967295.0,4294967295.0,2.0,0.011649205389233364,0.011998932856253766,15.0,0.0,-1.0,-1.0,8.322821131341495e-05,0.008247717015336387,21.0,0.02316497513111787,0.05897753607700976,0.087125673496264
18.0,2.0,0.0,4294967295.0,4294967295.0,2.0,0.011647729468041934,0.011998088498513748,16.0,0.0,-1.0,-1.0,8.315965605345438e-05,0.00824771634159882,21.0,0.02316497513111787,0.058938893824010075,0.0870825890568465
20.0,2.0,0.0,4294967295.0,4294967295.0,2.0,0.011646253546895802,0.01199724414085783,17.0,0.0,-1.0,-1.0,8.315965572534506e-05,0.0082477163415956,21.0,0.02316497513111787,0.05890026075409089,0.08703950461890779
22.0,2.0,0.0,4294967295.0,4294967295.0,2.0,0.01164477762574967,0.011996420004395575,18.0,0.0,-1.0,-1.0,8.315965572534348e-05,0.0082477163415956,21.0,0.02316497513111787,0.058861632896784616,0.08699642018096909
24.0,2.0,0.0,4294967295.0,4294967295.0,2.0,0.011643301704603537,0.011995636186274722,19.0,0.0,-1.0,-1.0,8.315965572534348e-05,0.0082477163415956,21.0,0.02316497513111787,0.05882301025902697,0.0869533357430304
26.0,2.0,0.0,4294967295.0,4294967295.0,2.0,0.01164182578345739,0.011994852368153869,20.0,0.0,-1.0,-1.0,8.315965572534348e-05,0.0082477163415956,21.0,0.02316497513111787,0.05878439284778199,0.0869102513050917
28.0,2.0,0.0,4294967295.0,4294967295.0,2.0,0.011640349862311244,0.011994068550033016,21.0,0.0,-1.0,-1.0,8.315965572534348e-05,0.0082477163415956,21.0,0.02316497513111787,0.05874578067002303,0.086867166867153
30.0,2.0,0.0,4294967295.0,4294967295.0,2.0,0.011638873941165112,0.01199328473191219,22.0,0.0,-1.0,-1.0,8.315965572534348e-05,0.0082477163415956,21.0,0.02316497513111787,0.0587071737327327,0.08682408242921431
32.0,2.0,4.0,4294967295.0,4294967294.0,1.0,0.011637398020018994,0.011992500913791351,23.0,1.0,1.0,1.0,0.9199468679552478,0.9642684400400007,21.0,0.02316497513111787,0.08688887581310416,0.1047151258333282
33.0,1.0,9.0,4294967294.0,4294967294.0,1.0,0.01163739802001898,0.011992500913791351,24.0,1.0,-1.0,-1.0,0.999683885745438,0.9696073950447441,1.0,0.02316497513111787,0.08687129537371543,0.10660358315863966
34.0,1.0,7.0,4294967294.0,4294967294.0,1.0,0.01163739802001898,0.011992500913791365,25.0,1.0,-1.0,-1.0,0.9996862798326052,0.9695950477083302,1.0,0.02316497513111787,0.086850280073358,0.10658194512038674
35.0,1.0,5.0,4294967294.0,4294967294.0,1.0,0.011637398020018966,0.011992500913791379,26.0,0.0,-1.0,-1.0,0.999686279893699,0.9695950480767632,1.0,0.02316497513111787,0.08682927266980092,0.1065602555387743
36.0,1.0,2.0,4294967294.0,4294967294.0,1.0,0.011637398020018952,0.011992500913791393,27.0,0.0,-1.0,-1.0,0.9996862798937005,0.969595048085752,1.0,0.02316497513111787,0.0868082652660233,0.10653856548630919
37.0,1.0,3.0,4294967294.0,4294967294.0,1.0,0.011637398020018938,0.011992500913791393,28.0,0.0,-1.0,-1.0,0.9996862798937005,0.9695950480857485,1.0,0.02316497513111787,0.08678725786223991,0.10651687496344225
38.0,1.0,4.0,4294967294.0,4294967294.0,1.0,0.011637398020018924,0.011992500913791393,29.0,2.0,-1.0,-1.0,0.9996862798937005,0.9695950480857485,1.0,0.02316497513111787,0.08676625045845653,0.1064951839696584
39.0,1.0,9.0,4294967294.0,4294967294.0,1.0,0.011637398020018924,0.011992500913791407,30.0,0.0,-1.0,-1.0,0.9996862798937005,0.9695950480857485,1.0,0.02316497513111787,0.08674524305467318,0.10647349250444196
40.0,1.0,9.0,4294967294.0,4294967294.0,1.0,0.011637398020018924,0.01199250091379142,31.0,0.0,-1.0,-1.0,0.9996862798937005,0.9695950480857485,1.0,0.02316497513111787,0.08672423565088982,0.10645180056727677
41.0,1.0,10.0,4294967294.0,4294967294.0,1.0,0.011637398020018924,0.01199250091379142,32.0,1.0,-1.0,-1.0,0.9996862798937005,0.9695950480857485,1.0,0.02316497513111787,0.08670322824710647,0.10643010815764598
42.0,1.0,7.0,4294967294.0,4294967294.0,1.0,0.011637398020018924,0.01199250091379142,33.0,1.0,-1.0,-1.0,0.9996862798937005,0.9695950480857485,1.0,0.02316497513111787,0.0866822208433231,0.10640841527503228
43.0,1.0,5.0,4294967294.0,4294967294.0,1.0,0.01163739802001891,0.011992500913791435,34.0,2.0,-1.0,-1.0,0.9996862798937005,0.9695950480857485,1.0,0.02316497513111787,0.08666121343953972,0.10638672191891776
44.0,1.0,6.0,4294967294.0,4294967294.0,1.0,0.01163739802001891,0.011992500913791435,35.0,0.0,-1.0,-1.0,0.9996862798937005,0.9695950480857485,1.0,0.02316497513111787,0.08664020603575638,0.10636502808878393
45.0,1.0,7.0,4294967294.0,4294967294.0,1.0,0.01163739802001891,0.011992500913791448,36.0,0.0,-1.0,-1.0,0.9996862798937005,0.9695950480857485,1.0,0.02316497513111787,0.08661919863197302,0.1063433337841117
46.0,1.0,0.0,4294967294.0,4294967280.0,1.0,0.01163739802001891,0.011992500913791462,37.0,1.0,1.0,1.0,0.867541277643506,0.06874293104515919,1.0,0.02316497513111787,0.0860217629289626,0.0886015982467444
47.0,1.0,8.0,4294967280.0,4294967280.0,1.0,0.011637398020018924,0.011992500913791476,38.0,0.0,-1.0,-1.0,0.9996811680298321,0.9730334464906178,4.0,0.02316497513111787,0.08657937664743343,0.0943251746127207
48.0,1.0,2.0,4294967280.0,4294967280.0,1.0,0.011637398020018924,0.01199250091379149,39.0,3.0,-1.0,-1.0,0.999686279757283,0.9696008543925715,4.0,0.02316497513111787,0.08655618013853282,0.09430423889486213
49.0,1.0,8.0,4294967280.0,4294967280.0,1.0,0.011637398020018924,0.01199250091379149,40.0,0.0,-1.0,-1.0,0.999686279893697,0.9695950435186619,4.0,0.02316497513111787,0.08653516901392169,0.0942829854696496
50.0,1.0,12.0,4294967280.0,4294967280.0,1.0,0.011637398020018924,0.01199250091379149,41.0,1.0,-1.0,-1.0,0.9996862798937004,0.9695950480830628,4.0,0.02316497513111787,0.08651416161305449,0.09426173204878247
51.0,1.0,7.0,4294967280.0,4294967280.0,1.0,0.01163739802001891,0.011992500913791504,42.0,0.0,-1.0,-1.0,0.9996862798937005,0.969595048085753,4.0,0.02316497513111787,0.08649315420927285,0.09424047862645797
52.0,1.0,5.0,4294967280.0,4294967280.0,1.0,0.011637398020018896,0.011992500913791504,43.0,1.0,-1.0,-1.0,0.9996862798937005,0.9695950480857485,4.0,0.02316497513111787,0.08647214680548945,0.09421922520267087
53.0,1.0,6.0,4294967280.0,4294967280.0,1.0,0.011637398020018896,0.011992500913791504,44.0,0.0,-1.0,-1.0,0.9996862798937005,0.9695950480857485,4.0,0.02316497513111787,0.0864511394017061,0.09419797177741678
54.0,1.0,1.0,4294967280.0,4294967280.0,1.0,0.011637398020018896,0.011992500913791504,45.0,0.0,-1.0,-1.0,0.9996862798937005,0.9695950480857485,4.0,0.02316497513111787,0.08643013199792274,0.09417671835069123
55.0,1.0,0.0,4294967280.0,4294967280.0,1.0,0.011637398020018896,0.011992500913791504,46.0,0.0,-1.0,-1.0,0.867541277643506,0.06874293104515919,4.0,0.02316497513111787,0.08583269629491234,0.08841032100652028
56.0,1.0,0.0,4294967280.0,4294967264.0,2.0,0.01163739802001891,0.01199250091379149,47.0,0.0,2.0,2.0,0.014204893595178028,0.008388570143134403,4.0,0.02316497513111787,0.0816098314419988,0.08627440842679564
58.0,2.0,0.0,4294967264.0,4294967264.0,2.0,0.01163591263257123,0.011991698059240066,48.0,0.0,-1.0,-1.0,8.322821131341495e-05,0.008247717015336387,21.0,0.02316497513111787,0.08153989328923324,0.0862310150189046
60.0,2.0,0.0,4294967264.0,4294967264.0,2.0,0.0116344367113798,0.011990914241028092,49.0,0.0,-1.0,-1.0,8.315965605345438e-05,0.00824771634159882,21.0,0.02316497513111787,0.08149730378826875,0.08618793057948711
62.0,2.0,0.0,4294967264.0,4294967264.0,2.0,0.011632960790233654,0.011990130422907239,50.0,0.0,-1.0,-1.0,8.315965572534506e-05,0.0082477163415956,21.0,0.02316497513111787,0.08145471441890134,0.08614484614154841
64.0,2.0,0.0,4294967264.0,4294967264.0,2.0,0.011631484869087508,0.011989346604786386,51.0,0.0,-1.0,-1.0,8.315965572534348e-05,0.0082477163415956,21.0,0.02316497513111787,0.08141212504991906,0.08610176170360971
66.0,2.0,0.0,4294967264.0,4294967264.0,2.0,0.011630008947941375,0.011988562786665546,52.0,0.0,-1.0,-1.0,8.315965572534348e-05,0.0082477163415956,21.0,0.02316497513111787,0.08136953568132427,0.08605867726567101
68.0,2.0,0.0,4294967264.0,4294967264.0,2.0,0.01162853302679523,0.011987778968544707,53.0,0.0,-1.0,-1.0,8.315965572534348e-05,0.0082477163415956,21.0,0.02316497513111787,0.08132694631311999,0.08601559282773232
70.0,2.0,0.0,4294967264.0,4294967264.0,2.0,0.011627057105649097,0.011986995150423854,54.0,0.0,-1.0,-1.0,8.315965572534348e-05,0.0082477163415956,21.0,0.02316497513111787,0.08128435694530924,0.08597250838979362
72.0,2.0,0.0,4294967264.0,4294967264.0,2.0,0.011625581184502964,0.011986211332303015,55.0,0.0,-1.0,-1.0,8.315965572534348e-05,0.0082477163415956,21.0,0.02316497513111787,0.08124176757789503,0.08592942395185492
74.0,2.0,0.0,4294967264.0,4294967264.0,2.0,0.011624105263356832,0.011985427514182162,56.0,0.0,-1.0,-1.0,8.315965572534348e-05,0.0082477163415956,21.0,0.02316497513111787,0.08119917821088048,0.08588633951391624
76.0,2.0,0.0,4294967264.0,4294967264.0,2.0,0.0116226293422107,0.011984643696061323,57.0,0.0,-1.0,-1.0,8.315965572534348e-05,0.0082477163415956,21.0,0.02316497513111787,0.08115658884426866,0.08584325507597754
78.0,2.0,0.0,4294967264.0,4294967264.0,2.0,0.011621153421064567,0.01198385987794047,58.0,0.0,-1.0,-1.0,8.315965572534348e-05,0.0082477163415956,21.0,0.02316497513111787,0.08111399947806272,0.08580017063803884
80.0,2.0,0.0,4294967264.0,4294967264.0,2.0,0.011619677499918435,0.011983076059819603,59.0,0.0,-1.0,-1.0,8.315965572534348e-05,0.0082477163415956,21.0,0.02316497513111787,0.08107141011226579,0.08575708620010014
82.0,2.0,0.0,4294967264.0,4294967264.0,2.0,0.011618201578772303,0.01198229224169875,60.0,0.0,-1.0,-1.0,8.315965572534348e-05,0.0082477163415956,21.0,0.02316497513111787,0.08102882074688103,0.08571400176216146
84.0,2.0,0.0,4294967264.0,4294967264.0,2.0,0.011616725657626156,0.011981508423577897,61.0,0.0,-1.0,-1.0,8.315965572534348e-05,0.0082477163415956,21.0,0.02316497513111787,0.08098623138191165,0.08567091732422279
86.0,2.0,0.0,4294967264.0,4294967264.0,2.0,0.011615249736479996,0.01198072460545703,62.0,0.0,-1.0,-1.0,8.315965572534348e-05,0.0082477163415956,21.0,0.02316497513111787,0.08094364201736083,0.0856278328862841
88.0,2.0,11.0,4294967264.0,4294967168.0,1.0,0.011613773815333864,0.011979940787336177,63.0,0.0,1.0,1.0,0.9199468679552478,0.9642684400400007,21.0,0.02316497513111787,0.08568883699655079,0.08992611265679697
89.0,1.0,7.0,4294967168.0,4294967168.0,1.0,0.011613773815333864,0.011979940787336163,64.0,0.0,-1.0,-1.0,0.999683885745438,0.9696073950447441,7.0,0.02316497513111787,0.08567125655716205,0.08997799715564707
90.0,1.0,7.0,4294967168.0,4294967168.0,1.0,0.011613773815333864,0.011979940787336149,65.0,0.0,-1.0,-1.0,0.9996862798326052,0.9695950477083302,7.0,0.02316497513111787,0.08565024125680465,0.0899567503271004
91.0,1.0,4.0,4294967168.0,4294967168.0,1.0,0.011613773815333864,0.011979940787336149,66.0,0.0,-1.0,-1.0,0.999686279893699,0.9695950480767632,7.0,0.02316497513111787,0.08562923385324755,0.08993550862675272
92.0,1.0,0.0,4294967168.0,4294966272.0,1.0,0.01161377381533385,0.011979940787336149,67.0,0.0,1.0,1.0,0.8675412776429925,0.06874293102889073,7.0,0.02316497513111787,0.08503179815023253,0.08563530632590452
93.0,1.0,0.0,4294966272.0,4294966272.0,2.0,0.01161377381533385,0.011979940787336163,68.0,0.0,-1.0,-1.0,0.014204893595115816,0.008388570143094074,10.0,0.02316497513111787,0.0840931212022032,0.08547943964655184
95.0,2.0,0.0,4294966272.0,4294966272.0,2.0,0.01161228842788617,0.01197913793278474,69.0,0.0,-1.0,-1.0,8.322821131341464e-05,0.008247717015336387,21.0,0.02316497513111787,0.08404605963188772,0.08543604623866086
97.0,2.0,0.0,4294966272.0,4294966272.0,2.0,0.011610812506694754,0.011978354114572778,70.0,0.0,-1.0,-1.0,8.315965605345438e-05,0.00824771634159882,21.0,0.02316497513111787,0.08400338075855263,0.08539296179924337
99.0,2.0,0.0,4294966272.0,4294966272.0,2.0,0.011609336585548607,0.01197757029645194,71.0,0.0,-1.0,-1.0,8.315965572534506e-05,0.0082477163415956,21.0,0.02316497513111787,0.0839607019062137,0.08534987736130466
101.0,2.0,0.0,4294966272.0,4294966272.0,2.0,0.011607860664402461,0.0119767864783311,72.0,0.0,-1.0,-1.0,8.315965572534348e-05,0.0082477163415956,21.0,0.02316497513111787,0.08391802305387489,0.08530679292336597
103.0,2.0,0.0,4294966272.0,4294966272.0,2.0,0.011606384743256329,0.011976002660210261,73.0,0.0,-1.0,-1.0,8.315965572534348e-05,0.0082477163415956,21.0,0.02316497513111787,0.08387534420153606,0.08526370848542728
105.0,2.0,0.0,4294966272.0,4294966272.0,2.0,0.011604908822110183,0.011975218842089408,74.0,0.0,-1.0,-1.0,8.315965572534348e-05,0.0082477163415956,21.0,0.02316497513111787,0.08383266534919721,0.08522062404748858
107.0,2.0,0.0,4294966272.0,4294966272.0,2.0,0.01160343290096405,0.011974435023968555,75.0,0.0,-1.0,-1.0,8.315965572534348e-05,0.0082477163415956,21.0,0.02316497513111787,0.0837899864968584,0.08517753960954988
109.0,2.0,0.0,4294966272.0,4294966272.0,2.0,0.011601956979817918,0.011973651205847702,76.0,0.0,-1.0,-1.0,8.315965572534348e-05,0.0082477163415956,21.0,0.02316497513111787,0.08374730764451957,0.08513445517161118
111.0,2.0,0.0,4294966272.0,4294966272.0,2.0,0.011600481058671785,0.011972867387726863,77.0,0.0,-1.0,-1.0,8.315965572534348e-05,0.0082477163415956,21.0,0.02316497513111787,0.08370462879218073,0.08509137073367248
113.0,2.0,0.0,4294966272.0,4294966272.0,2.0,0.01159900513752564,0.011972083569606037,78.0,0.0,-1.0,-1.0,8.315965572534348e-05,0.0082477163415956,21.0,0.02316497513111787,0.08366194993984191,0.08504828629573379
115.0,2.0,0.0,4294966272.0,4294966272.0,2.0,0.011597529216379507,0.011971299751485184,79.0,0.0,-1.0,-1.0,8.315965572534348e-05,0.0082477163415956,21.0,0.02316497513111787,0.08361927108750308,0.08500520185779509
117.0,2.0,0.0,4294966272.0,4294966272.0,2.0,0.011596053295233374,0.011970515933364331,80.0,0.0,-1.0,-1.0,8.315965572534348e-05,0.0082477163415956,21.0,0.02316497513111787,0.08357659223516424,0.0849621174198564
