dwell,individual_conditional_saving,individual_family95_lower,common_survivor_saving,common_survivor_family95_lower,family_size,alpha_each,passes_bound_per_method
30,12.848384133301806,-76.35633296749708,12.816725304465495,-76.63871389176785,15,0.0033333333333333335,3600
100,127.88929598980667,38.86999690114193,127.9164246531139,38.74769848452128,15,0.0033333333333333335,3600
300,253.8041054692685,164.9501769834982,254.19591771134682,165.19933210130313,15,0.0033333333333333335,3600
1000,319.47610170951884,230.44968461010336,319.87012149231265,230.72057139408554,15,0.0033333333333333335,3600
3000,350.4316439094139,261.56587547192635,350.6191953777017,261.6845270700038,15,0.0033333333333333335,3600
